Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
21,1,41fep3jlo1ieyq9hvpmsl6wvd,225056,90,21,Right Midfielder,Kadin,Chung,K. Chung,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,51,21,22,0.00,0,0,0.02,0,0,1,0,1,2,0,0,12,2,0,0,87,5,1,2,1,7,50.0%,3,1,4,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,24,30,33,0,37.3%,84.3%,22,11,10,13,15,23,0,15.3,3,100.0%,3,0.00,0,0,0,0,2,2,68.4%,4,2,1,0.00,0.00,0.00,1,0,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,41fep3jlo1ieyq9hvpmsl6wvd:2126221,HFX vs PAC (2020-08-15)
22,1,7lqj7hx4na2kvl5doan797vmx,250776,90,25,Right Centre Back,Dominick,Zator,D. Zator,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,74,33,21,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,1,1,86,2,0,0,3,4,0.0%,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,50,30,1,56.8%,73.0%,18,4,32,4,41,29,0,24.1,1,66.7%,3,0.00,0,0,0,0,2,2,64.3%,4,0,0,0.00,0.00,0.00,0,2,CAV vs PAC,2020-08-30,7uiktgg1hzmxb1oky4wpsigwk,15380,7lqj7hx4na2kvl5doan797vmx:2126258,CAV vs PAC (2020-08-30)
23,1,1mcgu1zocg8bwfrncptuvfm51,90443,90,34,Central Defender,Mason,Trafford,M. Trafford,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,72,60,5,0.05,0,0,0.03,0,0,1,0,1,0,0,0,8,0,0,0,85,2,1,1,1,6,100.0%,2,1,5,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,22,2,25.0%,90.3%,17,0,48,0,51,21,0,20.7,0,50.0%,4,0.00,0,0,0,0,0,0,72.2%,6,0,0,0.00,0.05,0.05,1,0,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,1mcgu1zocg8bwfrncptuvfm51:2126240,EDM vs CAV (2020-08-21)
23,1,7whdjeubz6xgvlxtl91z93idx,173167,90,24,Left Centre Back,Jordan,Haynes,J. Haynes,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,59,23,25,0.00,0,0,0.03,0,0,0,1,1,1,0,0,7,1,0,0,85,6,2,2,2,8,66.7%,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,16,28,41,0,49.2%,81.4%,25,6,17,7,19,33,0,20.5,2,50.0%,4,0.00,0,0,0,0,2,2,65.5%,6,1,1,0.00,0.00,0.00,1,0,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,7whdjeubz6xgvlxtl91z93idx:2126221,HFX vs PAC (2020-08-15)
25,1,7v7c25arh4yqd7tz8demrxa6t,231573,90,27,Left Back,Brett,Levis,B. Levis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,55,24,22,0.03,0,0,0.13,0,0,2,1,3,3,0,0,7,2,0,0,84,7,1,2,2,5,100.0%,0,0,10,0,1,3,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,28,22,34,4,29.1%,83.6%,21,11,14,15,16,24,0,16.1,0,100.0%,1,0.00,24,0,0,0,2,4,81.3%,1,3,1,0.03,0.00,0.03,3,1,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15376,7v7c25arh4yqd7tz8demrxa6t:2126261,VAL vs HFX (2020-09-02)
25,1,57sscey83fcglkmcrtpp28k5,90727,90,31,Left Centre Back,Ramon,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,71,35,27,0.09,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,84,2,0,3,1,8,100.0%,4,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,39,43,1,43.7%,87.3%,35,1,26,1,30,40,0,22.7,0,33.3%,3,0.00,0,0,0,0,1,1,74.2%,7,1,0,0.00,0.09,0.09,0,0,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,57sscey83fcglkmcrtpp28k5:2126243,ATO vs EDM (2020-08-23)
25,1,4c5w90f125c6det9gu0ljmgnp,481754,90,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,65,28,22,0.00,0,0,0.04,0,0,0,1,1,2,0,0,7,2,0,0,84,5,1,0,1,11,50.0%,7,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,39,43,0,52.3%,76.9%,31,0,19,0,26,39,0,26.1,1,66.7%,6,0.00,0,0,0,0,1,1,58.8%,10,1,0,0.00,0.00,0.00,1,1,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,4c5w90f125c6det9gu0ljmgnp:2126244,CAV vs HFX (2020-08-24)
25,1,9rwo2uejpeqqkmy6lgacm0ley,481367,90,25,Right Centre Back,Lukas,MacNaughton,L. MacNaughton,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,78,51,14,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,84,3,0,1,0,4,100.0%,3,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,48,33,1,46.2%,83.3%,25,1,39,3,43,32,0,20.9,0,71.4%,7,0.00,0,0,0,0,0,0,77.8%,4,0,0,0.00,0.00,0.00,0,0,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,9rwo2uejpeqqkmy6lgacm0ley:2126221,HFX vs PAC (2020-08-15)
25,1,cfx0kdkw50a9417og40fqqled,160292,90,28,Right Centre Back,Roger,Thompson,R. Thompson,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,65,36,17,0.05,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,84,3,1,0,3,12,50.0%,8,4,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,51,30,3,52.3%,81.5%,22,0,31,1,36,28,0,24.6,1,66.7%,3,0.00,0,0,0,0,0,0,64.7%,12,0,0,0.00,0.05,0.05,0,1,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,cfx0kdkw50a9417og40fqqled:2126232,PAC vs Y9 (2020-08-19)
30,1,57sscey83fcglkmcrtpp28k5,90727,90,31,Left Centre Back,Ramon,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,72,39,16,0.00,0,0,0.05,0,0,0,1,1,1,0,0,3,0,0,0,82,5,0,0,2,4,0.0%,2,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,48,34,0,51.4%,76.4%,25,0,30,0,40,32,0,25.5,2,100.0%,2,0.00,0,0,0,0,0,0,62.2%,2,2,0,0.00,0.00,0.00,1,2,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,57sscey83fcglkmcrtpp28k5:2126249,EDM vs HFX (2020-08-27)
30,1,d3uo72swkorck8mo41kv1yp61,423548,90,23,Left Centre Back,Daniel,Krutzen,D. Krutzen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,3,70,40,19,0.06,0,0,0.00,0,0,0,0,0,0,0,0,2,0,0,0,82,2,1,0,0,4,50.0%,3,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,42,36,1,48.6%,84.3%,24,2,33,2,37,31,0,23.5,1,-,0,0.00,0,0,0,0,2,3,73.5%,4,0,0,0.00,0.06,0.06,0,0,Y9 vs FOR,2020-08-26,7tyu476shfl4lg1dm54shvt3o,15382,d3uo72swkorck8mo41kv1yp61:2126246,Y9 vs FOR (2020-08-26)
32,1,2zedqkn15thv6wx5xmgv48gd1,140123,90,30,Central Midfielder,Kyle,Bekker,K. Bekker,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,61,19,30,0.10,0,0,0.08,0,0,1,1,2,1,0,0,3,1,0,0,81,4,0,0,0,5,0.0%,5,2,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,11,31,2,31.1%,80.3%,27,18,4,25,5,31,0,19.6,3,-,0,0.00,19,0,0,0,2,7,63.2%,5,0,0,0.10,0.00,0.10,2,0,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,2zedqkn15thv6wx5xmgv48gd1:2126225,FOR vs EDM (2020-08-16)
32,1,334ys3md0ycavngg26g75yi21,244406,90,22,Central Midfielder,Matthew,Baldisimo,M. Baldisimo,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5,64,25,22,0.02,0,0,0.03,0,0,0,1,1,3,0,0,7,2,0,0,81,7,2,2,2,6,66.7%,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,7,29,45,0,28.1%,73.4%,28,6,13,6,20,38,0,21.4,2,-,0,0.00,0,0,0,0,0,0,38.9%,4,2,0,0.00,0.02,0.02,1,0,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,334ys3md0ycavngg26g75yi21:2126221,HFX vs PAC (2020-08-15)
34,1,c8gbyfp650fgai5782915ywa1,210185,90,25,Right Back,Elimane,Cissé,E. Cissé,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,47,17,23,0.00,0,0,0.85,0,1,1,2,3,4,0,0,6,1,0,0,80,7,1,3,0,9,80.0%,4,3,11,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,33,1,34.0%,85.1%,22,13,5,14,7,26,1,16.3,1,0.0%,1,0.00,0,1,0,0,3,3,75.0%,8,1,0,0.00,0.00,0.00,3,0,ATO vs FOR,2020-08-30,7ufagyfpmg0q5miihyn7181ec,16614,c8gbyfp650fgai5782915ywa1:2126257,ATO vs FOR (2020-08-30)
35,1,e6cd4pwmbb7lfatlo8gc8eaj9,87810,90,34,Defensive Midfielder,José Antonio,Galán Pedrosa,Galán,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,67,29,29,0.06,0,0,0.00,0,0,0,0,0,1,0,0,7,1,0,0,79,8,0,3,2,5,60.0%,0,0,6,1,2,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,11,55,1,23.9%,86.6%,44,7,7,10,7,50,0,20.5,2,66.7%,3,0.00,28,0,0,0,0,0,62.5%,1,3,1,0.03,0.03,0.06,0,0,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15376,e6cd4pwmbb7lfatlo8gc8eaj9:2126261,VAL vs HFX (2020-09-02)
36,1,ckozved8umsj42boq3tte1byt,39226,90,33,Left Back,Marcel,de Jong,M. de Jong,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,48,6,27,0.11,0,0,0.14,0,0,0,3,3,2,0,0,3,1,0,0,78,0,0,1,2,10,100.0%,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,22,27,29,1,72.9%,68.8%,19,8,6,9,16,23,0,24.2,0,100.0%,1,0.00,19,0,0,0,3,3,68.6%,8,2,0,0.09,0.02,0.11,3,0,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,ckozved8umsj42boq3tte1byt:2126242,FOR vs PAC (2020-08-22)
36,1,6o11en42rzgf741oqqlu9a47p,159509,90,25,Left Centre Back,Luca,Gasparotto,L. Gasparotto,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,61,47,10,0.15,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,78,3,0,0,3,12,-,9,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,52,23,2,32.8%,93.4%,21,1,35,1,38,22,0,18.9,0,80.0%,5,0.00,0,0,0,0,0,0,85.0%,12,0,0,0.00,0.15,0.15,0,1,HFX vs Y9,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15376,6o11en42rzgf741oqqlu9a47p:2126256,HFX vs Y9 (2020-08-29)
36,1,653qyopyxl1qrfmul2n3m5g16,481743,90,26,Right Back,Morey,Doner,M. Doner,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,59,30,27,0.00,0,0,0.05,0,0,0,1,1,1,0,0,0,0,0,0,78,2,0,0,0,1,-,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,18,18,42,0,18.6%,96.6%,34,11,12,11,13,35,0,16.1,0,0.0%,1,0.00,0,0,0,0,3,3,81.8%,1,0,0,0.00,0.00,0.00,1,0,HFX vs Y9,2020-08-29,7ubxnr535nkdppzi934wdbdhw,15376,653qyopyxl1qrfmul2n3m5g16:2126256,HFX vs Y9 (2020-08-29)
36,1,4tus0wc9k482jmoncnstteelm,481577,90,25,Defensive Midfielder,Raphael,Ohin,R. Ohin,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,72,28,34,0.03,0,0,0.00,0,0,0,0,0,1,0,0,3,1,0,0,78,4,0,0,1,1,0.0%,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,26,48,0,40.3%,86.1%,41,3,18,3,23,46,0,18.7,1,50.0%,2,0.00,29,0,0,0,0,0,75.9%,1,0,0,0.03,0.00,0.03,0,0,VAL vs HFX,2020-09-02,7uo653c2y32d06v6dq2as5t04,15376,4tus0wc9k482jmoncnstteelm:2126261,VAL vs HFX (2020-09-02)
36,1,3wyn5e0uz5jfilp065m3qynoq,501450,90,24,Central Midfielder,Aboubacar,Sissoko,A. Sissoko,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,62,29,26,0.00,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,78,5,0,2,0,2,100.0%,0,0,10,1,0,1,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,19,50,1,38.7%,88.7%,37,4,14,6,15,41,0,17.9,0,100.0%,1,0.00,0,0,0,0,0,0,83.3%,1,1,0,0.00,0.00,0.00,0,1,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,3wyn5e0uz5jfilp065m3qynoq:2126244,CAV vs HFX (2020-08-24)
41,1,8ad2vcq9xcul0kkfms8qo0wk5,183434,89,24,Central Midfielder,Alexander,Achinioti-Jönsson,A. Achinioti-Jönsson,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,69,37,27,0.00,0,0,0.00,0,0,0,0,0,0,0,0,7,0,0,0,77,1,2,1,1,5,100.0%,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,19,52,0,21.7%,92.8%,43,5,16,6,16,47,0,20.0,0,80.0%,5,0.00,0,0,0,0,0,0,80.0%,2,3,0,0.00,0.00,0.00,0,1,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,8ad2vcq9xcul0kkfms8qo0wk5:2126225,FOR vs EDM (2020-08-16)
41,1,ezyu9w01guirieddjudeln1lh,209503,82,27,Central Midfielder,Allan,Zebie,A. Zebie,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,62,38,17,0.03,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,77,5,0,4,4,8,57.1%,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,26,47,0,38.7%,88.7%,36,3,16,3,19,40,0,17.3,3,0.0%,1,0.00,0,0,0,0,0,0,83.3%,4,4,0,0.00,0.03,0.03,0,0,EDM vs HFX,2020-08-27,7u1iuq4d7judbzn8c1gawxp90,15376,ezyu9w01guirieddjudeln1lh:2126249,EDM vs HFX (2020-08-27)
41,1,57sscey83fcglkmcrtpp28k5,90727,90,31,Left Centre Back,Ramon,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,8,66,34,17,0.07,0,0,0.00,0,0,0,0,0,0,0,0,6,0,0,0,77,1,1,2,0,5,75.0%,2,1,7,0,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,49,27,1,54.5%,77.3%,22,0,29,0,41,25,0,23.0,1,100.0%,1,0.00,0,0,0,0,0,0,61.1%,5,0,0,0.00,0.07,0.07,0,0,VAL vs EDM,2020-08-29,7u70ahhsjfxqkqyoibw4kuql0,15378,57sscey83fcglkmcrtpp28k5:2126254,VAL vs EDM (2020-08-29)
41,1,bxbh5i1uqhe22e2cft5x6fl2i,425644,90,21,Right Back,Chrisnovic,N'Sa,C. N'Sa,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,38,11,18,0.00,0,0,0.06,0,0,0,1,1,3,0,0,7,1,0,0,77,10,1,2,0,7,75.0%,3,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,27,18,32,1,34.2%,76.3%,17,9,3,10,6,22,0,15.0,1,25.0%,4,0.00,0,0,0,0,4,4,46.2%,6,1,0,0.00,0.00,0.00,1,0,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,bxbh5i1uqhe22e2cft5x6fl2i:2126244,CAV vs HFX (2020-08-24)
45,1,b84lif9t7gwlw9ou9izawvumt,40345,90,33,Right Centre Back,David,Edgar,D. Edgar,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,68,32,22,0.00,0,0,0.11,0,0,0,1,1,1,0,0,2,1,0,0,76,0,0,0,2,5,-,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,34,0,48.5%,79.4%,28,0,26,1,34,33,0,25.9,0,100.0%,1,0.00,0,0,0,0,0,0,63.6%,5,0,0,0.00,0.00,0.00,1,0,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,b84lif9t7gwlw9ou9izawvumt:2126238,HFX vs FOR (2020-08-20)
45,1,4ux10kolns6m5lgd64wumjfth,197038,90,24,Defensive Midfielder,Louis,Béland-Goyette,L. Béland-Goyette,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,62,26,19,0.00,0,0,0.00,0,0,0,0,0,2,0,0,5,1,0,0,76,10,0,3,1,6,60.0%,2,0,8,2,0,4,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,16,54,0,33.9%,72.6%,33,2,10,3,14,45,0,20.2,2,-,0,0.00,0,0,0,0,0,1,42.9%,2,4,0,0.00,0.00,0.00,0,0,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,4ux10kolns6m5lgd64wumjfth:2126244,CAV vs HFX (2020-08-24)
