Rank,GM,optaTeamId,team,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
1,6,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),26,26,0,11,8,3,10,9,29,9,7,1,0,4,0,3,1,4,1,10,1,2,1,19,10,336,112,2521,1154,919,6.68,4,2,4.54,8,6,15,24,39,131,9,2,339,63,2,1,3656,307,30,77,55,269,68.6%,97,40,289,25,17,38,18,34,37,9,0,0,1,0,0,2,12,10,2,1,13,0,0,8,9,1,0,12,6,7,2,3,0,4,0,0,1,9,12,22,63,737,1216,1703,86,35.8%,82.2%,1112,281,680,358,834,1329,0,20.6,49,55.4%,148,7.43,17,0,8,3,70,103,66.1%,175,80,14,3.68,2.99,5.89,37,10,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6925,Canadian Premier League 2020 (Canada)
1,6,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),30,30,3,27,21,6,2,10,26,10,10,1,1,5,0,9,1,7,2,8,4,2,6,15,26,353,146,2618,1174,945,10.14,11,5,6.85,12,8,13,30,43,126,14,5,336,63,1,0,3755,321,34,65,64,274,60.4%,104,56,281,28,21,36,29,31,46,12,2,0,0,1,0,3,7,7,0,1,13,0,0,3,5,0,0,13,9,4,0,10,0,2,5,0,0,12,7,28,62,923,1296,1536,124,37.4%,80.9%,1025,378,716,489,901,1228,3,19.6,65,51.1%,135,7.14,15,3,12,6,69,102,64.4%,195,60,19,5.58,4.56,9.35,38,15,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:15377,Canadian Premier League 2020 (Canada)
1,6,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),25,25,2,24,14,10,9,9,34,14,10,2,2,8,2,6,2,2,1,9,2,1,6,21,26,308,118,2418,985,1007,6.87,8,1,3.58,6,2,14,41,55,100,8,2,279,38,1,1,3538,296,26,61,76,277,71.9%,107,57,283,34,23,37,30,22,43,8,2,1,0,0,0,0,6,5,1,2,11,0,1,3,8,1,0,10,8,3,3,4,0,2,1,0,0,12,9,20,64,903,1134,1501,109,35.9%,82.4%,1047,357,588,457,753,1208,1,20.0,34,52.5%,118,7.92,20,1,6,4,81,127,66.2%,202,58,17,3.05,3.83,5.29,54,10,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:15382,Canadian Premier League 2020 (Canada)
1,6,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),24,24,2,20,16,4,6,6,17,8,4,3,3,2,2,8,2,5,0,4,3,3,7,9,21,381,106,2046,838,721,6.54,10,4,3.82,9,6,7,32,40,98,1,0,346,63,4,2,3153,315,32,90,77,314,66.7%,103,48,294,33,18,47,17,39,44,17,1,2,1,0,3,1,7,4,3,3,17,0,3,4,7,2,0,14,11,6,1,9,3,3,1,0,1,12,7,14,65,697,1096,1360,87,41.7%,76.2%,819,253,487,352,665,1029,2,20.1,61,48.9%,131,5.96,18,2,9,5,44,77,58.9%,216,74,24,3.21,3.33,4.17,36,19,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:15376,Canadian Premier League 2020 (Canada)
1,6,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),26,26,2,27,22,5,12,8,41,12,21,0,0,2,0,8,0,6,1,12,4,2,5,21,31,396,146,2612,1149,921,9.59,8,6,7.73,11,9,16,52,68,116,10,6,317,73,2,1,3749,280,33,66,60,259,67.8%,96,46,289,27,25,48,9,32,30,12,1,3,1,0,0,3,7,7,0,0,22,0,0,15,6,1,0,21,16,6,3,4,1,7,7,0,0,13,12,30,52,903,1394,1452,125,37.0%,79.2%,936,365,769,459,990,1163,1,21.4,47,56.7%,141,9.33,17,1,11,6,79,109,62.0%,184,58,17,7.03,2.55,9.59,62,12,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:15380,Canadian Premier League 2020 (Canada)
1,6,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),30,30,2,29,20,9,7,10,27,13,7,3,1,3,0,5,1,2,1,7,2,1,4,9,38,346,121,2424,1049,908,7.21,6,3,3.24,7,3,13,34,47,94,10,3,264,44,1,1,3472,293,29,57,69,239,64.7%,71,32,296,42,24,36,18,29,38,7,2,3,1,1,1,2,7,6,1,3,17,0,0,6,9,1,1,15,12,5,3,7,0,7,1,0,1,13,7,24,58,819,1219,1434,114,37.5%,80.7%,947,345,665,448,830,1146,1,19.8,47,48.2%,110,6.15,20,1,7,1,44,77,64.9%,171,57,11,3.45,3.76,4.84,44,19,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:15378,Canadian Premier League 2020 (Canada)
1,6,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),26,26,3,25,18,7,8,7,23,7,6,4,4,2,0,8,1,4,2,6,4,4,3,13,25,414,144,2804,1420,826,9.36,9,4,5.00,14,8,15,29,44,102,5,1,319,47,3,2,3872,307,34,58,54,219,64.8%,68,22,297,40,12,44,23,34,42,6,2,1,1,0,2,1,7,6,1,4,5,0,0,1,4,0,0,5,2,3,1,3,0,1,0,0,0,8,5,32,39,819,1358,1695,120,36.6%,80.1%,1124,286,836,377,1046,1381,2,20.6,50,45.9%,185,5.09,17,2,14,7,82,122,59.6%,140,57,22,4.61,4.75,6.20,40,11,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:15381,Canadian Premier League 2020 (Canada)
1,6,16614,Atlético Ottawa,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),17,17,2,20,13,7,4,3,16,8,4,0,0,5,0,6,1,6,0,5,1,1,6,15,15,348,135,2116,831,802,4.67,7,5,3.60,6,6,6,24,30,74,2,0,257,33,3,2,3157,338,27,72,55,266,58.2%,97,48,257,29,31,46,15,27,35,8,2,1,2,0,0,1,10,9,1,0,23,0,0,11,10,3,0,20,15,8,3,9,2,5,4,2,0,15,14,6,59,744,1137,1276,69,40.1%,77.2%,804,330,499,396,726,994,2,19.7,71,41.4%,128,12.01,18,2,6,4,64,88,58.4%,201,50,15,3.13,1.54,4.67,25,20,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:16614,Canadian Premier League 2020 (Canada)
