Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
96,5,am6blpv9h0wzsn8rjv1q0zpp1,173493,258,24,Centre Forward,Alejandro,Díaz Liceága,A. Díaz,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,2,5,5,0,1,0,4,0,4,0,0,0,0,2,0,2,0,2,1,0,2,2,4,19,3,74,15,37,1.80,2,1,1.31,2,2,0,5,5,3,0,0,8,2,0,0,106,13,1,0,0,2,100.0%,1,1,4,0,0,1,0,0,0,2,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,58,2,46,14,31.1%,70.3%,25,27,0,35,1,38,0,14.4,0,41.7%,12,0.00,10,0,2,2,1,1,34.8%,1,1,0,1.80,0.00,1.80,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:am6blpv9h0wzsn8rjv1q0zpp1,Canadian Premier League 2020 (Canada)
97,5,26zoncn0ilfvg5gwn91dkqmt,481764,343,23,Centre Forward,Akeem,Garcia,A. Garcia,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,6,6,0,0,0,2,0,2,1,1,0,0,3,0,2,0,0,1,0,3,0,7,12,1,60,18,29,2.46,3,0,0.04,6,0,0,1,1,2,0,0,18,2,0,0,103,15,3,0,0,4,100.0%,1,0,5,4,0,2,2,0,10,6,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,44,2,57,15,21.7%,78.3%,30,17,0,24,0,36,0,12.3,0,16.7%,6,0.00,10,0,6,2,0,0,61.5%,2,1,1,1.60,0.86,1.67,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:26zoncn0ilfvg5gwn91dkqmt,Canadian Premier League 2020 (Canada)
98,6,1mg5xen2me6dsqu3b0lktvnbp,81402,274,31,Centre Forward,Marcus,Haber,M. Haber,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,1,4,4,0,0,0,3,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,3,20,3,65,14,28,1.83,1,0,0.20,5,0,0,3,3,1,0,0,18,0,0,0,102,31,1,0,0,2,50.0%,1,1,5,11,0,2,4,1,1,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,53,4,45,19,24.6%,64.6%,22,20,0,30,2,33,0,13.9,1,41.4%,29,0.00,9,0,5,1,6,6,37.5%,1,1,0,1.28,0.54,1.83,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1mg5xen2me6dsqu3b0lktvnbp,Canadian Premier League 2020 (Canada)
99,2,7y21qqftugy5rfncz7atrue7e,484561,122,25,Left Back,Duran,Lee,D. Lee,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,55,33,12,0.00,0,0,0.05,0,0,0,1,1,4,0,0,15,4,0,0,101,9,2,4,1,12,75.0%,5,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,17,36,48,0,29.1%,81.8%,25,5,15,6,17,32,0,16.9,2,57.1%,7,0.00,0,0,0,0,2,2,56.3%,5,7,0,0.00,0.00,0.00,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7y21qqftugy5rfncz7atrue7e,Canadian Premier League 2020 (Canada)
100,6,cfffc2qdknupbftpqye1cbf1l,224168,206,27,Centre Forward,Molham,Babouli,M. Babouli,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,4,58,10,27,0.15,0,1,0.47,0,1,0,2,2,10,1,0,12,6,0,0,98,16,0,2,1,4,66.7%,1,1,7,3,0,1,0,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,58,5,35,10,27.6%,63.8%,13,21,3,33,3,22,0,13.7,1,33.3%,6,0.00,18,0,0,0,3,4,43.8%,1,1,2,0.15,0.00,0.15,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cfffc2qdknupbftpqye1cbf1l,Canadian Premier League 2020 (Canada)
101,3,cu34wwcs8ozsglt7gew3p7sh5,421817,124,20,Left Wing Back,Terique,Mohammed,T. Mohammed,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,38,8,16,0.00,0,1,0.22,0,1,0,1,1,5,1,0,13,1,1,0,93,11,2,3,0,13,83.3%,7,3,5,2,1,1,1,4,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,22,38,33,3,47.4%,63.2%,11,7,6,10,12,16,0,19.9,1,50.0%,2,0.00,0,0,0,0,4,4,50.0%,12,1,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cu34wwcs8ozsglt7gew3p7sh5,Canadian Premier League 2020 (Canada)
101,6,c0bz7h3es1ym0n5he0l4ntzop,172568,337,23,Centre Forward,Jordan,Brown,J. Brown,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,2,4,4,0,1,3,1,0,1,1,1,0,0,3,0,2,0,0,0,2,1,2,3,9,1,50,16,24,1.63,3,0,0.31,2,0,1,1,2,2,0,0,7,0,0,0,93,24,0,1,0,1,25.0%,0,0,6,3,0,2,2,0,2,1,1,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,49,6,38,18,14.0%,80.0%,22,14,4,17,5,28,0,13.3,3,18.2%,11,0.00,16,0,2,2,4,5,42.9%,0,0,1,0.84,0.79,0.84,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c0bz7h3es1ym0n5he0l4ntzop,Canadian Premier League 2020 (Canada)
103,4,4bc5n4bry6a5wswiwzq8d9oq2,481569,177,23,Right Attacking Midfielder,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0,38,10,21,1.02,0,0,0.03,2,0,0,1,1,14,1,0,19,5,0,0,92,27,4,6,2,12,66.7%,0,0,17,3,0,3,2,0,1,3,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,41,13,38,6,21.1%,81.6%,12,13,6,17,6,15,0,13.9,5,20.0%,5,0.00,7,0,2,0,7,7,75.0%,5,5,2,0.94,0.08,1.02,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4bc5n4bry6a5wswiwzq8d9oq2,Canadian Premier League 2020 (Canada)
104,5,81ggmgps5zcnafmhlv9f0osiy,425687,171,20,Central Midfielder,Antony,Caceres,A. Caceres,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,53,17,27,0.07,0,1,1.21,0,2,0,3,3,10,1,0,14,3,0,0,91,13,0,4,0,6,66.7%,1,1,8,3,0,1,2,1,1,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,36,12,43,9,20.8%,83.0%,23,15,6,19,6,28,0,11.5,2,100.0%,3,0.00,6,0,0,0,1,1,63.6%,4,2,0,0.07,0.00,0.07,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:81ggmgps5zcnafmhlv9f0osiy,Canadian Premier League 2020 (Canada)
105,4,c11tg3waak6my0tyjpq9qeuzu,438073,205,18,Left Centre Back,Gianfranco,Facchineri,G. Facchineri,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,52,28,15,0.04,0,0,0.00,0,0,0,0,0,1,0,0,13,0,0,0,90,9,1,9,2,22,76.9%,10,7,9,0,3,1,0,2,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,9,43,38,1,53.8%,82.7%,24,3,16,3,20,29,0,19.9,3,100.0%,1,0.00,0,0,0,0,0,0,71.4%,18,4,0,0.00,0.04,0.04,0,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c11tg3waak6my0tyjpq9qeuzu,Canadian Premier League 2020 (Canada)
106,4,dryx6vgko76wuqqr4g9pjl4ru,509902,176,19,Central Midfielder,Sean,Young,S. Young,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,3,65,24,26,0.12,0,0,0.06,0,0,0,2,2,2,0,0,9,2,0,0,88,7,2,1,2,6,60.0%,1,0,13,0,0,3,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,24,21,43,3,29.2%,76.9%,27,10,13,14,16,35,0,16.2,2,66.7%,3,0.00,13,0,0,0,0,0,47.4%,2,4,0,0.08,0.05,0.12,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dryx6vgko76wuqqr4g9pjl4ru,Canadian Premier League 2020 (Canada)
107,5,882vd5rnobx3xba2sb99k49gp,421823,221,20,Central Midfielder,Alessandro,Hojabrpour,A. Hojabrpour,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,7,6,60,16,31,0.37,0,0,0.03,1,0,0,1,1,0,0,0,10,0,0,0,87,11,1,5,0,10,60.0%,3,1,11,1,0,3,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,20,19,48,2,28.3%,78.3%,28,12,7,13,11,36,0,18.9,4,60.0%,5,0.00,20,0,1,0,0,0,58.8%,6,3,1,0.37,0.00,0.37,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:882vd5rnobx3xba2sb99k49gp,Canadian Premier League 2020 (Canada)
108,5,3hebpt7rddccp0powpyfwri7d,243961,218,21,Centre Forward,Terran,Campbell,T. Campbell,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,1,1,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,2,42,10,17,0.31,0,0,0.36,0,1,1,2,3,7,1,0,10,1,0,0,86,26,1,3,0,6,80.0%,2,0,7,3,0,3,0,1,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,6,42,5,39,10,23.8%,64.3%,19,8,0,14,1,27,0,14.5,1,33.3%,12,0.00,16,0,0,0,3,3,60.0%,2,3,1,0.31,0.00,0.31,3,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3hebpt7rddccp0powpyfwri7d,Canadian Premier League 2020 (Canada)
109,3,ezibxuzirgqnb5enkgvdk5ot1,243864,192,26,Left Midfielder,Alessandro,Riggi,A. Riggi,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,53,8,30,0.06,0,1,0.69,0,1,1,2,3,1,0,0,11,1,1,1,85,15,2,6,2,10,61.5%,0,0,8,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,30,8,47,1,43.4%,71.7%,23,13,2,23,2,28,0,16.0,5,0.0%,1,0.00,15,0,0,0,2,3,60.9%,3,6,1,0.06,0.00,0.06,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ezibxuzirgqnb5enkgvdk5ot1,Canadian Premier League 2020 (Canada)
109,2,9xntliz4ut9p00wlwc0gd7e95,481759,171,27,Left Back,Alex,De Carolis,A. De Carolis,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,40,12,15,0.04,0,0,0.10,0,1,2,0,3,4,0,0,13,4,0,0,85,4,1,5,1,9,85.7%,1,0,7,1,0,1,0,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,30,31,3,55.0%,67.5%,15,7,5,8,12,20,0,19.5,1,66.7%,3,0.00,20,0,0,0,3,8,50.0%,6,2,1,0.04,0.00,0.04,3,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:9xntliz4ut9p00wlwc0gd7e95,Canadian Premier League 2020 (Canada)
111,5,614w28s7cigyjam7f10hz9gwl,45750,248,32,Centre Forward,Tomi,Ameobi,T. Ameobi,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,11,3,54,16,24,1.50,0,0,0.14,3,0,1,1,2,1,0,0,17,0,0,0,84,19,1,0,0,2,20.0%,1,1,7,4,0,2,1,1,3,1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,29,8,47,6,20.4%,74.1%,23,15,2,19,4,31,0,13.9,4,61.1%,18,0.00,11,0,3,0,0,0,36.4%,1,1,0,0.35,1.14,0.71,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:614w28s7cigyjam7f10hz9gwl,Canadian Premier League 2020 (Canada)
112,5,6pi1u2mdt56ns3pqkdjp772s5,245004,224,25,Left Winger,Christopher,Nanco,C. Nanco,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,0,3,2,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,3,12,1,44,8,23,0.19,2,0,0.35,0,0,0,1,1,12,2,1,9,4,0,0,83,26,1,2,0,4,33.3%,1,0,7,3,0,3,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,53,9,21,11,20.5%,70.5%,11,16,4,26,4,14,0,14.2,6,0.0%,4,0.00,20,0,0,0,5,5,44.4%,3,0,1,0.16,0.02,0.19,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6pi1u2mdt56ns3pqkdjp772s5,Canadian Premier League 2020 (Canada)
113,2,83d29e64znddf9kkyo62u4g6h,424288,128,21,Central Midfielder,Noah,Verhoeven,N. Verhoeven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,65,18,32,0.00,0,0,0.07,0,0,1,1,2,5,0,0,7,5,0,0,80,5,0,2,0,2,66.7%,0,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,26,8,46,1,33.8%,76.9%,29,17,4,19,6,40,0,14.5,1,-,0,0.00,0,0,0,0,2,2,59.1%,1,0,1,0.00,0.00,0.00,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:83d29e64znddf9kkyo62u4g6h,Canadian Premier League 2020 (Canada)
114,4,b6aw65sbptx2dlqsfx64x59m1,423281,254,24,Centre Forward,Austin,Ricci,A. Ricci,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,35,3,17,0.62,0,0,0.03,1,0,0,1,1,10,5,3,12,5,0,0,79,20,1,2,0,4,75.0%,0,0,4,5,0,4,3,0,1,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,51,5,23,20,31.4%,57.1%,10,10,0,21,1,13,0,16.2,1,0.0%,1,0.00,13,0,1,0,2,2,45.5%,2,0,2,0.62,0.00,0.62,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:b6aw65sbptx2dlqsfx64x59m1,Canadian Premier League 2020 (Canada)
115,5,6v3jzhrpgs47rzoyw6b8lz6ui,507378,146,20,Right Attacking Midfielder,Max,Ferrari,M. Ferrari,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,5,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,44,9,28,0.26,0,0,0.00,0,0,0,0,0,5,0,0,8,3,0,0,78,21,1,2,1,5,50.0%,1,0,6,7,1,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,44,9,25,8,27.3%,84.1%,17,19,1,25,2,17,0,13.8,3,20.0%,5,0.00,16,0,0,0,6,6,66.7%,3,1,1,0.26,0.00,0.26,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6v3jzhrpgs47rzoyw6b8lz6ui,Canadian Premier League 2020 (Canada)
116,3,76lz7mhivihluvwrvf2rmdlnt,421816,102,20,Right Back,Jake,Ruby,J. Ruby,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,37,14,13,0.13,0,0,0.00,0,0,0,0,0,1,0,0,5,0,0,0,76,10,0,3,1,8,33.3%,4,3,9,0,1,1,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,31,23,5,43.2%,73.0%,11,6,10,10,13,14,0,15.4,6,66.7%,3,0.00,16,0,0,0,2,2,56.3%,6,2,0,0.13,0.00,0.13,0,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:76lz7mhivihluvwrvf2rmdlnt,Canadian Premier League 2020 (Canada)
117,2,btd38hasv7hxy5bw4g43ymhyi,447302,135,20,Left Back,Monti,Mohsen,M. Mohsen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,38,14,16,0.00,0,0,0.94,0,1,1,2,3,3,0,0,13,2,0,0,74,4,0,3,1,8,75.0%,3,0,5,0,0,0,4,2,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,30,20,24,4,39.5%,78.9%,13,10,7,13,10,15,0,16.1,1,0.0%,2,0.00,0,0,0,0,3,5,66.7%,6,2,0,0.00,0.00,0.00,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:btd38hasv7hxy5bw4g43ymhyi,Canadian Premier League 2020 (Canada)
118,2,bmibmsnkr8oa6ckm2y0g30d05,446572,106,27,Centre Forward,Jordan,Dunstan,J. Dunstan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,42,15,14,0.00,0,0,0.03,0,0,1,0,1,2,0,0,6,1,0,0,70,3,1,2,3,9,100.0%,3,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,36,1,69.0%,69.0%,19,2,8,4,13,25,0,25.2,0,66.7%,3,0.00,0,0,0,0,2,2,58.6%,4,5,0,0.00,0.00,0.00,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bmibmsnkr8oa6ckm2y0g30d05,Canadian Premier League 2020 (Canada)
119,2,7z8zzlbmnxxfixcaod718ww0k,511208,82,23,Defensive Midfielder,Samuel,Gardner,S. Gardner,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,49,23,16,0.06,0,0,0.00,0,0,0,0,0,0,0,0,7,0,0,0,69,6,1,3,3,9,100.0%,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,21,35,1,36.7%,79.6%,21,7,11,8,15,26,0,21.8,0,50.0%,6,0.00,0,0,0,0,2,2,66.7%,3,5,1,0.00,0.06,0.06,0,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7z8zzlbmnxxfixcaod718ww0k,Canadian Premier League 2020 (Canada)
120,5,cqzj50mwiry6o6vz6drrh1cyd,225912,264,23,Centre Forward,Álvaro,Rivero Sánchez,Álvaro Rivero,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,0,2,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,1,2,34,10,21,0.16,1,0,0.03,0,0,0,1,1,1,0,0,9,1,0,0,67,11,1,0,0,2,100.0%,1,0,2,1,2,0,0,1,6,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,24,4,39,5,8.8%,91.2%,19,11,1,11,1,22,0,14.2,0,0.0%,3,0.00,23,0,0,0,0,0,100.0%,1,0,1,0.12,0.04,0.16,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cqzj50mwiry6o6vz6drrh1cyd,Canadian Premier League 2020 (Canada)
