game,team,p1,p2,p3,p4,p5,p6,p7,p8,p9,p9,p10,p11,p12,p13,r,s
XIX223,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,2
XIX224,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,1
XIX224,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,3,2
XIX225,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,3,1
XIX225,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,1,0
XIX226,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,6
XIX226,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,1
XIX227,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,3,1
XIX227,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,1,0
XIX228,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,2,3
XIX228,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,2,3
XIX229,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,2,2
XIX229,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,2,2
XIX230,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,1,0
XIX230,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,3,1
XIX231,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,2,2
XIX231,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,2,2
XIX232,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,1
XIX232,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,3
XIX233,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,1,1
XIX233,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,3,3
XIX234,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,3,1
XIX234,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,0
XIX235,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,0
XIX235,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,3,2
XIX236,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,1,1
XIX236,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,3,2
XIX237,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,3,1
XIX237,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,1,0
XIX238,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,0
XIX238,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,3,3
XIX239,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,3,4
XIX239,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,1,0
XIX240,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,2,2
XIX240,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,2,2
XIX241,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,3,2
XIX241,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,1,1
XIX242,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,3,2
XIX242,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,1,1
XIX243,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,3,4
XIX243,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,0
XIX244,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,3,5
XIX244,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,0
XIX245,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,2,2
XIX245,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,2,2
XIX246,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,3,3
XIX246,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,1,1
XIX247,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,1
XIX247,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,3,4
XIX248,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,2,1
XIX248,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,2,1
XIX249,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,3,3
XIX249,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,1,2
XIX250,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,3,2
XIX250,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,1
XIX251,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,1,1
XIX251,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,3,3
XIX252,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,2
XIX252,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,1,0
XIX253,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,1,0
XIX253,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,3,2
XIX254,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,1
XIX254,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,2
XIX255,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,1
XIX255,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,3,3
XIX256,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,2,1
XIX256,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,2,1
XIX257,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,3,2
XIX257,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,1,0
XIX258,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,0
XIX258,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,3,2
XIX259,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,1,0
XIX259,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,3,1
XIX260,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,1,1
XIX260,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,3,2
XIX261,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,3
XIX261,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,1,1
XIX262,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,4
XIX262,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,1,3
XIX263,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,3,4
XIX263,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,1,1
XIX264,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,1,2
XIX264,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,3,3
XIX265,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,2,0
XIX265,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,2,0
XIX266,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,2,0
XIX266,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,2,0
XIX267,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,2,0
XIX267,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,2,0
XIX268,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,0
XIX268,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,3,1
XIX269,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,3,4
XIX269,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,1,0
XIX270,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,3,2
XIX270,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,1
XIX271,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,3,3
XIX271,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,1
XIX272,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,3,4
XIX272,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,1,0
XIX273,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,3,3
XIX273,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,1,0
XIX274,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,3,2
XIX274,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,1,0
XIX275,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,1,0
XIX275,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,2
XIX276,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,3,2
XIX276,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,1,0
XIX277,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,1
XIX277,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,3,2
XIX278,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,3,6
XIX278,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,3
XIX279,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,0
XIX279,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,3,1
XIX280,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,2,1
XIX280,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,2,1
XIX281,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,3,3
XIX281,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,1,1
XIX282,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,3,1
XIX282,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,1,0
XIX283,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,1,1
XIX283,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,5
XIX284,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,1,2
XIX284,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,3,3
XIX285,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,3
XIX285,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,2
XIX286,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,2,3
XIX286,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,2,3
XIX287,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,2,1
XIX287,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,2,1
XIX288,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,2,2
XIX288,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,2,2
XIX289,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,3,5
XIX289,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,1,3
XIX290,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,1,1
XIX290,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,3,2
XIX291,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,3,2
XIX291,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,1,1
XIX292,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,3,3
XIX292,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,2
XIX293,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,3,3
XIX293,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,1
XIX294,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,3,2
XIX294,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,1,1
XIX295,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,2
XIX295,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,1
XIX296,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,3,2
XIX296,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,1,1
XIX297,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,4
XIX297,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,1,2
XIX298,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,3,1
XIX298,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,1,0
XIX299,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,3,1
XIX299,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,0
XIX300,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,3,3
XIX300,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,1,0
XIX301,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,3,2
XIX301,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,1,0
XIX302,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,3,3
XIX302,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,1,2
XIX303,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,2,1
XIX303,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,2,1
XIX304,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,1
XIX304,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,4
XIX305,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,2,2
XIX305,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,2,2
XIX306,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,2,3
XIX306,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,2,3
XIX307,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,3,2
XIX307,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,1,0
XIX308,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,2,1
XIX308,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,2,1
XIX309,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,3,2
XIX309,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,1,1
XIX310,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,2,2
XIX310,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,2,2
XIX311,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,2,2
XIX311,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,2,2
XIX312,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,3,1
XIX312,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,1,0
XIX313,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,1,0
XIX313,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,2
XIX314,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,1,0
XIX314,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,3,2
XIX315,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,1
XIX315,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,1,0
XIX316,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,1,1
XIX316,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,3,2
XIX317,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,3,4
XIX317,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,1,0
XIX318,Sporting KC,0.76,0.46,0.4,0.32,0.31,0.66,0.65,0.62,0.44,0.35,0.09,0,0,0,3,1
XIX318,Minnesota,0.81,0.71,0.67,0.64,0.46,0.83,0.7,0.51,0.42,0.24,0.15,0,0,0,1,0
XIX319,Orlando City,0.72,0.47,0.45,0.43,0.3,0.69,0.48,0.44,0.4,0.4,0.39,0,0,0,1,0
XIX319,Atlanta,0.76,0.8,0.78,0.58,0.56,0.76,0.67,0.44,0.42,0.73,0.09,0,0,0,3,1
XIX320,Portland,0.63,0.72,0.56,0.38,0.28,0.88,0.86,0.56,0.36,0.43,0.03,0,0,0,1,1
XIX320,Seattle,0.82,0.62,0.56,0.52,0.31,0.82,0.65,0.47,0.4,0.61,0.06,0,0,0,3,2
XIX321,NYCFC,0.6,0.73,0.59,0.54,0.54,0.67,0.5,0.47,0.4,0.76,0.61,0,0,0,3,2
XIX321,NY Red Bulls,0.67,0.56,0.55,0.51,0.44,0.74,0.67,0.66,0.55,0.29,0.11,0,0,0,1,1
XIX322,New England,0.53,0.6,0.58,0.49,0.4,0.92,0.59,0.45,0.42,0.34,0.18,0,0,0,3,2
XIX322,Chicago,0.5,0.56,0.46,0.27,0.21,0.71,0.66,0.66,0.59,0.45,0.37,0,0,0,1,1
XIX323,Toronto FC,0.69,0.65,0.53,0.49,0.36,0.92,0.69,0.64,0.6,0.52,0.04,0,0,0,3,2
XIX323,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,1,1
XIX324,Philadelphia,0.51,0.84,0.74,0.67,0.55,0.86,0.77,0.62,0.55,0.65,0.49,0,0,0,3,3
XIX324,D.C. United,0.94,0.7,0.64,0.59,0.36,0.67,0.59,0.56,0.55,0.76,0.06,0,0,0,1,1
XIX325,San Jose,0.72,0.72,0.51,0.48,0.34,0.79,0.73,0.64,0.62,0.44,0.38,0,0,0,3,3
XIX325,Vancouver,0.79,0.72,0.52,0.5,0.42,0.66,0.48,0.47,0.44,0.5,0.13,0,0,0,1,1
XIX326,Real Salt Lake,0.61,0.75,0.48,0.48,0.41,0.71,0.69,0.6,0.58,0.59,0.0,0,0,0,3,2
XIX326,Colorado,0.51,0.86,0.42,0.38,0.29,0.65,0.53,0.47,0.42,0.63,0.55,0,0,0,1,0
XIX327,FC Cincinnati,0.41,0.56,0.5,0.33,0.21,0.42,0.41,0.37,0.37,0.44,0.29,0,0,0,1,1
XIX327,Columbus,0.27,0.42,0.38,0.35,0.29,0.8,0.63,0.52,0.44,0.44,0.03,0,0,0,3,3
XIX328,FC Dallas,0.58,0.74,0.63,0.47,0.44,0.82,0.61,0.52,0.41,0.4,0.03,0,0,0,3,5
XIX328,Houston,0.65,0.57,0.44,0.41,0.37,0.6,0.54,0.52,0.52,0.65,0.13,0,0,0,1,1
XIX329,Los Angeles FC,0.64,0.67,0.59,0.53,0.43,0.95,0.84,0.74,0.73,0.5,0.13,0,0,0,2,3
XIX329,LA Galaxy,0.97,0.71,0.55,0.47,0.31,0.77,0.65,0.61,0.51,0.89,0.0,0,0,0,2,3
XIX330,Montreal,0.65,0.51,0.42,0.4,0.36,0.8,0.43,0.41,0.27,0.54,0.07,0,0,0,3,2
