team,name,Min,ExpG,ExpA,Goal,PsOnHfFl,SucflDuels,Touches,DuelLs,SucflTkls,Int,DefTouch,Clrnce,Recovery,TchsM3,Aerials
Forge,Bertrand Owundi,26,0.0,0.0,0,1,0,28,3,0,0,2,2,2,16,0
Forge,Bertrand Owundi,15,0.0,0.0,0,1,2,14,1,0,0,0,0,1,6,1
Forge,Bertrand Owundi,19,0.0,0.0,0,0,1,9,1,0,0,1,1,1,6,2
Forge,Bertrand Owundi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,Bertrand Owundi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,Bertrand Owundi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,Bertrand Owundi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,Bertrand Owundi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Diyaeddine Abzi,90,0.0,0.0,0,6,5,110,6,3,4,10,2,10,52,0
York9,Diyaeddine Abzi,90,0.0,0.42,0,5,7,100,5,2,1,3,0,9,62,1
York9,Diyaeddine Abzi,90,0.02,0.0,0,7,10,94,9,2,3,11,0,9,45,3
York9,Diyaeddine Abzi,90,0.0,0.06,0,3,4,93,6,0,2,7,2,6,54,1
York9,Diyaeddine Abzi,90,0.0,0.08,0,3,10,93,8,3,4,8,1,8,49,1
York9,Diyaeddine Abzi,90,0.39,0.15,0,1,11,92,6,5,3,8,0,7,52,3
York9,Diyaeddine Abzi,90,0.02,0.05,0,3,8,92,4,3,1,8,3,6,43,3
York9,Diyaeddine Abzi,90,0.08,0.0,0,1,9,90,16,3,5,8,0,9,45,4
York9,Diyaeddine Abzi,90,0.02,0.08,0,4,8,90,5,1,3,9,4,6,39,4
York9,Diyaeddine Abzi,90,0.09,0.38,0,4,6,86,4,2,1,6,1,6,39,1
York9,Diyaeddine Abzi,90,0.28,0.0,1,6,4,85,7,0,4,7,3,9,35,0
York9,Diyaeddine Abzi,90,0.09,0.04,0,4,8,80,7,1,4,6,0,12,44,4
York9,Diyaeddine Abzi,90,0.0,0.0,0,2,6,80,7,2,2,6,1,4,36,3
York9,Diyaeddine Abzi,90,0.02,0.17,0,5,6,79,8,0,0,4,2,9,29,2
York9,Diyaeddine Abzi,90,0.17,1.11,0,0,6,78,5,1,3,7,3,8,33,3
York9,Diyaeddine Abzi,90,0.0,0.04,0,0,4,76,5,1,2,7,3,8,39,0
York9,Diyaeddine Abzi,90,0.03,0.03,0,4,6,75,7,1,1,3,1,5,35,4
York9,Diyaeddine Abzi,90,0.19,0.0,0,2,4,62,3,2,3,5,0,5,30,1
York9,Diyaeddine Abzi,90,0.11,0.0,0,1,4,56,6,2,1,4,1,9,24,0
York9,Diyaeddine Abzi,45,0.0,0.0,0,4,3,37,2,1,1,6,3,2,18,1
