team,name,Min,ExpG,ExpA,Goal,PsOnHfFl,SucflDuels,Touches,DuelLs,SucflTkls,Int,DefTouch,Clrnce,Recovery,TchsM3,Aerials
York9,Diyaeddine Abzi,36,0.05,0.72,0,4,3,31,6,0,0,0,0,4,16,2
York9,Diyaeddine Abzi,3,0.0,0.0,0,1,1,13,1,0,0,1,1,2,5,0
York9,Diyaeddine Abzi,5,0.0,0.0,0,1,1,7,0,0,0,0,0,2,5,0
York9,Diyaeddine Abzi,15,0.0,0.0,0,0,0,6,0,0,0,0,0,0,1,0
Forge,Kwame Awuah,90,0.0,0.1,0,2,4,109,2,2,0,3,1,5,51,0
Forge,Kwame Awuah,90,0.0,0.07,0,1,5,108,5,3,4,7,0,6,54,1
Forge,Kwame Awuah,90,0.0,0.12,0,7,5,98,6,2,2,9,2,8,36,1
Forge,Kwame Awuah,90,0.0,0.04,0,2,9,98,10,1,1,4,0,8,60,6
Forge,Kwame Awuah,90,0.0,0.59,0,3,5,92,5,3,2,7,2,8,53,1
Forge,Kwame Awuah,90,0.03,0.03,0,3,9,81,4,4,0,6,0,6,44,2
Forge,Kwame Awuah,90,0.0,0.6,0,4,6,81,11,1,0,3,0,7,36,6
Forge,Kwame Awuah,90,0.0,0.57,0,1,5,79,6,0,0,1,0,9,34,2
Forge,Kwame Awuah,90,0.0,0.0,0,3,9,76,9,4,2,9,1,13,51,3
Forge,Kwame Awuah,90,0.0,0.67,0,3,7,72,10,2,3,11,4,13,25,1
Forge,Kwame Awuah,90,0.11,0.05,0,3,2,70,8,1,2,4,1,10,35,0
Forge,Kwame Awuah,80,0.0,0.0,0,2,3,70,5,2,2,6,0,3,33,1
Forge,Kwame Awuah,90,0.03,0.0,0,5,8,68,9,3,2,12,3,6,23,6
Forge,Kwame Awuah,90,0.0,0.03,0,2,8,66,6,5,3,9,0,10,37,2
Forge,Kwame Awuah,89,0.0,0.03,0,1,6,65,6,1,6,9,1,9,30,0
Forge,Kwame Awuah,90,0.0,0.05,0,3,2,65,2,0,1,2,1,5,35,1
Forge,Kwame Awuah,90,0.0,0.03,0,5,7,65,6,3,4,8,0,8,26,3
Forge,Kwame Awuah,90,0.04,0.0,0,2,3,63,7,1,2,4,1,6,20,0
Forge,Kwame Awuah,80,0.0,0.03,0,1,3,49,5,0,2,4,1,4,32,3
Forge,Kwame Awuah,45,0.0,0.02,0,2,1,46,1,0,0,0,0,2,28,0
Forge,Kwame Awuah,72,0.0,0.0,0,0,4,34,5,0,1,2,1,3,17,1
Forge,Kwame Awuah,45,0.0,0.22,0,1,5,33,4,2,0,3,0,5,21,2
Forge,Kwame Awuah,65,0.0,0.0,0,3,4,32,3,1,0,2,0,4,18,0
Forge,Kwame Awuah,20,0.0,0.15,0,0,4,15,3,1,0,2,0,1,5,0
Forge,Kwame Awuah,19,0.0,0.0,0,0,3,13,3,1,1,2,0,0,6,3
Forge,Kwame Awuah,13,0.0,0.03,0,0,4,13,2,0,1,2,1,2,3,1
Forge,Kwame Awuah,6,0.0,0.0,0,0,1,4,0,0,0,0,0,1,1,0
Forge,Kwame Awuah,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,Kwame Awuah,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific,Lukas MacNaughton,90,0.0,0.0,0,1,4,108,5,0,3,8,3,6,40,4
Pacific,Lukas MacNaughton,90,0.0,0.0,0,1,4,95,1,1,2,10,7,0,39,3
Pacific,Lukas MacNaughton,90,0.26,0.0,1,4,4,92,4,0,2,9,7,6,26,5
Pacific,Lukas MacNaughton,90,0.0,0.0,0,3,5,85,5,1,3,9,5,7,27,6
Pacific,Lukas MacNaughton,90,0.09,0.0,0,2,8,77,7,1,2,6,3,4,29,9
Pacific,Lukas MacNaughton,72,0.0,0.0,0,0,2,72,2,1,0,4,3,6,24,0
Pacific,Lukas MacNaughton,90,0.31,0.0,1,1,1,68,5,0,1,12,11,2,27,4
Pacific,Lukas MacNaughton,90,0.0,0.0,0,3,3,66,1,1,0,4,3,2,7,1
Pacific,Lukas MacNaughton,90,0.0,0.0,0,1,4,66,4,1,1,13,11,2,25,4
Pacific,Lukas MacNaughton,90,0.32,0.0,0,3,4,66,3,0,2,8,5,5,26,4
Pacific,Lukas MacNaughton,90,0.0,0.0,0,4,6,65,2,1,2,9,5,3,13,5
Pacific,Lukas MacNaughton,90,0.23,0.0,0,4,6,63,3,2,1,6,1,6,21,5
Pacific,Lukas MacNaughton,90,0.0,0.0,0,3,3,52,1,0,0,3,3,2,11,3
Pacific,Lukas MacNaughton,90,0.0,0.0,0,3,4,51,2,1,4,8,3,5,20,2
Pacific,Lukas MacNaughton,57,0.0,0.0,0,1,2,49,2,0,0,6,5,1,13,3
Pacific,Lukas MacNaughton,90,0.0,0.0,0,6,4,47,5,1,0,5,4,3,17,7
Pacific,Lukas MacNaughton,90,0.0,0.0,0,5,4,40,3,0,0,5,5,3,13,6
Pacific,Lukas MacNaughton,45,0.05,0.0,0,2,3,39,1,1,1,5,3,3,14,3
Pacific,Lukas MacNaughton,90,0.0,0.0,0,2,2,37,2,1,4,8,2,2,16,0
Pacific,Lukas MacNaughton,90,0.0,0.0,0,1,4,35,1,1,1,8,6,3,9,4
Pacific,Lukas MacNaughton,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,Baj Maan,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,Baj Maan,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Morey Doner,90,0.0,0.0,0,1,7,99,3,0,2,2,0,4,47,1
York9,Morey Doner,90,0.0,0.0,0,1,6,85,3,1,1,3,1,11,50,4
York9,Morey Doner,90,0.0,0.03,0,1,6,82,5,1,1,2,0,8,50,1
York9,Morey Doner,90,0.0,0.06,0,1,9,81,4,3,2,9,2,10,40,3
York9,Morey Doner,90,0.0,0.0,0,3,8,80,7,2,3,11,2,5,30,0
York9,Morey Doner,90,0.0,0.08,0,4,8,80,4,1,1,3,1,11,49,4
York9,Morey Doner,90,0.0,0.11,0,4,4,79,4,0,2,7,3,5,45,5
York9,Morey Doner,90,0.0,0.0,0,4,9,79,3,3,0,6,0,8,33,4
York9,Morey Doner,90,0.0,0.0,0,2,8,78,7,1,1,3,1,11,39,4
York9,Morey Doner,90,0.0,0.22,0,6,8,76,2,0,4,7,2,6,28,3
York9,Morey Doner,90,0.0,0.04,0,3,6,74,5,2,1,3,0,9,26,1
York9,Morey Doner,90,0.06,0.38,0,3,4,73,3,1,1,3,1,2,22,3
York9,Morey Doner,90,0.0,0.0,0,1,9,72,2,2,0,6,2,8,23,1
York9,Morey Doner,90,0.0,0.2,0,2,3,72,4,0,5,9,4,7,33,4
York9,Morey Doner,90,0.0,0.06,0,5,4,64,4,0,1,10,4,2,22,2
York9,Morey Doner,90,0.0,0.0,0,1,6,63,5,0,0,0,0,5,28,2
York9,Morey Doner,90,0.09,0.0,1,1,4,59,2,2,2,6,1,4,28,0
York9,Morey Doner,90,0.0,0.0,0,6,6,58,1,1,0,2,0,7,23,4
York9,Morey Doner,90,0.0,0.0,0,3,5,55,4,2,0,5,2,4,17,2
York9,Morey Doner,90,0.0,0.77,0,8,5,55,2,0,1,2,1,9,19,4
York9,Morey Doner,90,0.0,0.03,0,5,5,54,3,2,0,6,3,2,26,4
York9,Morey Doner,90,0.0,0.0,0,0,3,53,1,1,2,7,2,5,24,0
York9,Morey Doner,90,0.0,0.0,0,3,5,51,2,1,2,5,2,7,18,2
York9,Morey Doner,90,0.0,0.0,0,4,4,49,4,1,0,1,0,2,30,3
York9,Morey Doner,90,0.0,0.39,0,2,3,44,10,0,0,1,1,3,23,2
York9,Morey Doner,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Morey Doner,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Morey Doner,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Roger Thompson,90,0.0,0.0,0,5,2,99,5,0,1,4,2,5,17,3
York9,Roger Thompson,90,0.0,0.0,0,6,6,95,3,1,1,10,6,4,28,5
York9,Roger Thompson,90,0.0,0.04,0,1,3,73,5,1,2,8,5,3,22,4
York9,Roger Thompson,90,0.33,0.0,0,4,5,67,4,0,2,6,4,4,30,7
York9,Roger Thompson,90,0.06,0.51,0,0,0,63,2,0,0,6,6,7,33,1
York9,Roger Thompson,90,0.0,0.1,0,4,12,60,1,2,3,9,3,3,22,10
York9,Roger Thompson,90,0.0,0.0,0,2,1,57,2,0,3,7,2,6,25,0
York9,Roger Thompson,90,0.07,0.04,0,5,4,47,2,0,2,10,8,4,12,5
York9,Roger Thompson,45,0.0,0.0,0,4,2,41,1,0,1,5,3,3,10,2
York9,Roger Thompson,37,0.0,0.0,0,1,1,26,6,0,0,1,1,1,17,3
York9,Roger Thompson,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Roger Thompson,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Roger Thompson,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Roger Thompson,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific,Hendrik Starostzik,90,0.47,0.05,1,2,3,97,2,2,3,15,9,6,20,1
Pacific,Hendrik Starostzik,67,0.0,0.04,0,1,5,83,4,2,0,7,5,2,15,5
Pacific,Hendrik Starostzik,90,0.0,0.0,0,6,3,82,3,0,1,8,7,5,9,5
Pacific,Hendrik Starostzik,90,0.0,0.0,0,4,1,72,2,1,5,9,3,6,19,1
Pacific,Hendrik Starostzik,90,0.07,0.0,0,4,7,67,4,2,2,11,7,4,11,6
Pacific,Hendrik Starostzik,90,0.0,0.0,0,1,3,65,2,1,2,8,5,3,32,2
Pacific,Hendrik Starostzik,90,0.0,0.0,0,1,4,64,0,1,0,7,6,3,17,2
Pacific,Hendrik Starostzik,90,0.0,0.0,0,7,7,59,2,0,3,9,5,1,15,6
Pacific,Hendrik Starostzik,90,0.0,0.0,0,1,4,54,1,0,3,8,5,10,7,4
Pacific,Hendrik Starostzik,90,0.12,0.0,0,2,3,54,3,0,1,4,2,4,15,3
Pacific,Hendrik Starostzik,90,0.0,0.04,0,4,3,46,2,1,3,10,6,4,13,2
Pacific,Hendrik Starostzik,45,0.0,0.0,0,1,0,45,3,0,0,4,4,5,5,0
Pacific,Hendrik Starostzik,90,0.0,0.0,0,3,2,35,4,0,1,4,3,5,11,4
Pacific,Hendrik Starostzik,29,0.19,0.0,0,1,3,16,1,1,0,3,2,2,1,2
Pacific,Hendrik Starostzik,30,0.0,0.0,0,1,0,10,1,0,1,4,3,1,2,1
Pacific,Hendrik Starostzik,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific,Hendrik Starostzik,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Edmonton,Amer Didic,90,0.15,0.06,0,7,8,97,5,3,2,7,2,9,25,6
Edmonton,Amer Didic,90,0.06,0.16,0,4,9,81,4,1,2,14,10,5,15,8
Edmonton,Amer Didic,90,0.0,0.0,0,3,5,77,0,2,0,10,6,8,30,1
Edmonton,Amer Didic,90,0.06,0.14,0,3,6,76,3,0,0,4,2,8,32,7
Edmonton,Amer Didic,90,0.15,0.0,0,5,8,67,2,3,0,13,9,4,20,4
Edmonton,Amer Didic,90,0.1,0.0,0,3,3,66,1,0,3,6,3,4,29,4
Edmonton,Amer Didic,90,0.05,0.0,0,3,5,66,6,1,1,6,4,7,33,6
Edmonton,Amer Didic,90,0.4,0.0,0,2,5,65,1,2,2,15,11,2,24,2
Edmonton,Amer Didic,90,0.0,0.05,0,4,8,62,1,1,4,9,3,6,9,7
Edmonton,Amer Didic,90,0.1,0.19,0,3,3,61,3,0,1,3,2,4,30,4
Edmonton,Amer Didic,90,0.05,0.0,0,5,6,61,3,1,2,13,10,5,18,6
Edmonton,Amer Didic,90,0.04,0.18,0,2,4,61,1,1,2,5,2,0,29,3
Edmonton,Amer Didic,90,0.0,0.0,0,0,5,60,3,1,1,12,10,6,15,5
Edmonton,Amer Didic,90,0.11,0.27,0,2,5,59,3,1,2,8,5,6,12,6
Edmonton,Amer Didic,90,0.0,0.0,0,4,5,52,2,0,1,8,6,4,11,5
Edmonton,Amer Didic,90,0.44,0.16,0,4,9,50,2,0,0,11,11,5,10,9
Edmonton,Amer Didic,90,0.05,0.74,0,8,6,49,2,2,1,11,8,4,10,6
Edmonton,Amer Didic,90,0.08,0.08,0,0,4,41,3,0,1,7,5,3,15,4
Edmonton,Amer Didic,30,0.0,0.0,0,2,1,20,2,1,0,1,0,2,5,1
Cavalry,Nathan Mavila,90,0.0,0.0,0,6,10,96,8,4,3,11,1,4,41,3
Cavalry,Nathan Mavila,90,0.0,0.29,0,3,13,88,4,3,1,6,0,5,36,1
Cavalry,Nathan Mavila,90,0.0,0.0,0,5,8,86,5,3,1,11,6,10,39,2
Cavalry,Nathan Mavila,90,0.0,0.0,0,3,9,78,9,1,1,7,3,4,29,1
Cavalry,Nathan Mavila,84,0.0,0.0,0,2,8,73,5,0,0,4,3,5,32,2
Cavalry,Nathan Mavila,74,0.0,0.0,0,3,4,72,7,1,1,4,2,6,34,4
Cavalry,Nathan Mavila,90,0.0,0.53,0,4,8,71,4,1,0,3,1,6,25,3
Cavalry,Nathan Mavila,90,0.0,0.11,0,6,3,69,4,0,0,4,2,6,29,1
Cavalry,Nathan Mavila,90,0.0,0.06,0,1,6,68,3,3,2,8,2,3,39,0
Cavalry,Nathan Mavila,90,0.0,0.0,0,1,6,61,9,0,2,6,2,8,19,3
Cavalry,Nathan Mavila,90,0.0,0.0,0,3,5,60,6,0,0,6,5,7,21,3
Cavalry,Nathan Mavila,90,0.0,0.0,0,2,6,60,4,1,0,5,3,3,25,2
Cavalry,Nathan Mavila,90,0.0,0.0,0,3,8,58,7,2,0,8,3,2,24,2
Cavalry,Nathan Mavila,90,0.0,0.0,0,0,4,58,4,0,2,3,0,5,29,4
Cavalry,Nathan Mavila,90,0.0,0.0,0,7,5,56,5,2,3,8,2,2,31,1
Cavalry,Nathan Mavila,90,0.0,0.06,0,4,3,55,5,0,0,2,2,6,30,2
Cavalry,Nathan Mavila,90,0.03,0.0,0,5,5,51,1,2,0,4,1,4,15,2
Cavalry,Nathan Mavila,73,0.0,0.0,0,2,1,49,8,0,2,2,0,5,22,0
Cavalry,Nathan Mavila,73,0.0,0.0,0,7,7,48,7,2,1,5,2,5,30,6
Cavalry,Nathan Mavila,89,0.0,0.0,0,6,5,46,7,3,0,3,0,6,30,2
Cavalry,Nathan Mavila,90,0.0,0.0,0,3,3,43,6,1,0,5,1,2,21,3
Cavalry,Nathan Mavila,69,0.0,0.0,0,3,7,43,3,1,2,7,3,3,22,4
Cavalry,Nathan Mavila,70,0.0,0.05,0,1,3,35,2,1,0,2,0,5,9,3
Cavalry,Nathan Mavila,34,0.0,0.0,0,0,4,15,2,2,1,4,1,0,5,0
Cavalry,Nathan Mavila,15,0.0,0.0,0,0,0,9,1,0,0,1,0,0,4,1
Cavalry,Nathan Mavila,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cavalry,Nathan Mavila,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,David Edgar,90,0.11,0.0,0,3,4,94,1,0,0,4,4,4,48,4
Forge,David Edgar,90,0.05,0.0,0,2,4,68,3,1,1,6,1,6,28,2
Forge,David Edgar,90,0.0,0.0,0,3,5,66,1,1,1,6,2,6,37,1
Forge,David Edgar,90,0.0,0.0,0,1,0,66,3,0,2,8,6,4,31,0
Forge,David Edgar,90,0.1,0.0,0,3,1,61,0,0,1,7,6,4,21,1
Forge,David Edgar,90,0.72,0.0,1,2,2,60,3,0,2,6,4,3,29,3
Forge,David Edgar,90,0.0,0.0,0,3,3,60,2,0,1,2,0,4,24,2
Forge,David Edgar,90,0.0,0.0,0,4,0,52,2,0,0,3,3,4,17,1
Forge,David Edgar,90,0.0,0.0,0,3,8,46,0,3,0,13,10,2,9,4
Forge,David Edgar,22,0.0,0.0,0,0,1,12,1,0,0,0,0,2,9,2
Forge,David Edgar,2,0.0,0.0,0,0,1,9,0,1,0,1,0,0,5,0
Forge,David Edgar,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Forge,David Edgar,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Luca Gasparotto,90,0.0,0.0,0,2,8,94,2,0,1,3,2,5,59,8
York9,Luca Gasparotto,90,0.08,0.0,0,0,5,87,5,1,4,7,2,11,44,7
York9,Luca Gasparotto,90,0.0,0.0,0,6,9,85,1,1,0,4,3,4,24,5
York9,Luca Gasparotto,90,0.06,0.0,0,2,3,81,2,0,4,8,3,4,32,3
York9,Luca Gasparotto,90,0.43,0.18,0,6,11,81,3,3,1,9,4,6,24,7
York9,Luca Gasparotto,90,0.0,0.0,0,6,4,74,2,1,3,13,8,4,22,3
York9,Luca Gasparotto,90,0.04,0.0,0,6,8,73,1,2,0,5,3,4,24,7
York9,Luca Gasparotto,90,0.05,0.0,0,1,3,73,4,1,2,9,6,3,18,4
York9,Luca Gasparotto,90,0.0,0.0,0,3,7,71,9,2,3,6,1,7,22,9
York9,Luca Gasparotto,90,0.03,0.35,0,8,10,69,2,1,1,7,5,4,19,11
York9,Luca Gasparotto,90,0.03,0.0,0,1,5,67,3,0,1,5,4,8,21,6
York9,Luca Gasparotto,90,0.09,0.02,0,3,9,67,6,1,1,6,4,7,21,10
York9,Luca Gasparotto,90,0.0,0.0,0,3,5,64,4,0,1,5,4,5,15,3
York9,Luca Gasparotto,90,0.09,0.78,0,6,9,62,0,1,0,5,4,4,17,6
York9,Luca Gasparotto,90,0.06,0.0,0,2,7,60,1,1,2,5,2,4,28,7
York9,Luca Gasparotto,90,0.05,0.0,0,0,7,58,3,0,0,5,5,9,26,7
York9,Luca Gasparotto,90,0.0,0.12,0,6,14,58,1,0,2,5,0,3,20,9
York9,Luca Gasparotto,90,0.0,0.0,0,5,7,58,4,0,1,7,5,7,15,10
York9,Luca Gasparotto,90,0.13,0.0,0,5,11,54,2,1,6,9,2,8,23,10
York9,Luca Gasparotto,90,0.09,0.0,0,2,4,54,0,0,3,7,4,1,11,2
York9,Luca Gasparotto,90,0.11,0.0,0,7,8,52,1,1,0,11,10,5,22,6
York9,Luca Gasparotto,90,0.05,0.06,0,3,4,49,1,0,2,10,6,3,18,3
York9,Luca Gasparotto,90,0.0,0.0,0,2,9,49,2,2,1,8,5,3,16,8
York9,Luca Gasparotto,90,0.0,0.0,0,3,1,42,2,1,1,9,7,4,13,0
York9,Luca Gasparotto,90,0.09,0.0,0,1,7,40,3,2,4,10,3,3,8,5
York9,Luca Gasparotto,90,0.0,0.0,0,3,0,40,1,0,4,5,1,3,16,0
York9,Luca Gasparotto,90,0.05,0.0,1,3,6,38,5,2,0,9,7,4,10,4
York9,Luca Gasparotto,90,0.0,0.0,0,1,1,29,2,0,1,8,7,4,5,2
Pacific,Blake Smith,90,0.0,0.04,0,3,6,94,2,2,0,7,4,5,38,1
Pacific,Blake Smith,90,0.02,0.02,0,3,8,89,0,2,3,12,5,10,34,2
Pacific,Blake Smith,90,0.02,0.41,0,3,4,89,4,3,4,9,2,10,38,2
Pacific,Blake Smith,90,0.0,0.0,0,7,4,83,2,0,1,3,1,9,47,3
Pacific,Blake Smith,90,0.0,0.03,0,4,4,80,4,1,1,4,2,4,40,2
Pacific,Blake Smith,90,0.02,0.0,0,3,6,79,6,2,4,9,1,10,44,3
Pacific,Blake Smith,90,0.0,0.34,0,4,6,79,3,2,1,8,4,12,39,3
Pacific,Blake Smith,90,0.0,0.21,0,6,1,79,3,0,1,6,5,5,33,1
Pacific,Blake Smith,90,0.04,0.0,0,5,1,77,5,0,2,2,0,4,30,3
Pacific,Blake Smith,90,0.04,0.49,0,3,3,75,1,1,2,4,1,12,38,0
Pacific,Blake Smith,90,0.0,0.04,0,3,1,74,4,0,3,7,4,2,36,1
Pacific,Blake Smith,90,0.0,0.0,0,2,6,73,5,2,3,9,4,8,27,2
Pacific,Blake Smith,90,0.0,0.0,0,2,1,72,2,1,2,7,2,5,32,0
Pacific,Blake Smith,90,0.0,0.11,0,6,5,69,2,1,2,6,2,4,25,2
Pacific,Blake Smith,90,0.0,0.0,0,0,3,67,2,0,1,4,2,4,25,2
Pacific,Blake Smith,90,0.03,0.29,0,1,5,66,4,2,3,7,2,6,26,1
Pacific,Blake Smith,90,0.03,0.0,0,0,4,66,4,0,3,8,3,13,35,3
Pacific,Blake Smith,90,0.02,0.0,0,6,4,63,1,2,2,5,1,8,20,1
Pacific,Blake Smith,90,0.0,0.0,0,0,5,60,6,0,0,4,4,4,25,6
Pacific,Blake Smith,90,0.0,0.15,0,3,3,59,1,1,0,2,0,4,30,0
Pacific,Blake Smith,90,0.0,0.0,0,1,5,53,4,3,5,11,2,2,30,0
Pacific,Blake Smith,90,0.06,0.69,0,0,2,44,3,1,0,3,2,2,21,1
Pacific,Blake Smith,17,0.0,0.0,0,0,0,9,0,0,0,0,0,1,5,0
Pacific,Blake Smith,7,0.0,0.0,0,0,0,3,0,0,0,0,0,1,3,0
Pacific,Blake Smith,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Daniel Gogarty,90,0.0,0.0,0,0,1,94,1,1,0,2,1,5,62,0
York9,Daniel Gogarty,90,0.07,0.0,0,7,0,85,3,0,1,3,2,3,24,2
York9,Daniel Gogarty,90,0.0,0.0,0,5,1,73,3,0,1,2,0,1,32,0
York9,Daniel Gogarty,90,0.0,0.0,0,9,3,71,0,1,0,6,5,5,30,1
York9,Daniel Gogarty,90,0.0,0.0,0,1,6,70,5,1,1,6,2,6,26,6
York9,Daniel Gogarty,90,0.0,0.05,0,6,4,66,2,1,0,7,5,4,16,2
York9,Daniel Gogarty,90,0.78,0.0,0,4,1,66,4,0,2,8,6,1,15,3
York9,Daniel Gogarty,76,0.0,0.05,0,4,2,66,4,2,2,5,0,6,32,1
York9,Daniel Gogarty,90,0.0,0.0,0,3,3,65,0,0,4,6,2,0,13,3
York9,Daniel Gogarty,90,0.06,0.0,0,3,0,63,4,0,1,2,1,5,26,1
York9,Daniel Gogarty,85,0.0,0.0,0,4,9,62,1,2,3,10,2,5,28,4
York9,Daniel Gogarty,90,0.0,0.02,0,2,3,57,3,2,3,6,1,4,26,2
York9,Daniel Gogarty,90,0.0,0.07,0,5,3,54,3,0,1,2,1,5,23,5
York9,Daniel Gogarty,90,0.0,0.0,0,4,7,54,5,2,2,9,4,8,27,5
York9,Daniel Gogarty,90,0.0,0.04,0,4,3,52,3,1,0,6,5,4,21,3
York9,Daniel Gogarty,53,0.05,0.0,0,1,0,40,1,0,0,0,0,2,22,1
York9,Daniel Gogarty,63,0.0,0.0,0,4,5,33,1,2,0,5,3,2,13,2
York9,Daniel Gogarty,54,0.0,0.0,0,0,8,30,1,3,0,6,0,3,8,3
York9,Daniel Gogarty,45,0.08,0.0,0,0,2,20,1,0,0,1,0,2,5,3
York9,Daniel Gogarty,5,0.0,0.0,0,0,1,6,1,1,0,1,0,2,2,0
York9,Daniel Gogarty,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Daniel Gogarty,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Daniel Gogarty,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Daniel Gogarty,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Daniel Gogarty,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Daniel Gogarty,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Daniel Gogarty,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
York9,Daniel Gogarty,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
HFX Wanderers,Ndzemdzela Langwa,90,0.0,0.03,0,4,23,94,8,5,1,10,2,6,35,1
HFX Wanderers,Ndzemdzela Langwa,90,0.07,0.07,0,8,11,87,9,3,2,8,0,8,31,0
HFX Wanderers,Ndzemdzela Langwa,90,0.0,0.0,0,1,15,83,5,7,0,12,3,4,36,0
HFX Wanderers,Ndzemdzela Langwa,90,0.0,0.0,0,4,11,78,17,4,1,7,0,9,33,1
HFX Wanderers,Ndzemdzela Langwa,90,0.0,0.06,0,8,15,74,8,5,1,12,1,10,30,0
HFX Wanderers,Ndzemdzela Langwa,90,0.0,0.0,0,2,8,71,7,1,0,6,1,6,31,0
HFX Wanderers,Ndzemdzela Langwa,90,0.16,0.0,0,5,11,71,8,4,2,8,2,7,33,1
HFX Wanderers,Ndzemdzela Langwa,90,0.05,0.02,0,2,2,69,3,0,1,4,2,8,31,1
HFX Wanderers,Ndzemdzela Langwa,90,0.04,0.0,0,4,9,65,10,4,1,7,1,6,25,0
HFX Wanderers,Ndzemdzela Langwa,90,0.0,0.0,0,5,9,65,11,5,2,11,2,6,14,3
HFX Wanderers,Ndzemdzela Langwa,90,0.0,0.03,0,4,6,59,10,2,2,5,1,4,17,1
HFX Wanderers,Ndzemdzela Langwa,90,0.0,0.0,0,2,7,59,7,4,0,9,2,5,22,0
HFX Wanderers,Ndzemdzela Langwa,81,0.0,0.05,0,4,8,39,4,1,0,2,1,4,13,1
HFX Wanderers,Ndzemdzela Langwa,65,0.0,0.0,0,1,10,37,4,1,1,3,0,3,10,2
HFX Wanderers,Ndzemdzela Langwa,20,0.0,0.16,0,0,3,15,1,0,0,0,0,2,6,0
HFX Wanderers,Ndzemdzela Langwa,10,0.0,0.0,0,1,3,14,1,0,0,2,1,3,1,0
HFX Wanderers,Ndzemdzela Langwa,15,0.0,0.0,0,1,2,9,1,1,0,1,0,1,2,1
HFX Wanderers,Ndzemdzela Langwa,6,0.0,0.07,0,0,0,7,3,0,0,0,0,1,1,0
HFX Wanderers,Ndzemdzela Langwa,4,0.0,0.0,0,0,1,4,1,0,0,1,1,0,1,0
HFX Wanderers,Ndzemdzela Langwa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
HFX Wanderers,Ndzemdzela Langwa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cavalry,Dominick Zator,90,0.05,0.3,0,6,4,92,1,0,3,8,4,2,42,3
Cavalry,Dominick Zator,90,0.0,0.0,0,3,1,92,5,0,1,4,2,2,45,1
Cavalry,Dominick Zator,90,0.05,0.0,0,6,11,87,3,1,3,6,0,7,36,9
Cavalry,Dominick Zator,90,0.19,0.11,0,7,7,87,5,0,0,5,4,0,24,9
Cavalry,Dominick Zator,90,0.05,0.0,0,2,2,84,3,0,4,5,1,4,30,4
Cavalry,Dominick Zator,90,0.47,0.0,0,7,11,83,5,2,0,4,2,1,36,12
Cavalry,Dominick Zator,90,0.45,0.07,0,3,8,83,4,2,1,4,1,2,32,5
Cavalry,Dominick Zator,90,0.14,0.44,0,5,8,80,4,2,1,4,1,8,34,5
Cavalry,Dominick Zator,90,0.0,0.0,0,6,8,78,6,2,3,10,5,3,23,7
Cavalry,Dominick Zator,90,0.03,0.0,0,5,4,78,1,2,3,15,9,4,17,2
Cavalry,Dominick Zator,90,0.0,0.0,0,7,6,76,3,0,1,3,2,10,26,7
Cavalry,Dominick Zator,90,0.22,0.0,0,3,9,75,5,2,4,11,5,6,32,7
Cavalry,Dominick Zator,90,0.42,0.0,0,3,3,75,1,0,2,4,2,6,22,2
Cavalry,Dominick Zator,90,0.05,0.0,1,4,3,73,1,0,2,3,0,2,55,3
Cavalry,Dominick Zator,90,0.08,0.32,0,5,8,72,4,1,2,6,1,2,30,5
