team,name,Min,ExpG,ExpA,Goal,PenGoal,GoalDirFK,GoalHead,Ast,PsAtt,PsOnHfScs,PsOpHfScs,Touches,DuelLs,SucflDuels,TcklMade%
Valour,José Antonio Galán Pedrosa,90,0.03,0.12,0,0,0,0,0,67,31,23,82,7,7,40.0%
Valour,José Antonio Galán Pedrosa,90,0.02,0.07,0,0,0,0,0,58,22,27,77,4,7,100.0%
Valour,José Antonio Galán Pedrosa,90,0.11,0.11,0,0,0,0,0,48,18,25,65,11,5,33.3%
Valour,José Antonio Galán Pedrosa,68,0.03,0.0,0,0,0,0,0,45,18,18,58,7,6,50.0%
Valour,José Antonio Galán Pedrosa,90,0.0,0.07,0,0,0,0,0,36,11,17,55,3,5,100.0%
Valour,José Antonio Galán Pedrosa,90,0.0,0.0,0,0,0,0,0,39,20,15,55,10,5,60.0%
Valour,José Antonio Galán Pedrosa,63,0.0,0.0,0,0,0,0,0,46,24,13,55,3,4,100.0%
Valour,José Antonio Galán Pedrosa,61,0.05,0.0,0,0,0,0,0,33,17,12,42,1,5,100.0%
Valour,José Antonio Galán Pedrosa,64,0.03,0.0,0,0,0,0,0,32,15,13,39,2,2,-
Valour,José Antonio Galán Pedrosa,57,0.0,0.0,0,0,0,0,0,29,10,9,38,13,3,0.0%
Valour,José Antonio Galán Pedrosa,64,0.03,0.04,0,0,0,0,0,23,7,10,34,4,3,100.0%
Valour,José Antonio Galán Pedrosa,45,0.0,0.04,0,0,0,0,0,23,9,9,29,3,3,66.7%
Valour,José Antonio Galán Pedrosa,29,0.0,0.0,0,0,0,0,0,15,9,4,15,3,0,-
Valour,José Antonio Galán Pedrosa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Wataru Murofushi,86,0.07,0.0,0,0,0,0,0,69,36,22,81,4,6,60.0%
York9,Wataru Murofushi,90,0.0,0.0,0,0,0,0,0,64,24,34,77,7,6,60.0%
York9,Wataru Murofushi,82,0.0,0.09,0,0,0,0,0,65,33,22,72,7,1,33.3%
York9,Wataru Murofushi,90,0.4,0.06,1,0,0,0,0,57,25,21,72,4,6,100.0%
York9,Wataru Murofushi,79,0.0,0.08,0,0,0,0,0,61,35,21,71,5,5,75.0%
York9,Wataru Murofushi,90,0.58,0.04,1,0,0,0,0,53,22,21,71,6,5,75.0%
York9,Wataru Murofushi,90,0.05,0.0,0,0,0,0,0,59,25,26,69,3,6,66.7%
York9,Wataru Murofushi,90,0.0,0.0,0,0,0,0,0,46,22,13,68,5,10,66.7%
York9,Wataru Murofushi,81,0.08,0.12,0,0,0,0,0,50,23,22,66,6,4,37.5%
York9,Wataru Murofushi,90,0.0,0.03,0,0,0,0,0,49,31,13,63,2,5,100.0%
York9,Wataru Murofushi,80,0.07,0.48,0,0,0,0,0,50,19,24,61,2,5,66.7%
York9,Wataru Murofushi,90,0.0,0.05,0,0,0,0,0,54,27,24,61,3,5,50.0%
York9,Wataru Murofushi,79,0.03,0.0,0,0,0,0,0,44,23,15,60,3,6,60.0%
York9,Wataru Murofushi,73,0.0,0.0,0,0,0,0,0,45,20,22,56,4,6,75.0%
York9,Wataru Murofushi,45,0.36,0.03,0,0,0,0,0,41,10,21,50,2,4,-
York9,Wataru Murofushi,67,0.0,0.0,0,0,0,0,0,34,11,16,48,0,2,-
York9,Wataru Murofushi,64,0.07,0.1,0,0,0,0,0,32,13,13,47,1,2,-
York9,Wataru Murofushi,76,0.0,0.1,0,0,0,0,0,38,23,11,44,4,2,50.0%
York9,Wataru Murofushi,72,0.0,0.08,0,0,0,0,0,39,19,15,43,3,3,66.7%
York9,Wataru Murofushi,45,0.0,0.13,0,0,0,0,0,33,12,13,41,2,3,66.7%
York9,Wataru Murofushi,69,0.0,0.37,0,0,0,0,0,30,12,12,37,2,5,75.0%
York9,Wataru Murofushi,45,0.0,0.05,0,0,0,0,0,29,13,12,30,3,0,0.0%
York9,Wataru Murofushi,45,0.84,0.0,1,1,0,0,0,20,8,9,30,5,4,33.3%
York9,Wataru Murofushi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Andre Rampersad,90,0.0,0.02,0,0,0,0,0,56,33,16,81,5,8,60.0%
HFX Wanderers,Andre Rampersad,90,0.07,0.15,0,0,0,0,0,56,29,23,73,3,8,100.0%
HFX Wanderers,Andre Rampersad,90,0.08,0.12,0,0,0,0,0,52,30,17,71,4,5,50.0%
HFX Wanderers,Andre Rampersad,90,0.0,0.0,0,0,0,0,0,41,18,13,69,10,16,60.0%
HFX Wanderers,Andre Rampersad,90,0.02,0.43,0,0,0,0,0,53,30,15,68,4,7,100.0%
HFX Wanderers,Andre Rampersad,90,0.0,0.0,0,0,0,0,0,54,27,16,64,2,4,75.0%
HFX Wanderers,Andre Rampersad,90,0.09,0.05,0,0,0,0,0,45,22,13,63,4,4,100.0%
HFX Wanderers,Andre Rampersad,90,0.0,0.0,0,0,0,0,0,47,26,13,59,4,4,100.0%
HFX Wanderers,Andre Rampersad,90,0.06,0.06,0,0,0,0,0,47,18,23,59,5,8,60.0%
HFX Wanderers,Andre Rampersad,90,0.07,0.05,0,0,0,0,1,46,22,17,58,3,3,0.0%
HFX Wanderers,Andre Rampersad,90,0.0,0.02,0,0,0,0,0,42,20,15,57,5,4,66.7%
HFX Wanderers,Andre Rampersad,90,0.0,0.0,0,0,0,0,0,48,28,15,56,4,6,75.0%
HFX Wanderers,Andre Rampersad,90,0.0,0.0,0,0,0,0,0,34,15,14,54,3,5,60.0%
HFX Wanderers,Andre Rampersad,90,0.0,0.15,0,0,0,0,0,42,24,14,54,3,3,100.0%
HFX Wanderers,Andre Rampersad,90,0.02,0.0,0,0,0,0,0,36,19,10,51,7,3,100.0%
HFX Wanderers,Andre Rampersad,90,0.0,0.0,0,0,0,0,0,25,12,9,50,5,7,60.0%
HFX Wanderers,Andre Rampersad,90,0.0,0.07,0,0,0,0,0,36,22,9,49,2,9,100.0%
HFX Wanderers,Andre Rampersad,90,0.1,0.0,0,0,0,0,0,33,19,11,44,2,4,100.0%
HFX Wanderers,Andre Rampersad,90,0.08,0.0,1,0,0,0,0,18,6,8,43,10,9,100.0%
HFX Wanderers,Andre Rampersad,63,0.0,0.0,0,0,0,0,0,33,18,10,39,1,4,100.0%
HFX Wanderers,Andre Rampersad,71,0.09,0.0,0,0,0,0,0,24,10,13,34,3,1,-
HFX Wanderers,Andre Rampersad,90,0.0,0.02,0,0,0,0,0,23,9,6,32,5,3,0.0%
HFX Wanderers,Andre Rampersad,21,0.0,0.03,0,0,0,0,0,14,9,4,17,0,2,100.0%
HFX Wanderers,Andre Rampersad,27,0.0,0.04,0,0,0,0,0,11,5,3,16,2,1,-
HFX Wanderers,Andre Rampersad,21,0.07,0.0,0,0,0,0,0,5,1,4,14,3,4,-
Pacific,Victor Blasco,90,0.03,0.24,0,0,0,0,0,44,12,22,80,21,9,33.3%
Pacific,Victor Blasco,90,0.1,0.03,1,0,0,0,0,39,12,15,67,4,8,100.0%
Pacific,Victor Blasco,90,0.12,0.63,0,0,0,0,1,32,11,11,65,14,13,60.0%
Pacific,Victor Blasco,90,0.03,0.06,0,0,0,0,0,43,8,26,63,9,12,83.3%
Pacific,Victor Blasco,90,0.05,0.04,0,0,0,0,0,43,15,17,59,6,8,50.0%
Pacific,Victor Blasco,60,0.04,0.12,0,0,0,0,0,34,6,21,58,7,6,50.0%
Pacific,Victor Blasco,90,0.11,0.39,0,0,0,0,0,30,8,14,53,6,9,50.0%
Pacific,Victor Blasco,90,0.28,0.0,1,0,0,0,0,26,3,13,52,11,10,100.0%
Pacific,Victor Blasco,67,0.3,0.16,0,0,0,0,0,31,11,16,51,9,9,50.0%
Pacific,Victor Blasco,85,0.12,0.69,1,0,0,0,0,21,8,6,50,4,13,75.0%
Pacific,Victor Blasco,75,0.46,0.13,1,0,0,0,0,30,10,18,46,5,6,57.1%
Pacific,Victor Blasco,45,0.05,0.57,0,0,0,0,0,23,8,11,44,6,7,66.7%
Pacific,Victor Blasco,77,0.05,0.09,0,0,0,0,1,20,3,9,42,8,8,50.0%
Pacific,Victor Blasco,55,0.13,0.0,1,0,1,0,0,20,3,13,41,8,9,80.0%
Pacific,Victor Blasco,60,0.06,0.03,0,0,0,0,0,17,3,9,38,9,7,80.0%
Pacific,Victor Blasco,72,0.43,0.42,0,0,0,0,1,25,8,9,37,8,5,0.0%
Pacific,Victor Blasco,56,0.0,0.07,0,0,0,0,0,21,5,9,34,8,5,0.0%
Pacific,Victor Blasco,36,0.07,0.1,0,0,0,0,0,13,6,3,30,8,5,50.0%
Pacific,Victor Blasco,68,0.03,0.0,0,0,0,0,0,13,3,5,30,9,6,-
Pacific,Victor Blasco,66,0.07,0.03,0,0,0,0,0,17,5,9,29,6,4,33.3%
Pacific,Victor Blasco,59,0.0,0.0,0,0,0,0,0,23,6,12,26,4,1,0.0%
Pacific,Victor Blasco,40,0.39,0.0,1,0,1,0,0,10,5,4,21,8,1,50.0%
Pacific,Victor Blasco,21,0.0,0.0,0,0,0,0,0,9,2,6,16,4,3,0.0%
Pacific,Victor Blasco,13,0.0,0.0,0,0,0,0,0,4,0,3,6,2,0,-
Pacific,Victor Blasco,1,0.0,0.0,0,0,0,0,0,1,1,0,2,1,0,-
Edmonton,Ajay Khabra,86,0.1,0.5,0,0,0,0,0,64,26,32,80,1,6,80.0%
Edmonton,Ajay Khabra,90,0.07,0.0,0,0,0,0,0,65,27,29,76,3,6,-
Edmonton,Ajay Khabra,82,0.0,0.0,0,0,0,0,0,66,40,21,74,5,2,-
Edmonton,Ajay Khabra,82,0.07,0.03,0,0,0,0,0,53,20,27,69,3,7,100.0%
Edmonton,Ajay Khabra,78,0.03,0.0,0,0,0,0,0,62,18,38,68,1,0,-
Edmonton,Ajay Khabra,90,0.08,0.0,0,0,0,0,0,54,22,24,67,3,6,66.7%
Edmonton,Ajay Khabra,77,0.12,0.0,0,0,0,0,0,53,33,15,63,5,2,100.0%
Edmonton,Ajay Khabra,84,0.0,0.0,0,0,0,0,0,41,14,22,61,6,10,75.0%
Edmonton,Ajay Khabra,90,0.16,0.07,0,0,0,0,0,43,10,30,58,8,3,50.0%
Edmonton,Ajay Khabra,89,0.0,0.0,0,0,0,0,0,47,25,18,57,3,5,75.0%
Edmonton,Ajay Khabra,89,0.0,0.05,0,0,0,0,0,40,16,17,55,6,5,100.0%
Edmonton,Ajay Khabra,90,0.03,0.0,0,0,0,0,0,39,19,13,53,3,7,100.0%
Edmonton,Ajay Khabra,68,0.12,0.0,0,0,0,0,0,38,16,19,53,7,5,100.0%
Edmonton,Ajay Khabra,89,0.06,0.0,0,0,0,0,0,42,12,24,51,2,4,100.0%
Edmonton,Ajay Khabra,76,0.0,0.46,0,0,0,0,0,40,19,15,51,3,7,100.0%
Edmonton,Ajay Khabra,90,0.0,0.0,0,0,0,0,0,39,13,17,47,9,3,20.0%
Edmonton,Ajay Khabra,59,0.0,0.0,0,0,0,0,0,33,11,19,43,1,5,80.0%
Edmonton,Ajay Khabra,68,0.0,0.0,0,0,0,0,0,25,8,10,40,6,5,50.0%
Edmonton,Ajay Khabra,55,0.04,0.0,0,0,0,0,0,24,11,10,31,4,4,66.7%
Edmonton,Ajay Khabra,31,0.0,0.06,0,0,0,0,0,24,6,16,31,1,2,100.0%
Edmonton,Ajay Khabra,57,0.0,0.12,0,0,0,0,0,24,9,7,29,3,2,100.0%
Edmonton,Ajay Khabra,71,0.0,0.0,0,0,0,0,0,22,10,11,26,2,3,60.0%
Edmonton,Ajay Khabra,33,0.06,0.0,0,0,0,0,0,14,6,7,18,1,1,0.0%
Edmonton,Ajay Khabra,3,0.09,0.0,0,0,0,0,0,2,0,1,7,4,1,-
Edmonton,Ajay Khabra,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Ajay Khabra,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Ajay Khabra,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Ajay Khabra,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Michael Petrasso,90,0.16,1.03,0,0,0,0,1,43,14,20,79,11,4,-
Valour,Michael Petrasso,90,0.1,0.0,0,0,0,0,0,26,7,16,63,8,10,100.0%
Valour,Michael Petrasso,90,1.26,0.19,1,1,0,0,0,37,2,30,60,9,1,-
Valour,Michael Petrasso,90,0.04,0.46,0,0,0,0,0,46,12,24,60,4,7,100.0%
Valour,Michael Petrasso,90,0.96,0.22,1,1,0,0,0,30,5,22,52,6,4,100.0%
Valour,Michael Petrasso,90,1.0,0.09,1,1,0,0,1,31,13,15,51,2,4,-
Valour,Michael Petrasso,90,1.06,0.07,1,0,0,0,0,28,6,18,45,5,4,-
Valour,Michael Petrasso,90,0.0,0.84,0,0,0,0,1,20,2,12,40,13,4,66.7%
Valour,Michael Petrasso,90,0.51,0.69,0,0,0,0,1,20,5,8,38,7,4,0.0%
Valour,Michael Petrasso,90,0.04,0.0,0,0,0,0,0,24,6,10,35,1,2,50.0%
Valour,Michael Petrasso,90,0.19,0.0,0,0,0,0,0,19,5,8,34,1,7,-
Valour,Michael Petrasso,90,0.26,0.03,1,0,0,0,0,12,1,5,26,6,4,50.0%
Valour,Michael Petrasso,53,0.12,0.0,0,0,0,0,0,11,1,8,21,2,1,100.0%
Valour,Michael Petrasso,43,0.0,0.0,0,0,0,0,0,9,7,2,21,4,3,-
Valour,Michael Petrasso,33,0.87,0.0,1,1,0,0,0,8,0,4,20,2,2,0.0%
Valour,Michael Petrasso,45,0.0,0.08,0,0,0,0,0,11,2,6,17,3,0,-
Valour,Michael Petrasso,32,0.0,0.07,0,0,0,0,1,6,3,3,11,1,1,0.0%
Valour,Michael Petrasso,15,0.0,0.0,0,0,0,0,0,2,0,1,3,0,0,-
Forge,Tristan Borges,90,0.52,0.12,0,0,0,0,0,43,11,21,78,9,8,25.0%
Forge,Tristan Borges,84,0.77,0.0,1,0,0,0,0,25,8,12,73,16,15,40.0%
Forge,Tristan Borges,90,0.15,0.03,1,0,0,0,0,37,3,21,69,6,12,100.0%
Forge,Tristan Borges,80,0.08,0.12,0,0,0,0,0,34,5,23,68,9,17,100.0%
Forge,Tristan Borges,80,0.47,0.25,1,0,0,0,0,40,17,18,67,1,10,100.0%
Forge,Tristan Borges,90,0.45,0.02,1,0,0,0,0,36,6,23,67,13,7,80.0%
Forge,Tristan Borges,90,0.0,0.06,0,0,0,0,0,34,5,17,66,5,11,100.0%
Forge,Tristan Borges,73,1.58,0.6,1,1,0,0,1,31,5,21,63,8,11,100.0%
Forge,Tristan Borges,90,0.34,0.36,1,0,0,0,1,28,7,14,63,11,10,66.7%
Forge,Tristan Borges,90,0.51,0.06,0,0,0,0,0,29,7,16,61,9,8,50.0%
Forge,Tristan Borges,90,0.15,0.12,0,0,0,0,1,34,5,19,60,3,7,80.0%
Forge,Tristan Borges,90,0.0,0.0,0,0,0,0,0,27,5,17,57,10,7,100.0%
Forge,Tristan Borges,90,0.12,0.58,1,0,0,0,0,35,8,21,57,6,3,100.0%
Forge,Tristan Borges,90,0.89,0.15,1,1,0,0,0,26,3,15,57,12,7,-
Forge,Tristan Borges,90,0.0,0.0,0,0,0,0,0,38,9,25,56,7,2,0.0%
Forge,Tristan Borges,90,0.66,1.24,2,0,0,0,1,25,5,15,53,13,4,66.7%
Forge,Tristan Borges,77,0.13,0.07,0,0,0,0,0,25,0,16,51,9,6,57.1%
Forge,Tristan Borges,90,0.51,0.0,1,0,0,0,0,21,6,9,46,7,4,25.0%
Forge,Tristan Borges,90,0.0,0.05,0,0,0,0,0,18,5,9,46,7,10,50.0%
Forge,Tristan Borges,69,0.89,0.03,1,0,0,0,0,19,4,10,40,6,7,-
Forge,Tristan Borges,65,0.0,0.0,0,0,0,0,0,17,2,10,30,5,3,50.0%
Forge,Tristan Borges,53,0.81,0.15,1,1,0,0,1,19,3,15,30,5,4,50.0%
Forge,Tristan Borges,31,0.05,0.05,0,0,0,0,0,15,2,9,26,5,4,66.7%
Forge,Tristan Borges,28,0.07,0.0,0,0,0,0,0,16,1,9,26,1,4,-
Forge,Tristan Borges,19,0.14,0.0,0,0,0,0,0,11,0,6,17,1,1,-
Forge,Tristan Borges,32,0.06,0.0,0,0,0,0,0,8,1,5,14,1,1,-
Forge,Tristan Borges,22,0.0,0.03,0,0,0,0,0,7,1,1,12,2,3,100.0%
Forge,Tristan Borges,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elton John,90,0.11,0.03,0,0,0,0,0,61,24,27,78,5,9,100.0%
HFX Wanderers,Elton John,90,0.03,0.0,0,0,0,0,0,49,24,19,61,4,4,50.0%
HFX Wanderers,Elton John,90,0.07,0.03,0,0,0,0,0,39,21,14,59,9,5,66.7%
HFX Wanderers,Elton John,90,0.0,0.0,0,0,0,0,0,37,18,13,58,8,8,66.7%
HFX Wanderers,Elton John,90,0.0,0.02,0,0,0,0,0,43,13,15,58,8,6,50.0%
HFX Wanderers,Elton John,90,0.06,0.03,0,0,0,0,0,37,16,13,53,10,6,37.5%
HFX Wanderers,Elton John,90,0.0,0.0,0,0,0,0,0,40,16,15,49,5,5,60.0%
HFX Wanderers,Elton John,90,0.0,0.0,0,0,0,0,0,33,12,14,48,2,7,75.0%
HFX Wanderers,Elton John,75,0.03,0.0,0,0,0,0,0,36,12,11,47,6,5,66.7%
HFX Wanderers,Elton John,90,0.0,0.06,0,0,0,0,1,29,13,11,45,3,8,80.0%
HFX Wanderers,Elton John,90,0.06,0.0,0,0,0,0,0,32,6,15,44,5,3,33.3%
HFX Wanderers,Elton John,69,0.03,0.0,0,0,0,0,0,28,11,13,43,4,4,100.0%
HFX Wanderers,Elton John,90,0.08,0.04,0,0,0,0,0,27,3,11,43,6,7,42.9%
HFX Wanderers,Elton John,90,0.0,0.12,0,0,0,0,0,30,14,9,40,3,1,-
HFX Wanderers,Elton John,90,0.06,0.0,0,0,0,0,0,25,3,11,39,3,6,85.7%
HFX Wanderers,Elton John,73,0.0,0.0,0,0,0,0,0,20,7,5,30,2,7,100.0%
HFX Wanderers,Elton John,45,0.0,0.0,0,0,0,0,0,22,10,7,29,4,2,40.0%
HFX Wanderers,Elton John,3,0.0,0.0,0,0,0,0,0,4,2,2,5,2,0,-
HFX Wanderers,Elton John,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elton John,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elton John,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elton John,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elton John,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Elton John,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Marco Bustos,90,0.37,0.0,0,0,0,0,0,53,11,38,77,8,7,-
Valour,Marco Bustos,90,0.11,0.03,0,0,0,0,0,55,22,29,75,6,8,100.0%
Valour,Marco Bustos,90,0.11,0.2,0,0,0,0,0,44,6,29,71,7,11,50.0%
Valour,Marco Bustos,90,0.14,0.07,0,0,0,0,0,41,9,26,65,6,6,-
Valour,Marco Bustos,90,0.04,0.88,0,0,0,0,1,44,15,22,64,7,7,25.0%
Valour,Marco Bustos,90,1.35,0.13,2,0,0,0,0,46,6,27,64,8,6,25.0%
Valour,Marco Bustos,90,0.23,0.17,0,0,0,0,0,36,9,23,62,6,5,0.0%
Valour,Marco Bustos,90,0.25,0.0,0,0,0,0,0,47,12,29,62,3,6,75.0%
Valour,Marco Bustos,90,0.14,0.16,0,0,0,0,0,40,16,19,62,5,4,100.0%
Valour,Marco Bustos,90,0.09,0.56,0,0,0,0,2,37,8,23,62,10,4,100.0%
Valour,Marco Bustos,90,0.0,0.13,0,0,0,0,0,35,4,21,61,9,8,66.7%
Valour,Marco Bustos,90,0.21,0.2,0,0,0,0,0,35,5,25,61,8,9,33.3%
Valour,Marco Bustos,90,0.14,0.21,0,0,0,0,0,35,13,16,60,4,5,50.0%
Valour,Marco Bustos,90,0.17,0.2,1,0,0,0,0,38,12,22,58,5,4,33.3%
Valour,Marco Bustos,90,0.04,0.0,1,0,0,0,0,36,8,21,56,12,3,-
Valour,Marco Bustos,90,0.06,0.35,0,0,0,0,0,34,8,19,53,4,8,0.0%
Valour,Marco Bustos,90,0.19,0.0,0,0,0,0,0,31,13,13,52,3,8,75.0%
Valour,Marco Bustos,90,0.81,0.03,1,1,0,0,0,39,11,22,51,8,4,50.0%
Valour,Marco Bustos,90,0.04,0.46,0,0,0,0,0,31,5,19,48,6,6,100.0%
Valour,Marco Bustos,90,0.35,0.31,0,0,0,0,0,29,7,15,45,4,2,0.0%
Valour,Marco Bustos,90,0.09,0.08,0,0,0,0,0,26,4,16,45,5,5,0.0%
Valour,Marco Bustos,90,0.15,0.0,1,0,0,0,0,28,7,17,45,4,6,0.0%
Valour,Marco Bustos,89,0.69,0.08,0,0,0,0,0,28,7,16,42,5,3,-
Valour,Marco Bustos,90,0.84,0.02,1,1,0,0,0,24,5,15,41,6,3,0.0%
Valour,Marco Bustos,90,0.09,0.0,0,0,0,0,0,20,5,11,35,6,6,100.0%
Valour,Louis Béland-Goyette,90,0.0,0.0,0,0,0,0,0,66,31,25,76,3,2,50.0%
Valour,Louis Béland-Goyette,90,0.03,0.0,0,0,0,0,0,50,14,27,69,5,8,83.3%
Valour,Louis Béland-Goyette,90,0.1,0.03,0,0,0,0,0,48,16,26,66,13,3,0.0%
Valour,Louis Béland-Goyette,90,0.0,0.69,0,0,0,0,1,54,16,31,66,7,2,33.3%
Valour,Louis Béland-Goyette,90,0.0,0.16,0,0,0,0,0,53,20,24,64,5,4,66.7%
Valour,Louis Béland-Goyette,90,0.07,0.11,0,0,0,0,0,50,23,24,63,4,9,75.0%
Valour,Louis Béland-Goyette,90,0.0,0.0,0,0,0,0,0,50,17,23,62,2,5,75.0%
Valour,Louis Béland-Goyette,90,0.06,0.07,0,0,0,0,0,45,23,17,61,6,6,60.0%
Valour,Louis Béland-Goyette,81,0.04,0.04,0,0,0,0,0,52,25,22,61,4,6,50.0%
Valour,Louis Béland-Goyette,90,0.0,0.2,0,0,0,0,0,45,18,21,58,8,9,66.7%
Valour,Louis Béland-Goyette,90,0.0,0.23,0,0,0,0,0,40,14,20,57,4,3,66.7%
Valour,Louis Béland-Goyette,90,0.06,0.09,0,0,0,0,0,42,20,14,57,5,6,83.3%
Valour,Louis Béland-Goyette,90,0.04,0.0,1,0,0,0,0,39,16,19,55,5,5,66.7%
Valour,Louis Béland-Goyette,90,0.0,0.0,0,0,0,0,0,41,13,18,54,5,2,0.0%
Valour,Louis Béland-Goyette,90,0.0,0.04,0,0,0,0,0,34,11,12,53,7,7,100.0%
Valour,Louis Béland-Goyette,90,0.0,0.07,0,0,0,0,0,40,24,13,52,6,5,66.7%
Valour,Louis Béland-Goyette,90,0.0,0.0,0,0,0,0,0,37,14,10,49,7,4,40.0%
Valour,Louis Béland-Goyette,90,0.0,0.04,0,0,0,0,1,28,16,10,43,7,7,50.0%
Valour,Louis Béland-Goyette,90,0.0,0.14,0,0,0,0,1,30,14,13,41,3,4,100.0%
Valour,Louis Béland-Goyette,45,0.0,0.04,0,0,0,0,0,28,11,13,37,5,5,66.7%
Valour,Louis Béland-Goyette,26,0.03,0.0,0,0,0,0,0,9,2,3,15,3,1,-
Edmonton,Edem Mortotsi,90,0.09,0.0,0,0,0,0,0,53,23,21,74,7,7,60.0%
Edmonton,Edem Mortotsi,90,0.05,0.17,0,0,0,0,0,53,13,27,73,2,8,100.0%
Edmonton,Edem Mortotsi,77,0.03,0.13,0,0,0,0,0,55,21,22,68,3,7,66.7%
Edmonton,Edem Mortotsi,90,0.05,0.08,0,0,0,0,1,47,17,21,68,6,5,40.0%
Edmonton,Edem Mortotsi,90,0.17,0.09,0,0,0,0,0,53,14,32,66,2,5,100.0%
Edmonton,Edem Mortotsi,90,0.06,0.11,0,0,0,0,1,46,18,15,58,3,1,0.0%
Edmonton,Edem Mortotsi,90,0.11,0.0,0,0,0,0,0,33,13,11,53,3,5,100.0%
Edmonton,Edem Mortotsi,63,0.64,0.0,0,0,0,0,0,19,5,6,39,7,5,0.0%
Edmonton,Edem Mortotsi,59,0.07,0.0,0,0,0,0,0,18,8,6,31,9,6,57.1%
Edmonton,Edem Mortotsi,31,0.0,0.09,0,0,0,0,0,20,8,8,29,0,4,-
Edmonton,Edem Mortotsi,33,0.06,0.44,0,0,0,0,0,15,3,8,25,4,4,100.0%
Edmonton,Edem Mortotsi,19,0.0,0.0,0,0,0,0,0,13,7,3,18,4,1,50.0%
Edmonton,Edem Mortotsi,25,0.0,0.0,0,0,0,0,0,11,4,4,15,1,2,100.0%
Edmonton,Edem Mortotsi,13,0.0,0.0,0,0,0,0,0,8,4,3,11,1,0,-
Edmonton,Edem Mortotsi,6,0.0,0.0,0,0,0,0,0,3,1,1,9,3,1,-
Edmonton,Edem Mortotsi,8,0.0,0.0,0,0,0,0,0,6,2,2,8,2,1,0.0%
Edmonton,Edem Mortotsi,6,0.0,0.0,0,0,0,0,0,3,2,0,5,1,1,-
Edmonton,Edem Mortotsi,1,0.0,0.0,0,0,0,0,0,3,0,3,4,0,1,100.0%
Edmonton,Edem Mortotsi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Edem Mortotsi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Edem Mortotsi,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
York9,Kyle Porter,90,0.05,0.27,0,0,0,0,1,46,12,23,72,6,4,60.0%
York9,Kyle Porter,90,0.09,0.03,0,0,0,0,0,41,14,19,66,7,6,33.3%
York9,Kyle Porter,90,0.09,0.27,0,0,0,0,1,45,12,23,66,4,5,75.0%
York9,Kyle Porter,90,0.1,0.0,0,0,0,0,0,45,17,24,60,9,9,50.0%
York9,Kyle Porter,90,0.03,0.06,0,0,0,0,0,36,23,8,58,3,7,80.0%
York9,Kyle Porter,90,0.03,0.05,0,0,0,0,0,30,8,18,55,5,1,0.0%
York9,Kyle Porter,90,0.0,0.0,0,0,0,0,0,33,11,14,54,9,6,62.5%
York9,Kyle Porter,75,0.05,0.0,0,0,0,0,0,24,9,6,51,7,5,100.0%
York9,Kyle Porter,90,0.58,0.06,0,0,0,0,1,32,8,19,51,4,7,100.0%
York9,Kyle Porter,90,0.62,0.0,0,0,0,0,0,27,5,15,50,1,6,50.0%
York9,Kyle Porter,90,0.03,0.07,0,0,0,0,0,33,12,12,49,4,5,50.0%
York9,Kyle Porter,86,0.04,0.0,0,0,0,0,0,33,8,15,46,2,2,50.0%
York9,Kyle Porter,81,0.09,0.03,0,0,0,0,0,29,7,12,45,6,5,33.3%
York9,Kyle Porter,74,0.0,0.2,0,0,0,0,0,32,16,11,45,3,6,100.0%
York9,Kyle Porter,89,0.0,0.0,0,0,0,0,0,25,8,10,40,5,5,66.7%
York9,Kyle Porter,79,0.65,0.55,0,0,0,0,0,27,9,13,39,6,5,-
York9,Kyle Porter,45,0.03,0.33,0,0,0,0,0,35,8,22,39,1,1,-
York9,Kyle Porter,64,0.0,0.06,0,0,0,0,0,24,8,12,38,4,3,50.0%
York9,Kyle Porter,67,0.0,0.11,0,0,0,0,1,24,5,13,37,5,4,100.0%
York9,Kyle Porter,78,0.79,0.0,0,0,0,0,0,26,12,12,35,1,4,100.0%
York9,Kyle Porter,45,0.3,0.2,0,0,0,0,0,13,4,6,32,6,2,100.0%
York9,Kyle Porter,78,0.32,0.17,1,0,0,0,0,16,5,9,27,0,6,100.0%
