team,name,Min,ExpG,ExpA,Goal,PenGoal,GoalDirFK,GoalHead,Ast,PsAtt,PsOnHfScs,PsOpHfScs,Touches,DuelLs,SucflDuels,TcklMade%
Pacific,Ben Fisk,79,0.0,0.07,0,0,0,0,0,24,7,13,44,7,7,71.4%
Pacific,Ben Fisk,90,0.83,0.0,1,0,0,0,0,32,9,17,44,6,2,100.0%
Pacific,Ben Fisk,77,0.57,0.03,1,0,0,0,0,29,10,15,43,2,2,50.0%
Pacific,Ben Fisk,73,0.68,0.04,0,0,0,0,0,30,5,13,43,5,2,-
Pacific,Ben Fisk,83,0.19,0.0,0,0,0,0,0,19,7,7,39,8,3,66.7%
Pacific,Ben Fisk,61,0.79,0.0,0,0,0,0,0,21,6,9,36,5,5,66.7%
Pacific,Ben Fisk,90,0.08,0.81,0,0,0,0,1,27,8,16,36,5,0,0.0%
Pacific,Ben Fisk,89,0.13,0.04,0,0,0,0,0,18,4,7,36,0,1,100.0%
Pacific,Ben Fisk,74,0.19,0.31,0,0,0,0,1,17,4,12,32,0,1,-
Pacific,Ben Fisk,45,0.0,0.03,0,0,0,0,1,19,6,9,30,3,2,100.0%
Pacific,Ben Fisk,45,0.25,0.07,0,0,0,0,0,11,5,2,26,4,4,75.0%
Pacific,Ben Fisk,78,0.14,0.09,1,0,0,0,0,19,6,8,26,1,3,50.0%
Pacific,Ben Fisk,46,0.0,0.05,0,0,0,0,0,13,3,8,19,5,1,50.0%
Pacific,Ben Fisk,72,0.06,0.0,0,0,0,0,0,11,5,5,19,2,2,100.0%
Pacific,Ben Fisk,23,0.07,0.03,0,0,0,0,1,9,4,5,13,2,1,100.0%
Pacific,Ben Fisk,35,0.02,0.0,0,0,0,0,0,4,1,1,7,0,0,-
Pacific,Ben Fisk,11,0.0,0.0,0,0,0,0,0,2,0,1,2,1,0,0.0%
Pacific,Ben Fisk,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,Ben Fisk,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,Ben Fisk,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Pacific,Ben Fisk,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Sergio Camargo,90,1.03,0.35,1,0,0,0,0,35,3,21,60,4,5,0.0%
Cavalry,Sergio Camargo,90,0.48,0.0,1,0,0,0,0,34,10,19,58,8,6,20.0%
Cavalry,Sergio Camargo,90,0.13,0.11,0,0,0,0,0,27,1,19,44,3,8,100.0%
Cavalry,Sergio Camargo,90,0.0,0.08,0,0,0,0,0,30,7,14,44,11,4,-
Cavalry,Sergio Camargo,89,0.07,0.0,0,0,0,0,0,28,3,15,41,3,5,100.0%
Cavalry,Sergio Camargo,90,1.49,0.07,2,0,0,0,0,20,2,9,40,9,3,0.0%
Cavalry,Sergio Camargo,81,1.3,0.03,2,0,0,0,0,17,6,4,38,4,3,33.3%
Cavalry,Sergio Camargo,90,0.03,0.23,0,0,0,0,0,23,7,11,35,6,4,50.0%
Cavalry,Sergio Camargo,90,0.88,0.0,0,0,0,0,0,19,8,6,33,12,4,40.0%
Cavalry,Sergio Camargo,72,0.2,0.05,0,0,0,0,0,24,8,12,33,3,1,-
Cavalry,Sergio Camargo,68,0.21,0.02,0,0,0,0,0,16,3,10,33,3,3,100.0%
Cavalry,Sergio Camargo,67,0.0,0.1,0,0,0,0,0,23,5,14,29,4,0,0.0%
Cavalry,Sergio Camargo,75,0.15,0.49,0,0,0,0,1,22,8,14,29,2,3,100.0%
Cavalry,Sergio Camargo,62,0.0,0.0,0,0,0,0,0,18,6,8,24,0,1,-
Cavalry,Sergio Camargo,23,0.0,0.25,0,0,0,0,0,14,6,7,20,4,0,-
Cavalry,Sergio Camargo,26,0.0,1.13,0,0,0,0,1,12,4,8,18,1,3,100.0%
Cavalry,Sergio Camargo,15,0.0,0.53,0,0,0,0,1,9,2,6,14,3,1,-
Cavalry,Sergio Camargo,27,0.0,0.0,0,0,0,0,0,7,0,4,12,3,1,100.0%
Cavalry,Sergio Camargo,20,0.0,0.0,0,0,0,0,0,7,1,1,12,1,2,100.0%
Cavalry,Sergio Camargo,5,0.0,0.0,0,0,0,0,0,2,1,0,4,1,0,-
Cavalry,Sergio Camargo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Cavalry,Sergio Camargo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Glenn Muenkat,90,0.28,0.0,0,0,0,0,0,30,6,14,59,8,10,66.7%
Valour,Glenn Muenkat,45,0.05,0.0,0,0,0,0,0,10,2,3,22,5,0,0.0%
Valour,Glenn Muenkat,27,0.05,0.09,0,0,0,0,0,11,3,5,20,3,3,-
Valour,Glenn Muenkat,22,0.05,0.0,0,0,0,0,0,9,3,5,17,2,1,0.0%
Valour,Glenn Muenkat,66,0.0,0.0,0,0,0,0,0,5,0,4,12,7,4,100.0%
Valour,Glenn Muenkat,23,0.0,0.04,0,0,0,0,0,4,0,3,11,3,1,-
Valour,Glenn Muenkat,16,0.04,0.0,0,0,0,0,0,5,0,1,10,3,1,100.0%
Valour,Glenn Muenkat,20,0.0,0.0,0,0,0,0,0,3,1,2,8,1,0,-
Valour,Glenn Muenkat,19,0.0,0.0,0,0,0,0,0,4,1,1,7,1,2,50.0%
Valour,Glenn Muenkat,7,0.11,0.0,0,0,0,0,0,1,0,1,6,2,1,100.0%
Valour,Glenn Muenkat,25,0.0,0.03,0,0,0,0,0,3,0,2,5,1,1,-
Valour,Glenn Muenkat,1,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,-
Valour,Glenn Muenkat,4,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,-
Valour,Glenn Muenkat,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Glenn Muenkat,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Glenn Muenkat,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Glenn Muenkat,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Glenn Muenkat,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Glenn Muenkat,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Glenn Muenkat,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Ali Musse,90,0.14,0.59,0,0,0,0,1,25,5,15,56,15,7,75.0%
Valour,Ali Musse,75,0.35,0.0,0,0,0,0,0,22,1,14,50,7,6,0.0%
Valour,Ali Musse,90,0.26,0.0,0,0,0,0,0,18,4,9,41,11,6,50.0%
Valour,Ali Musse,90,0.14,0.0,1,0,0,0,0,17,2,9,35,7,7,75.0%
Valour,Ali Musse,82,0.0,0.57,0,0,0,0,1,16,4,7,33,5,3,100.0%
Valour,Ali Musse,60,0.08,0.0,0,0,0,0,0,23,7,10,32,5,2,-
Valour,Ali Musse,90,0.06,0.12,0,0,0,0,0,18,4,8,30,5,1,-
Valour,Ali Musse,34,0.92,0.0,1,0,0,0,0,10,3,4,23,6,1,-
Valour,Ali Musse,32,0.12,0.0,0,0,0,0,0,12,1,10,22,5,1,-
Valour,Ali Musse,61,0.24,0.0,0,0,0,0,0,8,2,2,17,1,2,-
Valour,Ali Musse,8,0.0,0.0,0,0,0,0,0,3,2,0,5,1,1,-
Valour,Ali Musse,14,0.03,0.0,0,0,0,0,0,2,0,1,5,1,2,0.0%
Valour,Ali Musse,14,0.07,0.0,0,0,0,0,0,1,0,1,3,2,0,-
Valour,Ali Musse,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Ali Musse,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Valour,Ali Musse,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,87,0.04,0.0,0,0,0,0,0,39,14,18,53,4,7,66.7%
Edmonton,Philippe Lincourt-Joseph,49,0.0,0.0,0,0,0,0,0,29,9,12,38,5,3,50.0%
Edmonton,Philippe Lincourt-Joseph,66,0.0,0.0,0,0,0,0,0,20,8,5,31,3,6,66.7%
Edmonton,Philippe Lincourt-Joseph,45,0.0,0.05,0,0,0,0,0,13,4,7,25,1,4,50.0%
Edmonton,Philippe Lincourt-Joseph,22,0.11,0.3,0,0,0,0,0,7,1,4,16,3,4,50.0%
Edmonton,Philippe Lincourt-Joseph,28,0.0,0.0,0,0,0,0,0,10,4,3,15,3,1,100.0%
Edmonton,Philippe Lincourt-Joseph,10,0.03,0.0,0,0,0,0,0,7,2,2,11,0,2,-
Edmonton,Philippe Lincourt-Joseph,19,0.0,0.06,0,0,0,0,0,8,3,3,11,2,0,0.0%
Edmonton,Philippe Lincourt-Joseph,6,0.03,0.0,0,0,0,0,0,6,2,4,7,1,0,-
Edmonton,Philippe Lincourt-Joseph,8,0.0,0.0,0,0,0,0,0,2,0,2,3,1,1,100.0%
Edmonton,Philippe Lincourt-Joseph,6,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Edmonton,Philippe Lincourt-Joseph,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Akeem Garcia,90,0.03,0.48,0,0,0,0,0,26,7,12,52,4,6,100.0%
HFX Wanderers,Akeem Garcia,90,0.54,0.04,1,0,0,0,0,24,4,14,47,10,8,-
HFX Wanderers,Akeem Garcia,90,0.46,0.05,1,0,0,0,0,24,6,13,46,7,6,66.7%
HFX Wanderers,Akeem Garcia,90,0.05,0.0,0,0,0,0,0,25,10,13,44,9,10,50.0%
HFX Wanderers,Akeem Garcia,90,0.06,0.0,0,0,0,0,0,23,2,18,44,10,6,0.0%
HFX Wanderers,Akeem Garcia,90,0.06,0.09,0,0,0,0,0,17,5,9,39,5,8,75.0%
HFX Wanderers,Akeem Garcia,90,0.25,0.0,0,0,0,0,0,20,5,12,37,4,5,100.0%
HFX Wanderers,Akeem Garcia,69,0.29,0.0,1,0,0,0,0,23,11,7,35,3,4,100.0%
HFX Wanderers,Akeem Garcia,90,0.41,0.0,0,0,0,0,0,16,5,5,35,9,8,100.0%
HFX Wanderers,Akeem Garcia,90,0.99,0.15,1,0,0,0,0,15,1,12,32,7,4,100.0%
HFX Wanderers,Akeem Garcia,90,0.12,0.0,0,0,0,0,0,16,4,7,32,8,7,33.3%
HFX Wanderers,Akeem Garcia,90,0.0,0.0,0,0,0,0,0,22,6,8,31,2,1,100.0%
HFX Wanderers,Akeem Garcia,85,0.55,0.29,0,0,0,0,0,16,3,10,29,7,2,-
HFX Wanderers,Akeem Garcia,90,0.05,0.03,0,0,0,0,0,16,7,8,28,4,3,50.0%
HFX Wanderers,Akeem Garcia,90,0.54,0.0,1,0,0,0,0,11,2,8,28,11,5,100.0%
HFX Wanderers,Akeem Garcia,90,0.87,0.05,1,0,0,0,0,14,3,7,27,5,2,0.0%
HFX Wanderers,Akeem Garcia,90,0.0,0.0,0,0,0,0,0,13,5,3,25,5,4,0.0%
HFX Wanderers,Akeem Garcia,90,0.0,0.0,0,0,0,0,0,14,4,7,25,4,4,100.0%
HFX Wanderers,Akeem Garcia,75,0.14,0.0,0,0,0,0,0,14,1,11,24,3,4,100.0%
HFX Wanderers,Akeem Garcia,57,0.13,0.0,0,0,0,0,0,11,5,4,21,3,2,66.7%
HFX Wanderers,Akeem Garcia,90,0.41,0.04,0,0,0,0,0,11,3,8,21,3,5,100.0%
HFX Wanderers,Akeem Garcia,90,0.39,0.0,0,0,0,0,0,10,3,5,21,7,0,0.0%
HFX Wanderers,Akeem Garcia,90,0.15,0.0,0,0,0,0,0,10,6,4,21,12,0,0.0%
HFX Wanderers,Akeem Garcia,86,0.12,0.08,1,0,0,0,0,8,3,2,20,3,2,100.0%
HFX Wanderers,Akeem Garcia,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,90,0.06,0.0,0,0,0,0,0,38,25,9,51,3,1,100.0%
HFX Wanderers,Scott Firth,90,0.05,0.06,0,0,0,0,0,31,16,12,46,4,5,100.0%
HFX Wanderers,Scott Firth,39,0.0,0.0,0,0,0,0,0,16,5,10,24,2,3,100.0%
HFX Wanderers,Scott Firth,22,0.0,0.0,0,0,0,0,0,8,1,4,12,2,1,0.0%
HFX Wanderers,Scott Firth,17,0.05,0.0,0,0,0,0,0,6,3,2,11,2,1,0.0%
HFX Wanderers,Scott Firth,21,0.0,0.0,0,0,0,0,0,5,1,2,8,1,0,-
HFX Wanderers,Scott Firth,2,0.0,0.0,0,0,0,0,0,2,0,1,4,0,1,100.0%
HFX Wanderers,Scott Firth,6,0.03,0.0,0,0,0,0,0,2,1,1,3,1,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Scott Firth,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,62,0.0,0.0,0,0,0,0,0,33,14,13,46,4,4,100.0%
HFX Wanderers,Kouamé Ouattara,87,0.0,0.0,0,0,0,0,0,26,14,8,32,6,1,0.0%
HFX Wanderers,Kouamé Ouattara,63,0.0,0.0,0,0,0,0,0,24,14,2,28,5,1,0.0%
HFX Wanderers,Kouamé Ouattara,9,0.0,0.0,0,0,0,0,0,9,4,3,11,3,1,100.0%
HFX Wanderers,Kouamé Ouattara,8,0.04,0.0,0,0,0,0,0,5,0,5,7,0,1,100.0%
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
HFX Wanderers,Kouamé Ouattara,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Jace Kotsopoulos,71,0.7,0.0,1,0,0,0,0,14,6,6,24,3,2,0.0%
Forge,Jace Kotsopoulos,34,0.89,0.04,1,0,0,1,0,6,0,5,15,1,2,100.0%
Forge,Jace Kotsopoulos,33,0.13,0.0,0,0,0,0,0,8,0,5,13,2,1,-
Forge,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Jace Kotsopoulos,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Justin Stoddart,14,0.0,0.0,0,0,0,0,0,6,1,3,10,3,2,66.7%
Forge,Justin Stoddart,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Justin Stoddart,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Justin Stoddart,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Justin Stoddart,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Justin Stoddart,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Justin Stoddart,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
Forge,Justin Stoddart,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-
