Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,PassesIntoBox,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox,null,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
1,bh7fb8v7o5wynmapdhlth594a,244703,A. Coupland,Antoine Coupland,Central Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,486673,Antoine,Coupland,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Atlético Ottawa,1,50,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,17,4,1,3,0,5,100.00%,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,6,5,6,0,16.70%,50.00%,1,2,0,4,2,0,100.00%,1,0,0,0,4,4,1,0,0,0,0,0,0,0,0,-,0,-,-,27.80%,1,11,0,11,0,11,,,ATO vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,1hwbc5i6pxjdjgx0f88wmqqx,233991,B. John,Evan Brandon John,Right Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,244505,Evan Brandon,John,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Atlético Ottawa,1,90,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,9,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,33,3,0,1,3,9,100.00%,5,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,13,0,70.00%,70.00%,6,0,8,0,10,10,40.00%,5,0,0,0,9,9,0,0,0,0,0,0,0,0,0,-,0,-,-,27.80%,0,11,1,11,1,11,,,ATO vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,6oy4mzcnojabnil6u43mxal4a,,M. Shaw,Malcolm Isaiah Shaw,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,478934,Malcolm Isaiah,Shaw,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,1,90,25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,18,7,8,0.12,0,1,0.26,0,1,0,1,1,1,0,0,8,0,0,0,37,11,0,1,1,3,100.00%,1,0,4,2,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,4,16,3,16.70%,83.30%,9,6,0,8,10,0,54.50%,11,0,0,0,2,2,0,1,0.05,0.07,0.05,0.07,0.12,0,2,0.06,2,-,-,27.80%,2,11,1,11,1,11,,,ATO vs EDM,TRUE,FALSE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,73xrv2025rnj0t3y9ayp83bec,6925,6925,Atlético Ottawa,Edmonton,EDM,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,csicvwhik2guponydus9zt0x5,486920,E. Zetterberg,Erik Zetterberg,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,223629,Erik,Zetterberg,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,1,45,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,26,7,10,0.04,0,0,0.06,0,0,1,0,1,0,0,0,0,0,0,0,32,2,0,0,2,2,0.00%,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,25,0,53.80%,65.40%,16,1,0,1,24,1,,0,0,0,1,1,1,1,0,0,0.04,0,0.04,0.04,1,0,0.04,1,0,-,22.20%,0,14,4,12,4,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,614w28s7cigyjam7f10hz9gwl,198782,T. Ameobi,Tomi Ameobi,Left Winger,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,45750,Tomi,Ameobi,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Winger,Edmonton,1,77,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,20,9,8,0.36,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,32,1,1,0,0,2,100.00%,1,1,3,0,0,1,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,5,21,1,10.00%,85.00%,12,4,1,4,14,2,100.00%,2,0,0,0,1,1,1,0,0,0.36,0,0.36,0.36,0,0,0.36,1,-,-,22.20%,2,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,8v158n3stjodma3bjlj4yg639,156327,K. Moses,Kareem Moses,Central Defender,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,124576,Kareem,Moses,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,Edmonton,1,20,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,1,0.00%,100.00%,0,0,4,0,0,4,0.00%,1,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0,0,0.05,1,-,-,22.20%,0,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,ezyu9w01guirieddjudeln1lh,226320,A. Zebie,Allan Zebie,Central Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,209503,Allan,Zebie,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Edmonton,1,90,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,58,30,24,0.03,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,66,2,0,1,0,1,33.30%,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,16,43,1,20.70%,93.10%,35,5,14,5,39,14,100.00%,1,0,0,0,1,1,0,0,0.03,0,0.03,0,0.03,0,0,0.03,1,-,-,22.20%,2,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,6mmfo5q4m9zdbpl1cgqv5muhh,166464,K. Alemán,Keven Steven Alemán Bustos,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,164958,Keven Steven,Alemán Bustos,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,1,90,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,4,1,45,14,26,0.51,1,0,0.44,1,1,2,0,2,8,0,0,9,2,0,0,72,10,1,2,0,4,100.00%,1,0,4,0,1,1,1,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,33,5,34,1,13.30%,88.90%,24,14,2,14,28,3,0.00%,3,0,1,7,1,1,0,3,0.51,0,0.51,0,0.51,2,0,0.51,1,0.43,-,22.20%,1,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,57sscey83fcglkmcrtpp28k5,53196,Soria,Ramon Soria,Left Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,90727,Ramon,Soria,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Edmonton,1,90,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,71,35,27,0.09,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,84,2,0,3,1,8,100.00%,4,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,39,43,1,43.70%,87.30%,35,1,26,1,40,30,33.30%,3,0,0,1,7,7,1,0,0,0.09,0,0.09,0.09,0,0,0.09,1,0,0,22.20%,0,14,1,12,1,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,7w93cfaszi89ex6xdf9tgkp9l,312948,M. Temguia,Mélé Temguia,Right Centre Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,199141,Mélé,Temguia,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Edmonton,1,90,25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,80,45,28,0.14,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,98,6,2,2,2,8,80.00%,2,1,7,3,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,42,52,2,42.50%,91.30%,42,1,30,1,46,33,100.00%,3,0,0,0,6,6,2,0,0,0.14,0,0.14,0.14,0,1,0.07,2,-,-,22.20%,0,14,1,12,1,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,1yufrkhruoxnyg54sxgduilt5,322426,J. Esua,Jeannot Esua,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,423654,Jeannot,Esua,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,1,77,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,16,15,0,0,0,0,0,0,0,0,0,3,0,0,6,1,0,0,53,2,0,1,2,3,100.00%,0,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,12,25,0,6.30%,96.90%,20,6,5,6,20,6,,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,-,0,0,0,22.20%,1,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,daf9pfrmp5w42wpwejb3lzkr9,278723,Son Yong-Chan,Yong-Chan Son,Left Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,246192,Yong-Chan,Son,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Edmonton,1,62,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,5,5,0,0,0,0.05,0,0,1,0,1,1,0,0,2,1,0,0,30,2,0,0,1,4,,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,7,13,0,33.30%,83.30%,5,3,2,4,6,2,,0,0,0,3,3,3,1,0,0,0,0,0,0,1,0,-,0,0.33,0.33,22.20%,0,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,81ggmgps5zcnafmhlv9f0osiy,573745,A. Caceres,Antony Caceres,Left Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,425687,Antony,Caceres,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Edmonton,1,13,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0.07,0,1,0.97,0,1,0,1,1,1,0,0,0,0,0,0,8,2,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0.00%,100.00%,0,5,0,5,0,0,,0,0,0,0,0,0,0,0,0.07,0,0.07,0,0.07,0,0,0.07,1,-,-,22.20%,0,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,6byiub7o0uwogoc24p79vx6ju,649805,C. Carter,Chance Carter,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,425685,Chance,Carter,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,1,45,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,24,8,11,0,0,0,0.07,0,0,0,1,1,1,0,0,1,1,0,0,27,1,0,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,29.20%,79.20%,11,3,5,5,14,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-,0,-,-,22.20%,1,14,1,12,1,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,4wg2u3zl05ijnwx0wicmwpvpx,276599,C. James,Connor James,Goalkeeper,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,184584,Connor,James,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Goalkeeper,Edmonton,1,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,17,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0,,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,1,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,27,0,0,54.50%,86.40%,0,0,19,0,0,22,100.00%,2,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,-,-,22.20%,0,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,9wsm9vzab3uywb8rox5go6jxm,,E. Ongaro,Easton Ongaro,Right Winger,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,484332,Easton,Ongaro,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Winger,Edmonton,1,90,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,2,4,0.97,1,0,0.05,1,0,1,0,1,3,0,0,4,1,0,0,26,8,0,1,0,1,100.00%,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,16,3,7,3,16.70%,100.00%,3,3,0,3,3,0,50.00%,2,0,1,2,1,1,0,0,0.97,0,0.97,0,0.97,1,0,0.97,1,0,0,22.20%,1,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,759r7l0y8jofaf394tnc7ytt6,,P. Amanda,Prince Amanda,Right Wing Back,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,481629,Prince,Amanda,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Wing Back,Edmonton,1,13,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,21,3,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,11,0,20.00%,90.00%,8,0,1,0,9,1,50.00%,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,22.20%,0,14,0,12,0,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,7syvxffcyqbhwd42954p8ej85,,H. Boakai,Hanson Boakai,Left Attacking Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,159998,Hanson,Boakai,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Attacking Midfielder,Edmonton,1,28,24,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,26,4,20,0.07,0,0,0.09,0,0,1,0,1,2,0,0,2,1,0,0,40,3,0,1,0,1,100.00%,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,21,0,19,1,19.20%,92.30%,14,10,0,12,14,0,,0,0,0,2,0,0,0,1,0.07,0,0.07,0,0.07,1,0,0.07,1,0.5,0.5,22.20%,3,14,2,12,2,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
1,7z8zzlbmnxxfixcaod718ww0k,,S. Gardner,Samuel Gardner,Defensive Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,511208,Samuel,Gardner,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Edmonton,1,70,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,40,20,12,0.06,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,56,7,0,3,1,6,100.00%,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,20,25,1,35.00%,80.00%,16,6,10,7,19,14,42.90%,7,0,0,2,3,3,2,1,0,0.06,0,0.06,0.06,0,1,0.06,1,0,0,22.20%,1,14,2,12,2,12,,,ATO vs EDM,FALSE,TRUE,FALSE,TRUE,FALSE,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,dn8tjhuq0bax4dgixqvluhzze,16614,16614,Edmonton,Atlético Ottawa,ATO,2,2,Played,T 2-2,2126243,ATO vs EDM (2020-08-23)
