team,name,number,position,minutes,goals,assists,touches,passes,pass-acc,crosses,cross-acc,chances,duels,tackles,overall
PFC,Victor Blasco,23,m,603,1,2,411,233,67.9,41,33.3,14,94,15,0.84
PFC,Marco Bustos,10,m,694,3,1,454,283,87.5,30,20.0,13,96,3,0.82
CFC,Elijah Adekugbe,8,m,548,1,1,460,357,90.2,28,50.0,10,56,9,0.75
FFC,Kyle Bekker,10,m,609,3,0,416,296,80.6,37,0.0,10,59,10,0.72
ATO,Francisco Javier Acuña Víctor,8,m,532,2,2,346,234,85.0,17,0.0,10,67,11,0.72
HFX,Andre Rampersad,18,m,699,0,2,418,306,77.8,4,0.0,8,93,14,0.7
FFC,Paolo Sabak,24,m,565,2,2,369,276,84.4,8,0.0,10,68,4,0.69
Y9,Joseph Di Chiara,8,m,540,3,0,384,283,78.0,9,50.0,5,77,12,0.68
PFC,Matthew Baldisimo,8,m,710,0,1,478,391,72.9,2,0.0,5,83,19,0.67
PFC,Zachary Verhoven,16,m,227,1,1,254,129,63.6,24,100.0,12,74,11,0.67
VFC,Brett Levis,17,m,383,0,2,296,182,76.7,12,100.0,5,55,11,0.65
Y9,Ryan Telfer,18,m,620,0,0,309,154,71.4,44,37.5,11,88,9,0.65
FFC,David Choinière,7,m,415,1,1,248,142,100.0,19,100.0,5,66,6,0.64
CFC,Nikolas Ledgerwood,6,m,411,1,1,244,157,68.0,31,66.7,7,51,12,0.64
ATO,Malyk Hamilton,2,m,630,0,1,425,273,93.2,26,0.0,4,45,11,0.62
Y9,Manuel Aparicio,10,m,530,2,0,367,264,66.7,10,0.0,10,73,13,0.62
HFX,Aboubacar Sissoko,17,m,617,0,0,430,328,76.3,2,0.0,5,86,19,0.6
FCE,Keven Steven Alemán Bustos,11,m,537,1,0,341,211,69.6,22,0.0,8,82,10,0.59
FCE,Erik Zetterberg,21,m,465,0,0,322,257,84.4,10,100.0,8,38,7,0.58
FFC,Alexander Achinioti-Jönsson,13,m,594,2,0,380,296,78.9,2,0.0,2,57,12,0.57
HFX,Louis Béland-Goyette,5,m,589,0,0,370,294,83.9,6,0.0,5,72,15,0.56
HFX,Alex Marshall,7,m,472,0,2,239,142,66.7,16,0.0,7,72,7,0.56
FFC,Elimane Cissé,3,m,449,0,0,364,212,81.8,11,0.0,4,82,20,0.55
Y9,Kyle Porter,19,m,372,1,1,193,128,97.1,24,33.3,8,29,3,0.54
ATO,Ben Fisk,10,m,601,1,0,283,184,73.1,15,0.0,5,65,13,0.54
PFC,Jamar Dixon,22,m,526,1,0,258,187,75.0,0,0.0,4,66,18,0.52
HFX,Cory Bent,23,m,436,1,0,210,117,60.0,24,30.0,7,64,8,0.52
VFC,Diego Gutiérrez,8,m,489,0,0,388,306,81.3,8,0.0,3,43,8,0.49
CFC,Elliot Simmons,15,m,537,0,0,389,326,60.0,3,0.0,4,54,9,0.49
VFC,José Antonio Galán Pedrosa,21,m,310,1,1,252,203,91.3,3,0.0,2,43,10,0.49
VFC,Fraser Aird,33,m,455,1,0,253,159,68.0,25,0.0,9,32,2,0.48
ATO,Víctor Martínez Manrique,5,m,540,1,0,316,235,72.4,2,0.0,0,58,8,0.47
ATO,Ben McKendry,22,m,408,0,0,287,213,58.8,4,0.0,2,58,22,0.47
VFC,Raphael Ohin,27,m,503,0,0,345,278,84.2,0,0.0,4,45,7,0.46
VFC,Dylan Carreiro,10,m,334,1,0,186,118,81.8,21,0.0,7,32,5,0.45
VFC,Stefan Cebara,14,m,458,0,0,308,202,80.5,2,0.0,4,45,6,0.43
CFC,Bruno Zebie,16,m,417,0,0,226,147,80.0,3,0.0,2,55,12,0.42
FCE,Hanson Boakai,10,m,309,0,0,200,126,92.6,12,25.0,2,41,7,0.41
Y9,Wataru Murofushi,23,m,329,0,0,247,212,100.0,1,0.0,3,28,3,0.38
FCE,Antony Caceres,20,m,248,0,1,125,75,83.3,2,0.0,4,35,5,0.37
PFC,Alessandro Hojabrpour,21,m,354,0,0,198,149,79.2,0,0.0,1,29,10,0.36
PFC,Sean Young,20,m,363,0,0,191,142,66.7,0,0.0,4,37,7,0.36
FCE,Yong-Chan Son,7,m,303,0,0,174,114,83.3,5,0.0,4,30,4,0.35
ATO,Ajay Khabra,23,m,308,0,0,162,134,92.0,1,0.0,1,34,4,0.34
Y9,Max Ferrari,16,m,158,0,0,81,46,71.4,5,50.0,1,28,3,0.31
FCE,Chance Carter,14,m,203,0,0,113,85,100.0,0,0.0,2,21,7,0.31
VFC,Dante Campbell,48,m,227,0,0,157,95,71.4,1,0.0,1,29,6,0.3
PFC,Josh Heard,11,m,144,1,0,61,26,100.0,7,0.0,0,24,0,0.29
PFC,Noah Verhoeven,19,m,109,0,0,115,89,81.5,4,0.0,3,16,3,0.28
CFC,Sergio Camargo,10,m,130,1,0,64,39,72.7,4,0.0,1,12,3,0.27
Y9,Chris Mannella,5,m,100,0,0,72,52,92.3,0,0.0,0,20,6,0.26
ATO,Antoine Coupland,11,m,97,0,0,29,12,100.0,0,0.0,0,16,4,0.24
VFC,Solomon Kojo Antwi,25,m,78,0,0,44,21,75.0,0,0.0,0,16,5,0.22
HFX,Omar Kreim,8,m,272,1,0,156,81,0.0,6,0.0,3,43,8,0.21
HFX,Scott Firth,15,m,8,0,0,7,6,100.0,0,0.0,1,0,0,0.2
ATO,Michel Djaozandry,12,m,6,0,0,4,1,100.0,0,0.0,0,2,1,0.19
VFC,Moses Dyer,6,m,271,1,0,134,72,0.0,3,0.0,3,47,3,0.18
Y9,Michael Petrasso,21,m,130,0,0,43,20,33.3,4,0.0,0,10,0,0.17
Y9,Isaiah Johnston,44,m,18,0,0,14,10,0.0,0,0.0,0,3,2,0.01
