ExpG,ExpA,Goal,BgChnc,Chance,CleanSheet,GoalCncd,BgChncFace
0.12,0.09,0,0,3,0,2,3
2.25,1.09,4,2,13,1,0,0
0.6,0.41,0,0,6,1,0,0
1.88,0.43,0,2,10,0,2,2
1.65,0.46,2,3,3,0,1,1
0.72,0.55,0,0,11,0,2,1
1.65,1.55,2,4,11,0,2,5
