ExpG,ExpA,Goal,BgChnc,Chance,CleanSheet,GoalCncd,BgChncFace
0.89,0.67,2,1,7,0,2,3
0.31,0.26,2,0,5,1,0,1
1.59,0.31,1,2,4,0,1,0
1.13,0.94,2,1,9,0,1,1
2.91,1.58,2,4,7,0,3,2
3.89,3.66,2,6,10,1,0,0
2.24,2.09,2,5,7,0,2,4
1.38,0.34,1,2,5,0,1,0
1.33,0.54,2,1,8,1,0,1
1.38,1.25,1,3,6,1,0,1
1.5,1.28,2,1,7,1,0,1
