ExpG,ExpA,Goal,BgChnc,Chance,CleanSheet,GoalCncd,BgChncFace
1.74,0.85,2,3,10,0,2,1
1.9,0.83,2,3,6,1,0,0
2.92,1.7,2,5,11,1,0,0
0.55,0.44,2,2,5,0,1,2
1.09,0.95,0,2,8,0,2,1
1.44,0.52,1,1,5,0,2,3
1.01,0.42,1,1,8,1,0,2
3.01,1.78,3,5,8,0,1,1
1.11,0.38,1,1,8,0,2,4
1.07,1.03,0,1,10,0,1,3
