ExpG,ExpA,Goal,BgChnc,Chance,CleanSheet,GoalCncd,BgChncFace
2.22,0.61,2,3,6,0,2,2
0.35,0.3,1,0,6,0,1,2
1.37,0.55,1,2,6,0,2,2
1.17,1.17,3,3,10,0,1,1
1.16,1.11,1,2,4,0,1,0
0.73,0.34,2,1,7,1,0,0
0.91,0.63,2,2,8,1,0,1
0.54,0.31,1,0,5,0,1,2
2.62,0.91,2,4,8,0,1,1
0.85,0.71,0,1,8,0,5,5
0.66,0.14,0,1,4,0,2,1
