ExpG,ExpA,Goal,BgChnc,Chance,CleanSheet,GoalCncd,BgChncFace
1.15,1.07,2,2,11,0,2,3
1.56,1.39,1,1,9,0,1,1
1.89,1.11,1,1,18,0,2,1
1.62,0.96,2,2,10,1,0,2
2.26,2.14,2,3,8,0,1,1
1.3,1.15,0,1,16,0,1,3
1.32,0.54,2,1,7,0,1,2
0.49,0.38,1,1,2,0,3,5
0.8,0.7,0,1,7,0,2,1
1.99,1.92,5,5,9,1,0,1
