ExpG,ExpA,Goal,BgChnc,Chance,CleanSheet,GoalCncd,BgChncFace
1.25,1.09,0,1,9,0,2,0
0.26,0.11,0,0,2,0,2,5
2.38,1.74,2,3,8,0,2,1
1.25,0.29,1,1,6,0,3,3
0.89,0.8,1,1,10,0,2,3
0.36,0.21,0,0,4,0,1,1
1.25,0.56,1,2,5,0,2,1
