Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,xG,Goal,Shot,ShotExcBlk,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,season,seasonId,scatterId,scatterExtra
98,3,6pi1u2mdt56ns3pqkdjp772s5,245004,167,25,Left Winger,Christopher,Nanco,C. Nanco,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),60,32,71.9%,63.2%,0,0,0.02,0.09,1,3,2,2,66.7%,16.7%,15.4%,0.0%,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6pi1u2mdt56ns3pqkdjp772s5,Canadian Premier League 2020 (Canada)
99,2,bpxxztlpukizv1d2a5506ilbe,481568,109,22,Left Winger,Marcel,Zajac,M. Zajac,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),59,31,87.1%,93.8%,0,0,0.03,0.26,0,3,1,1,33.3%,33.3%,47.4%,33.3%,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bpxxztlpukizv1d2a5506ilbe,Canadian Premier League 2020 (Canada)
100,3,614w28s7cigyjam7f10hz9gwl,45750,169,32,Centre Forward,Tomi,Ameobi,T. Ameobi,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),58,37,75.7%,76.9%,1,0,0.07,0.36,0,1,1,0,0.0%,0.0%,50.0%,70.0%,6,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:614w28s7cigyjam7f10hz9gwl,Canadian Premier League 2020 (Canada)
100,3,4bc5n4bry6a5wswiwzq8d9oq2,481569,109,23,Right Attacking Midfielder,Kadell,Thomas,K. Thomas,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),58,24,79.2%,78.6%,1,0,0.04,0.38,0,2,2,1,50.0%,12.5%,32.3%,20.0%,9,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4bc5n4bry6a5wswiwzq8d9oq2,Canadian Premier League 2020 (Canada)
102,3,bwozu57m3yt2hypmbqe1hlbyt,210152,143,23,Central Midfielder,Moses,Dyer,M. Dyer,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),56,29,89.7%,83.3%,1,0,0.01,0.36,0,4,4,0,0.0%,100.0%,55.0%,100.0%,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bwozu57m3yt2hypmbqe1hlbyt,Canadian Premier League 2020 (Canada)
102,2,daf9pfrmp5w42wpwejb3lzkr9,246192,123,29,Left Midfielder,Yong-Chan,Son,Son Yong-Chan,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),56,24,79.2%,81.8%,3,0,0.11,0.00,0,0,0,0,-,0.0%,37.5%,-,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:daf9pfrmp5w42wpwejb3lzkr9,Canadian Premier League 2020 (Canada)
104,3,am6blpv9h0wzsn8rjv1q0zpp1,173493,130,24,Centre Forward,Alejandro,Díaz Liceága,A. Díaz,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),53,40,77.5%,89.5%,2,0,0.18,0.13,0,3,3,1,33.3%,-,27.3%,28.6%,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:am6blpv9h0wzsn8rjv1q0zpp1,Canadian Premier League 2020 (Canada)
104,1,7z8zzlbmnxxfixcaod718ww0k,511208,70,23,Defensive Midfielder,Samuel,Gardner,S. Gardner,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),53,38,84.2%,85.7%,0,0,0.05,0.06,0,1,1,0,0.0%,100.0%,50.0%,50.0%,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7z8zzlbmnxxfixcaod718ww0k,Canadian Premier League 2020 (Canada)
106,3,6v3jzhrpgs47rzoyw6b8lz6ui,507378,96,20,Left Midfielder,Max,Ferrari,M. Ferrari,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),52,28,78.6%,73.7%,0,0,0.03,0.26,0,4,3,1,25.0%,40.0%,25.0%,33.3%,6,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6v3jzhrpgs47rzoyw6b8lz6ui,Canadian Premier League 2020 (Canada)
107,3,549bk4ar8s05kzy78wi86one2,425739,91,22,Left Attacking Midfielder,Alex,Marshall,A. Marshsall,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),49,28,85.7%,81.3%,1,1,0.34,0.11,0,3,2,0,0.0%,0.0%,70.6%,100.0%,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:549bk4ar8s05kzy78wi86one2,Canadian Premier League 2020 (Canada)
108,2,cu34wwcs8ozsglt7gew3p7sh5,421817,78,20,Left Wing Back,Terique,Mohammed,T. Mohammed,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),46,14,50.0%,50.0%,0,0,0.00,0.00,0,0,0,0,-,66.7%,58.3%,100.0%,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cu34wwcs8ozsglt7gew3p7sh5,Canadian Premier League 2020 (Canada)
109,1,upib1k4jf41nogwoduyqpw4p,202589,78,26,Right Back,Jonathan,Grant,J. Grant,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),45,24,79.2%,100.0%,1,0,0.30,0.00,0,0,0,0,-,0.0%,20.0%,0.0%,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:upib1k4jf41nogwoduyqpw4p,Canadian Premier League 2020 (Canada)
109,3,6rj6gpjhz8sk2405943kpii1h,167886,119,25,Central Midfielder,Dylan,Carreiro,D. Carreiro,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),45,27,81.5%,73.3%,1,0,0.11,0.17,1,4,2,2,50.0%,0.0%,70.0%,0.0%,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6rj6gpjhz8sk2405943kpii1h,Canadian Premier League 2020 (Canada)
111,3,26zoncn0ilfvg5gwn91dkqmt,481764,166,23,Centre Forward,Akeem,Garcia,A. Garcia,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),43,25,76.0%,60.0%,1,0,0.02,1.43,2,5,5,4,80.0%,0.0%,58.3%,50.0%,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:26zoncn0ilfvg5gwn91dkqmt,Canadian Premier League 2020 (Canada)
112,2,bewzox1rnh1n28tkj5k0rmrqh,224756,85,21,Central Midfielder,Dante,Campbell,D. Campbell,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),40,28,78.6%,100.0%,0,0,0.01,0.00,0,0,0,0,-,50.0%,36.4%,100.0%,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bewzox1rnh1n28tkj5k0rmrqh,Canadian Premier League 2020 (Canada)
112,2,b6aw65sbptx2dlqsfx64x59m1,423281,154,24,Centre Forward,Austin,Ricci,A. Ricci,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),40,19,63.2%,50.0%,0,0,0.03,0.62,0,4,3,3,75.0%,100.0%,25.0%,-,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:b6aw65sbptx2dlqsfx64x59m1,Canadian Premier League 2020 (Canada)
114,2,dl4wkt9bhput0z1sikhu15562,483117,65,21,Left Back,Federico,Peña,F. Peña,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),39,18,94.4%,100.0%,0,0,0.25,0.04,0,1,0,0,0.0%,33.3%,60.0%,0.0%,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dl4wkt9bhput0z1sikhu15562,Canadian Premier League 2020 (Canada)
114,3,cqzj50mwiry6o6vz6drrh1cyd,225912,150,23,Centre Forward,Álvaro,Rivero Sánchez,Álvaro Rivero,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),39,16,81.3%,100.0%,1,0,0.01,0.13,1,3,2,2,66.7%,0.0%,81.8%,-,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cqzj50mwiry6o6vz6drrh1cyd,Canadian Premier League 2020 (Canada)
116,1,79pboh9mzuchik3r2027wntgp,233807,61,25,Central Defender,Amer,Didic,A. Didic,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),37,30,100.0%,100.0%,0,0,0.01,0.13,0,2,1,0,0.0%,-,66.7%,100.0%,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:79pboh9mzuchik3r2027wntgp,Canadian Premier League 2020 (Canada)
116,3,6byiub7o0uwogoc24p79vx6ju,425685,75,18,Central Midfielder,Chance,Carter,C. Carter,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),37,31,80.6%,66.7%,1,0,0.02,0.00,0,0,0,0,-,0.0%,50.0%,-,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6byiub7o0uwogoc24p79vx6ju,Canadian Premier League 2020 (Canada)
116,1,9xntliz4ut9p00wlwc0gd7e95,481759,81,27,Left Back,Alex,De Carolis,A. De Carolis,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),37,15,66.7%,100.0%,2,0,0.26,0.00,0,0,0,0,-,100.0%,100.0%,-,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:9xntliz4ut9p00wlwc0gd7e95,Canadian Premier League 2020 (Canada)
119,1,7pb4kdsbaj2dfwo99st2v7g7p,44082,65,31,Left Back,Arnold,Bouka Moutou,A. Bouka,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),33,17,52.9%,100.0%,0,0,0.00,0.00,0,0,0,0,-,50.0%,50.0%,33.3%,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7pb4kdsbaj2dfwo99st2v7g7p,Canadian Premier League 2020 (Canada)
120,2,dvm23d66qze0kmrzxft68a0ru,483640,62,26,Central Midfielder,Matthew,Arnone,M. Arnone,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),32,24,79.2%,-,0,0,0.00,0.00,0,0,0,0,-,100.0%,66.7%,-,6,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dvm23d66qze0kmrzxft68a0ru,Canadian Premier League 2020 (Canada)
121,2,dpee0p2qzqrzcefewdtey4vyt,31866,59,33,Central Midfielder,Daryl,Fordyce,D. Fordyce,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),31,20,55.0%,50.0%,0,0,0.00,0.11,0,3,3,0,0.0%,-,50.0%,100.0%,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dpee0p2qzqrzcefewdtey4vyt,Canadian Premier League 2020 (Canada)
121,3,4v13dz2g71gh5i527t347shyh,224768,116,21,Centre Forward,Shaan,Hundal,S. Hundal,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),31,20,80.0%,57.1%,3,2,0.07,0.15,0,2,2,2,100.0%,0.0%,15.4%,0.0%,4,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4v13dz2g71gh5i527t347shyh,Canadian Premier League 2020 (Canada)
121,3,70nre4jhk68koi0istju9v9ey,501440,72,26,Centre Forward,Ibrahima,Sanoh,I. Sanoh,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),31,13,61.5%,33.3%,1,0,0.02,0.82,1,2,2,1,50.0%,0.0%,41.7%,57.1%,6,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:70nre4jhk68koi0istju9v9ey,Canadian Premier League 2020 (Canada)
124,1,207co3fpu5mhbs1r0e6p8vze1,231991,90,26,Goalkeeper,Nikolas,Giantsopoulos,N. Giantsopoulos,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),30,21,61.9%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,100.0%,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:207co3fpu5mhbs1r0e6p8vze1,Canadian Premier League 2020 (Canada)
125,2,bh7fb8v7o5wynmapdhlth594a,486673,95,16,Central Midfielder,Antoine,Coupland,A. Coupland,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),27,12,75.0%,75.0%,0,0,0.00,0.00,0,0,0,0,-,60.0%,53.8%,100.0%,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bh7fb8v7o5wynmapdhlth594a,Canadian Premier League 2020 (Canada)
126,2,6ptroe7b9vgzimcvzo2fehcr9,167890,66,25,Right Midfielder,Michael,Petrasso,M. Petrasso,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),26,12,83.3%,83.3%,0,0,0.01,0.11,0,2,2,0,0.0%,-,66.7%,50.0%,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6ptroe7b9vgzimcvzo2fehcr9,Canadian Premier League 2020 (Canada)
126,1,e6cd4pwmbb7lfatlo8gc8eaj9,87810,23,34,Left Midfielder,José Antonio,Galán Pedrosa,Galán,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),26,23,91.3%,100.0%,1,0,0.01,0.08,1,1,1,1,100.0%,100.0%,33.3%,-,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:e6cd4pwmbb7lfatlo8gc8eaj9,Canadian Premier League 2020 (Canada)
128,3,a6i4npit5smx1zcpgucou9y0a,510378,96,17,Second Striker,Lowell,Wright,L. Wright,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),25,14,64.3%,66.7%,0,0,0.04,0.80,1,3,3,1,33.3%,100.0%,25.0%,25.0%,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:a6i4npit5smx1zcpgucou9y0a,Canadian Premier League 2020 (Canada)
129,3,81ggmgps5zcnafmhlv9f0osiy,425687,38,20,Left Midfielder,Antony,Caceres,A. Caceres,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),23,12,91.7%,85.7%,1,1,0.05,0.07,0,1,0,0,0.0%,100.0%,62.5%,-,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:81ggmgps5zcnafmhlv9f0osiy,Canadian Premier League 2020 (Canada)
130,2,3e7gd7j0811kh4ibwd2wfr84p,484575,50,29,Centre Attacking Midfielder,Maksym,Kowal,M. Kowal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),22,12,58.3%,50.0%,0,0,0.00,0.00,0,0,0,0,-,0.0%,25.0%,25.0%,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3e7gd7j0811kh4ibwd2wfr84p,Canadian Premier League 2020 (Canada)
130,2,3noqd54py6sbd1ph9xbj7tkyy,501431,29,19,Left Attacking Midfielder,Solomon Kojo,Antwi,S. Antwi,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),22,9,77.8%,75.0%,0,0,0.00,0.00,0,0,0,0,-,40.0%,37.5%,-,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3noqd54py6sbd1ph9xbj7tkyy,Canadian Premier League 2020 (Canada)
132,2,dryx6vgko76wuqqr4g9pjl4ru,509902,19,19,Left Attacking Midfielder,Sean,Young,S. Young,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),21,12,75.0%,66.7%,1,0,0.00,0.05,0,1,1,1,100.0%,50.0%,50.0%,0.0%,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dryx6vgko76wuqqr4g9pjl4ru,Canadian Premier League 2020 (Canada)
133,1,759r7l0y8jofaf394tnc7ytt6,481629,13,19,Right Wing Back,Prince,Amanda,P. Amanda,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),20,10,100.0%,-,0,0,0.00,0.00,0,0,0,0,-,-,40.0%,50.0%,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:759r7l0y8jofaf394tnc7ytt6,Canadian Premier League 2020 (Canada)
133,2,ekpuqpny9mue83orafcamp2i,490180,35,17,Centre Attacking Midfielder,Aribim,Pepple,A. Pepple,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),20,7,57.1%,75.0%,1,0,0.06,0.28,0,1,1,1,100.0%,0.0%,22.2%,-,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ekpuqpny9mue83orafcamp2i,Canadian Premier League 2020 (Canada)
135,1,28s4e8xbplnxxbi8dx7544g2y,425652,56,22,Centre Forward,Gabriel,Wiethaeuper-Balbinotti,G. Wiethaeuper-Balbinotti,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),19,12,58.3%,25.0%,0,0,0.01,0.07,0,1,1,0,0.0%,-,37.5%,50.0%,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:28s4e8xbplnxxbi8dx7544g2y,Canadian Premier League 2020 (Canada)
136,1,62nti15up6a14yi1featiyhd6,425640,45,21,Left Midfielder,Daniel,Kinumbe,D. Kinumbe,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),18,8,62.5%,0.0%,0,0,0.00,0.00,0,0,0,0,-,50.0%,66.7%,-,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:62nti15up6a14yi1featiyhd6,Canadian Premier League 2020 (Canada)
137,1,3p86lh50rfrmmlrnxsq17dwtm,484562,37,25,Left Back,Jarred,Phillips,J. Phillips,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),17,7,57.1%,100.0%,0,0,0.00,0.00,0,0,0,0,-,75.0%,57.1%,0.0%,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3p86lh50rfrmmlrnxsq17dwtm,Canadian Premier League 2020 (Canada)
138,2,5ep5673eihbif5vkbzctjj0x6,484651,30,25,Centre Attacking Midfielder,Omar,Kreim,O. Kreim,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),16,8,62.5%,50.0%,0,0,0.01,0.06,0,1,0,0,0.0%,50.0%,37.5%,0.0%,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:5ep5673eihbif5vkbzctjj0x6,Canadian Premier League 2020 (Canada)
139,1,ezibxuzirgqnb5enkgvdk5ot1,243864,55,26,Left Midfielder,Alessandro,Riggi,A. Riggi,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),14,7,57.1%,25.0%,0,0,0.00,0.00,0,0,0,0,-,25.0%,22.2%,-,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ezibxuzirgqnb5enkgvdk5ot1,Canadian Premier League 2020 (Canada)
140,1,6dkbzo16tym6q7a562x9krsh5,221327,53,24,Right Winger,Gabriel,Monteiro Vasconcelos,Gabriel Vasconcelos,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),13,8,75.0%,66.7%,0,0,0.00,0.00,0,0,0,0,-,0.0%,50.0%,-,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6dkbzo16tym6q7a562x9krsh5,Canadian Premier League 2020 (Canada)
140,1,zrowi3rzq9fndgtn1qozene1,421828,8,20,Centre Forward,José,Hernández,J. Hernández,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),13,5,100.0%,100.0%,0,0,0.00,0.00,0,0,0,0,-,50.0%,100.0%,-,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:zrowi3rzq9fndgtn1qozene1,Canadian Premier League 2020 (Canada)
140,1,bmibmsnkr8oa6ckm2y0g30d05,446572,16,27,Centre Forward,Jordan,Dunstan,J. Dunstan,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),13,3,100.0%,100.0%,1,0,0.01,0.00,0,0,0,0,-,100.0%,50.0%,0.0%,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bmibmsnkr8oa6ckm2y0g30d05,Canadian Premier League 2020 (Canada)
143,1,1hdfhtafk7cehetym09wbhpm,484659,90,22,Sub - Attacker,Jace,Kotsopoulos,J. Kotsopoulos,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),12,7,57.1%,50.0%,0,0,0.02,0.05,0,1,0,0,0.0%,100.0%,75.0%,100.0%,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1hdfhtafk7cehetym09wbhpm,Canadian Premier League 2020 (Canada)
144,1,5gyjio4tvbg4ahjzoass6lxey,442776,6,19,Centre Attacking Midfielder,Ijah,Halley,I. Halley,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),11,5,60.0%,60.0%,1,0,0.19,0.00,0,0,0,0,-,-,50.0%,-,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:5gyjio4tvbg4ahjzoass6lxey,Canadian Premier League 2020 (Canada)
145,1,7i19hu44byapft1lpm3okbb3d,172747,18,25,Right Midfielder,Josh,Heard,J. Heard,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),9,3,100.0%,100.0%,0,0,0.01,0.06,0,1,0,0,0.0%,-,0.0%,0.0%,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7i19hu44byapft1lpm3okbb3d,Canadian Premier League 2020 (Canada)
146,1,2bvfol1n1otgzral4w8j0ci22,434685,27,20,Centre Forward,David,Doe,D. Doe,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),7,3,33.3%,100.0%,0,0,0.00,0.00,0,0,0,0,-,-,50.0%,-,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:2bvfol1n1otgzral4w8j0ci22,Canadian Premier League 2020 (Canada)
