Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,xG,Goal,Shot,ShotExcBlk,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
51,1,ddyudctrqh7j4vqoofwg0oull,232384,90,20,Right Back,Malyk,Hamilton,M. Hamilton,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,66,43,76.7%,100.0%,1,1,0.04,0.00,0,0,0,0,-,50.0%,42.9%,-,8,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,ddyudctrqh7j4vqoofwg0oull:2126243,ATO vs EDM (2020-08-23)
51,1,d3uo72swkorck8mo41kv1yp61,423548,90,23,Left Centre Back,Daniel,Krutzen,D. Krutzen,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,66,51,74.5%,-,0,0,0.04,0.06,0,2,2,0,0.0%,100.0%,80.0%,100.0%,6,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,d3uo72swkorck8mo41kv1yp61:2126242,FOR vs PAC (2020-08-22)
53,1,41fep3jlo1ieyq9hvpmsl6wvd,225056,90,21,Right Back,Kadin,Chung,K. Chung,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,65,38,89.5%,88.9%,2,0,0.05,0.00,0,0,0,0,-,75.0%,75.0%,-,8,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,41fep3jlo1ieyq9hvpmsl6wvd:2126242,FOR vs PAC (2020-08-22)
53,1,5m5p9c4iyl4f4j1rr1rdmojfu,481561,65,24,Central Midfielder,Elijah,Adekugbe,E. Adekugbe,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,65,54,88.9%,100.0%,2,0,0.41,0.00,0,0,0,0,-,50.0%,80.0%,100.0%,6,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,5m5p9c4iyl4f4j1rr1rdmojfu:2126228,VAL vs CAV (2020-08-16)
55,1,86tz9u1o9o5u0lbyycyd3df4l,37057,89,35,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,64,52,86.5%,62.5%,4,0,0.27,0.00,0,0,0,0,-,0.0%,50.0%,-,8,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,86tz9u1o9o5u0lbyycyd3df4l:2126240,EDM vs CAV (2020-08-21)
55,1,7ehcrcdv82ib5fkpo3498gpgp,244929,90,24,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,64,42,76.2%,78.6%,1,0,0.13,0.00,0,0,0,0,-,0.0%,57.1%,-,6,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,7ehcrcdv82ib5fkpo3498gpgp:2126238,HFX vs FOR (2020-08-20)
55,1,7ta110w4agnmtkjsfpgilj2wa,481559,90,31,Central Defender,Jonathan,Wheeldon,J. Wheeldon,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,64,58,91.4%,-,0,0,0.01,0.00,0,0,0,0,-,0.0%,75.0%,66.7%,4,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,7ta110w4agnmtkjsfpgilj2wa:2126244,CAV vs HFX (2020-08-24)
55,1,4tus0wc9k482jmoncnstteelm,481577,90,25,Defensive Midfielder,Raphael,Ohin,R. Ohin,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,64,51,92.2%,66.7%,2,0,0.02,0.06,0,2,0,0,0.0%,0.0%,50.0%,0.0%,7,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,4tus0wc9k482jmoncnstteelm:2126241,Y9 vs VAL (2020-08-22)
59,1,ezyu9w01guirieddjudeln1lh,209503,90,27,Central Midfielder,Allan,Zebie,A. Zebie,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,63,56,94.6%,100.0%,0,0,0.02,0.03,0,1,1,1,100.0%,33.3%,50.0%,100.0%,5,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,ezyu9w01guirieddjudeln1lh:2126243,ATO vs EDM (2020-08-23)
59,1,6o11en42rzgf741oqqlu9a47p,159509,90,25,Left Centre Back,Luca,Gasparotto,L. Gasparotto,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,63,49,79.6%,-,0,0,0.00,0.04,0,1,1,0,0.0%,0.0%,91.7%,88.9%,4,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,6o11en42rzgf741oqqlu9a47p:2126220,Y9 vs ATO (2020-08-15)
59,1,7lqj7hx4na2kvl5doan797vmx,250776,90,25,Right Centre Back,Dominick,Zator,D. Zator,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,63,43,74.4%,40.0%,0,0,0.01,0.33,1,2,2,2,100.0%,33.3%,81.3%,88.9%,6,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,7lqj7hx4na2kvl5doan797vmx:2126218,FOR vs CAV (2020-08-14)
59,1,3wyn5e0uz5jfilp065m3qynoq,501450,80,24,Central Midfielder,Aboubacar,Sissoko,A. Sissoko,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,63,50,88.0%,75.0%,0,0,0.02,0.03,0,1,1,0,0.0%,75.0%,41.7%,-,5,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,3wyn5e0uz5jfilp065m3qynoq:2126238,HFX vs FOR (2020-08-20)
63,1,csicvwhik2guponydus9zt0x5,223629,90,23,Central Midfielder,Erik,Zetterberg,E. Zetterberg,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,62,43,86.0%,66.7%,3,0,0.26,0.05,0,1,1,0,0.0%,100.0%,44.4%,-,9,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,csicvwhik2guponydus9zt0x5:2126225,FOR vs EDM (2020-08-16)
63,1,ddyudctrqh7j4vqoofwg0oull,232384,90,20,Right Midfielder,Malyk,Hamilton,M. Hamilton,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,62,32,84.4%,88.9%,1,0,0.07,0.00,0,0,0,0,-,100.0%,40.0%,-,3,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,ddyudctrqh7j4vqoofwg0oull:2126235,ATO vs VAL (2020-08-19)
63,1,6rsihixcpnuyulgk4giwpzvth,228121,88,25,Right Back,Dominic,Samuel,D. Samuel,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,62,33,75.8%,77.8%,0,0,0.01,0.04,0,1,1,0,0.0%,0.0%,50.0%,0.0%,1,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,6rsihixcpnuyulgk4giwpzvth:2126238,HFX vs FOR (2020-08-20)
63,1,6rsihixcpnuyulgk4giwpzvth,228121,74,25,Right Back,Dominic,Samuel,D. Samuel,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,62,29,75.9%,100.0%,1,0,0.27,0.00,0,0,0,0,-,0.0%,68.8%,50.0%,5,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,6rsihixcpnuyulgk4giwpzvth:2126242,FOR vs PAC (2020-08-22)
63,1,49rr75teem0kobuhr4cesh756,484653,64,20,Right Midfielder,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,62,41,87.8%,85.7%,1,0,0.12,0.00,0,0,0,0,-,66.7%,75.0%,100.0%,2,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,6925,49rr75teem0kobuhr4cesh756:2126240,EDM vs CAV (2020-08-21)
63,1,7yio8rqcy9vth90ps5f5j0s0l,243904,90,23,Left Back,Mateo,Restrepo,M. Restrepo,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,62,36,66.7%,60.0%,0,0,0.01,0.00,0,0,0,0,-,55.6%,66.7%,100.0%,6,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,7yio8rqcy9vth90ps5f5j0s0l:2126238,HFX vs FOR (2020-08-20)
69,1,7ehcrcdv82ib5fkpo3498gpgp,244929,90,24,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,61,36,66.7%,75.0%,0,0,0.02,0.00,0,0,0,0,-,33.3%,40.0%,40.0%,4,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,7ehcrcdv82ib5fkpo3498gpgp:2126218,FOR vs CAV (2020-08-14)
69,1,2xr4zmz44j3klssbanayqqy21,206339,90,29,Left Centre Back,Milovan,Kapor,M. Kapor,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,61,45,84.4%,-,0,0,0.00,0.00,0,0,0,0,-,0.0%,25.0%,50.0%,6,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,2xr4zmz44j3klssbanayqqy21:2126220,Y9 vs ATO (2020-08-15)
69,1,76lz7mhivihluvwrvf2rmdlnt,421816,90,20,Right Back,Jake,Ruby,J. Ruby,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,61,30,80.0%,80.0%,0,0,0.01,0.10,0,1,1,1,100.0%,28.6%,25.0%,50.0%,8,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,76lz7mhivihluvwrvf2rmdlnt:2126221,HFX vs PAC (2020-08-15)
69,1,37pbdttxfaqvayoufo0q0dxey,453335,90,21,Left Back,Diyaeddine,Abzi,D. Abzi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,61,26,73.1%,100.0%,0,0,0.02,0.00,0,0,0,0,-,33.3%,60.0%,0.0%,5,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,37pbdttxfaqvayoufo0q0dxey:2126232,PAC vs Y9 (2020-08-19)
69,1,37pbdttxfaqvayoufo0q0dxey,453335,85,21,Left Back,Diyaeddine,Abzi,D. Abzi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,61,25,52.0%,42.9%,1,0,0.18,0.00,0,0,0,0,-,100.0%,20.0%,-,3,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,37pbdttxfaqvayoufo0q0dxey:2126241,Y9 vs VAL (2020-08-22)
69,1,4c5w90f125c6det9gu0ljmgnp,481754,90,24,Right Centre Back,Peter,Schaale,P. Schaale,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,61,48,70.8%,0.0%,0,0,0.01,0.00,0,0,0,0,-,100.0%,40.0%,-,5,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,4c5w90f125c6det9gu0ljmgnp:2126238,HFX vs FOR (2020-08-20)
69,1,c5afaf96xtx4341sic680d711,94705,90,29,Right Back,Stefan,Cebara,S. Cebara,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,61,41,80.5%,100.0%,0,0,0.02,0.00,0,0,0,0,-,0.0%,57.1%,100.0%,2,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,c5afaf96xtx4341sic680d711:2126228,VAL vs CAV (2020-08-16)
76,1,b84lif9t7gwlw9ou9izawvumt,40345,90,33,Right Centre Back,David,Edgar,D. Edgar,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,60,50,74.0%,-,0,0,0.01,0.00,0,0,0,0,-,-,50.0%,100.0%,9,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,b84lif9t7gwlw9ou9izawvumt:2126242,FOR vs PAC (2020-08-22)
76,1,ckozved8umsj42boq3tte1byt,39226,71,33,Left Centre Back,Marcel,de Jong,M. de Jong,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,60,36,80.6%,100.0%,2,0,0.20,0.00,0,0,0,0,-,-,0.0%,-,6,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,ckozved8umsj42boq3tte1byt:2126232,PAC vs Y9 (2020-08-19)
76,1,cseaof8mo75i2fufyg0b4bpat,133078,67,25,Right Midfielder,Fraser,Aird,F. Aird,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,60,38,81.6%,78.9%,3,0,0.49,0.86,1,3,2,2,66.7%,-,33.3%,-,5,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,cseaof8mo75i2fufyg0b4bpat:2126235,ATO vs VAL (2020-08-19)
76,1,db3mtdls95klppptl1n96ezf9,92442,90,30,Central Midfielder,Kyle,Porter,K. Porter,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,60,39,97.4%,100.0%,3,0,0.20,0.00,0,0,0,0,-,50.0%,66.7%,0.0%,4,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,db3mtdls95klppptl1n96ezf9:2126220,Y9 vs ATO (2020-08-15)
76,1,7yfwpe3tltsxez80puqy7hoet,95575,90,28,Central Midfielder,Joseph,Di Chiara,J. Di Chiara,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,60,42,73.8%,66.7%,2,0,0.09,0.87,1,3,1,1,33.3%,40.0%,41.2%,0.0%,15,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,7yfwpe3tltsxez80puqy7hoet:2126220,Y9 vs ATO (2020-08-15)
76,1,c5afaf96xtx4341sic680d711,94705,66,29,Right Back,Stefan,Cebara,S. Cebara,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,60,44,95.5%,87.5%,1,0,0.23,0.00,0,0,0,0,-,100.0%,50.0%,-,6,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,c5afaf96xtx4341sic680d711:2126235,ATO vs VAL (2020-08-19)
82,1,1mcgu1zocg8bwfrncptuvfm51,90443,90,34,Left Centre Back,Mason,Trafford,M. Trafford,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,59,56,80.4%,-,0,0,0.01,0.00,0,0,0,0,-,0.0%,80.0%,100.0%,3,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,1mcgu1zocg8bwfrncptuvfm51:2126218,FOR vs CAV (2020-08-14)
82,1,br7fuyg4h8gseboweg8wjujft,225054,90,22,Left Centre Back,Thomas,Meilleur-Giguère,T. Meilleur-Giguère,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,59,47,87.2%,100.0%,0,0,0.01,0.18,0,1,1,1,100.0%,50.0%,33.3%,33.3%,6,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,br7fuyg4h8gseboweg8wjujft:2126242,FOR vs PAC (2020-08-22)
82,1,13wkddshf1c9zrygeg7r3s6w9,421818,90,19,Right Centre Back,Julian,Dunn-Johnson,J. Dunn-Johnson,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,59,45,80.0%,0.0%,0,0,0.00,0.00,0,0,0,0,-,0.0%,66.7%,75.0%,6,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,13wkddshf1c9zrygeg7r3s6w9:2126228,VAL vs CAV (2020-08-16)
82,1,6re5keaha87h6kc01848h53ah,243956,90,26,Left Midfielder,Victor,Blasco,Victor Blasco,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,59,37,75.7%,64.7%,3,1,0.53,0.06,0,1,1,0,0.0%,-,44.4%,-,5,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,6re5keaha87h6kc01848h53ah:2126232,PAC vs Y9 (2020-08-19)
86,1,7t6lyj5pvvgzfscj775acuqc5,173165,83,24,Centre Forward,Marco,Bustos,M. Bustos,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,58,39,87.2%,88.9%,1,1,0.05,0.41,1,2,1,1,50.0%,0.0%,63.6%,-,2,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,7t6lyj5pvvgzfscj775acuqc5:2126221,HFX vs PAC (2020-08-15)
86,1,8ad2vcq9xcul0kkfms8qo0wk5,183434,90,24,Central Midfielder,Alexander,Achinioti-Jönsson,A. Achinioti-Jönsson,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,58,47,93.6%,100.0%,0,0,0.01,0.08,0,1,1,1,100.0%,0.0%,33.3%,100.0%,7,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,8ad2vcq9xcul0kkfms8qo0wk5:2126238,HFX vs FOR (2020-08-20)
86,1,7w93cfaszi89ex6xdf9tgkp9l,199141,90,25,Right Centre Back,Mélé,Temguia,M. Temguia,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,58,44,81.8%,100.0%,0,0,0.01,0.26,0,2,2,1,50.0%,50.0%,50.0%,33.3%,7,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,7w93cfaszi89ex6xdf9tgkp9l:2126225,FOR vs EDM (2020-08-16)
86,1,653qyopyxl1qrfmul2n3m5g16,481743,90,26,Right Back,Morey,Doner,M. Doner,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,58,37,83.8%,92.9%,1,0,0.03,0.00,0,0,0,0,-,100.0%,40.0%,0.0%,6,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,653qyopyxl1qrfmul2n3m5g16:2126241,Y9 vs VAL (2020-08-22)
86,1,5m5p9c4iyl4f4j1rr1rdmojfu,481561,79,24,Central Midfielder,Elijah,Adekugbe,E. Adekugbe,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,58,41,90.2%,66.7%,2,0,0.18,0.00,0,0,0,0,-,100.0%,55.6%,50.0%,4,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,5m5p9c4iyl4f4j1rr1rdmojfu:2126218,FOR vs CAV (2020-08-14)
86,1,7fcj29th1uv9jkhdh67tygeay,481562,90,24,Right Midfielder,Nico,Pasquotti,N. Pasquotti,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,58,31,67.7%,73.3%,0,0,0.05,0.03,0,1,1,1,100.0%,66.7%,56.3%,60.0%,10,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,7fcj29th1uv9jkhdh67tygeay:2126218,FOR vs CAV (2020-08-14)
86,1,58elvwym7gnql18liaoa6zo16,481627,90,25,Defensive Midfielder,Ajay,Khabra,A. Khabra,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,58,47,85.1%,100.0%,1,0,0.04,0.00,0,0,0,0,-,50.0%,53.8%,100.0%,9,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,58elvwym7gnql18liaoa6zo16:2126243,ATO vs EDM (2020-08-23)
86,1,4t92bvofxxvfqe6f2w9gs8t0p,200948,90,23,Right Midfielder,Cory,Bent,C. Bent,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,58,32,62.5%,70.0%,2,0,0.19,0.04,0,1,1,0,0.0%,14.3%,45.5%,50.0%,9,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,4t92bvofxxvfqe6f2w9gs8t0p:2126221,HFX vs PAC (2020-08-15)
94,1,bzfamx9nfvg0cwshyldxiea5l,229907,77,21,Central Midfielder,Paolo,Sabak,P. Sabak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,41,82.9%,77.8%,0,0,0.07,0.88,1,2,2,1,50.0%,0.0%,44.4%,0.0%,3,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,bzfamx9nfvg0cwshyldxiea5l:2126238,HFX vs FOR (2020-08-20)
94,1,c8gbyfp650fgai5782915ywa1,210185,90,25,Central Midfielder,Elimane,Cissé,E. Cissé,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,28,92.9%,100.0%,1,0,0.04,0.24,0,3,3,1,33.3%,66.7%,75.0%,100.0%,5,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15380,c8gbyfp650fgai5782915ywa1:2126242,FOR vs PAC (2020-08-22)
94,1,etxxyk4izi97gchj7fo58ogd1,110665,90,28,Left Centre Back,Andrew,Jean-Baptiste,A. Jean-Baptiste,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,48,87.5%,-,0,0,0.01,0.09,1,1,1,1,100.0%,-,50.0%,-,3,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,etxxyk4izi97gchj7fo58ogd1:2126235,ATO vs VAL (2020-08-19)
94,1,etxxyk4izi97gchj7fo58ogd1,110665,90,28,Left Centre Back,Andrew,Jean-Baptiste,A. Jean-Baptiste,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,47,72.3%,-,0,0,0.00,0.00,0,0,0,0,-,100.0%,50.0%,66.7%,1,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,etxxyk4izi97gchj7fo58ogd1:2126241,Y9 vs VAL (2020-08-22)
94,1,13wkddshf1c9zrygeg7r3s6w9,421818,90,19,Right Centre Back,Julian,Dunn-Johnson,J. Dunn-Johnson,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,42,83.3%,0.0%,0,0,0.00,0.00,0,0,0,0,-,25.0%,37.5%,-,6,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,13wkddshf1c9zrygeg7r3s6w9:2126241,Y9 vs VAL (2020-08-22)
94,1,37pbdttxfaqvayoufo0q0dxey,453335,84,21,Left Back,Diyaeddine,Abzi,D. Abzi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,31,87.1%,-,1,0,0.01,0.07,0,2,2,1,50.0%,100.0%,60.0%,100.0%,8,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,16614,37pbdttxfaqvayoufo0q0dxey:2126220,Y9 vs ATO (2020-08-15)
94,1,6re5keaha87h6kc01848h53ah,243956,72,26,Left Midfielder,Victor,Blasco,Victor Blasco,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,30,66.7%,58.3%,2,0,0.25,0.27,0,2,2,0,0.0%,33.3%,61.1%,66.7%,4,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15376,6re5keaha87h6kc01848h53ah:2126221,HFX vs PAC (2020-08-15)
94,1,8uqytik44ro3mbkz0s8m163xm,481762,90,25,Centre Forward,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,42,85.7%,100.0%,1,0,0.06,0.00,0,0,0,0,-,-,76.9%,66.7%,7,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,8uqytik44ro3mbkz0s8m163xm:2126238,HFX vs FOR (2020-08-20)
94,1,3wyn5e0uz5jfilp065m3qynoq,501450,90,24,Central Midfielder,Aboubacar,Sissoko,A. Sissoko,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,57,39,74.4%,62.5%,0,0,0.05,0.00,0,0,0,0,-,50.0%,57.1%,20.0%,6,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,3wyn5e0uz5jfilp065m3qynoq:2126221,HFX vs PAC (2020-08-15)
