Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,week,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,xG,Goal,Shot,ShotExcBlk,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
151,1,9bu481g5htyonfco9whsamve2,483062,90,30,Left Winger,Mohamed,Kourouma,M. Kourouma,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,46,35,85.7%,90.0%,1,0,0.08,0.19,0,4,2,2,50.0%,40.0%,20.0%,0.0%,8,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,9bu481g5htyonfco9whsamve2:2126235,ATO vs VAL (2020-08-19)
151,1,1hwbc5i6pxjdjgx0f88wmqqx,244505,90,25,Right Centre Back,Evan Brandon,John,B. John,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,46,39,89.7%,100.0%,1,0,0.01,0.00,0,0,0,0,-,100.0%,66.7%,-,3,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,1hwbc5i6pxjdjgx0f88wmqqx:2126235,ATO vs VAL (2020-08-19)
151,1,7syvxffcyqbhwd42954p8ej85,159998,77,23,Right Midfielder,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,46,26,92.3%,71.4%,0,0,0.01,0.16,0,1,1,1,100.0%,40.0%,33.3%,0.0%,6,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,7syvxffcyqbhwd42954p8ej85:2126225,FOR vs EDM (2020-08-16)
158,1,1lg1214de42tia4tcv7rk3z6d,103949,71,27,Left Winger,Oliver,Minatel,Oliver Minatel,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,45,32,78.1%,80.0%,0,0,0.11,0.04,0,1,1,0,0.0%,50.0%,58.3%,-,6,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,1lg1214de42tia4tcv7rk3z6d:2126244,CAV vs HFX (2020-08-24)
158,1,upib1k4jf41nogwoduyqpw4p,202589,78,26,Right Back,Jonathan,Grant,J. Grant,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,45,24,79.2%,100.0%,1,0,0.30,0.00,0,0,0,0,-,0.0%,20.0%,0.0%,5,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,upib1k4jf41nogwoduyqpw4p:2126218,FOR vs CAV (2020-08-14)
158,1,7yablvquk5wpfy1hrwjoknj6d,225053,90,23,Goalkeeper,James,Pantemis,J. Pantemis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,45,27,70.4%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,0,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,7yablvquk5wpfy1hrwjoknj6d:2126241,Y9 vs VAL (2020-08-22)
158,1,dlkpavxvjx1hy57k8sbk21lg5,88457,90,33,Goalkeeper,Ignacio,Zabal Almazán,Nacho Zabal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,45,32,75.0%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,0,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,dlkpavxvjx1hy57k8sbk21lg5:2126235,ATO vs VAL (2020-08-19)
158,1,8uqytik44ro3mbkz0s8m163xm,481762,90,25,Central Midfielder,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,45,31,90.3%,100.0%,3,0,0.17,0.00,0,0,0,0,-,100.0%,61.5%,40.0%,5,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,8uqytik44ro3mbkz0s8m163xm:2126244,CAV vs HFX (2020-08-24)
163,1,86tz9u1o9o5u0lbyycyd3df4l,37057,85,35,Central Midfielder,Nikolas,Ledgerwood,N. Ledgerwood,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,44,27,66.7%,50.0%,2,1,0.16,0.12,0,3,2,1,33.3%,60.0%,41.2%,33.3%,5,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,86tz9u1o9o5u0lbyycyd3df4l:2126218,FOR vs CAV (2020-08-14)
163,1,7v7c25arh4yqd7tz8demrxa6t,231573,90,27,Right Winger,Brett,Levis,B. Levis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,44,30,76.7%,100.0%,1,0,0.02,0.00,0,0,0,0,-,33.3%,28.6%,-,1,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,7v7c25arh4yqd7tz8demrxa6t:2126228,VAL vs CAV (2020-08-16)
163,1,8uqytik44ro3mbkz0s8m163xm,481762,90,25,Central Midfielder,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,44,27,77.8%,66.7%,1,0,0.01,0.00,0,0,0,0,-,0.0%,50.0%,50.0%,10,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,8uqytik44ro3mbkz0s8m163xm:2126221,HFX vs PAC (2020-08-15)
163,1,7fcj29th1uv9jkhdh67tygeay,481562,89,24,Right Winger,Nico,Pasquotti,N. Pasquotti,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,44,25,80.0%,72.7%,1,0,0.02,0.04,0,1,0,0,0.0%,0.0%,38.5%,66.7%,2,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,7fcj29th1uv9jkhdh67tygeay:2126244,CAV vs HFX (2020-08-24)
167,1,6mmfo5q4m9zdbpl1cgqv5muhh,164958,90,26,Left Midfielder,Keven Steven,Alemán Bustos,K. Alemán,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,43,22,68.2%,62.5%,2,0,0.01,0.19,0,4,2,0,0.0%,0.0%,53.8%,0.0%,2,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,6mmfo5q4m9zdbpl1cgqv5muhh:2126225,FOR vs EDM (2020-08-16)
167,1,7yfwpe3tltsxez80puqy7hoet,95575,90,28,Defensive Midfielder,Joseph,Di Chiara,J. Di Chiara,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,43,25,84.0%,85.7%,0,0,0.01,0.08,0,2,1,1,50.0%,-,25.0%,0.0%,4,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,7yfwpe3tltsxez80puqy7hoet:2126232,PAC vs Y9 (2020-08-19)
167,1,bpxxztlpukizv1d2a5506ilbe,481568,64,22,Left Winger,Marcel,Zajac,M. Zajac,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,43,24,91.7%,92.9%,0,0,0.03,0.14,0,2,1,1,50.0%,33.3%,46.2%,-,4,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15376,bpxxztlpukizv1d2a5506ilbe:2126238,HFX vs FOR (2020-08-20)
167,1,cdaayu6d9xzn4gyn5jg5p6vl6,481567,90,26,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,43,30,66.7%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,1,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15381,cdaayu6d9xzn4gyn5jg5p6vl6:2126218,FOR vs CAV (2020-08-14)
167,1,1hwbc5i6pxjdjgx0f88wmqqx,244505,90,25,Right Centre Back,Evan Brandon,John,B. John,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,43,37,89.2%,-,0,0,0.01,0.00,0,0,0,0,-,50.0%,100.0%,100.0%,1,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,1hwbc5i6pxjdjgx0f88wmqqx:2126220,Y9 vs ATO (2020-08-15)
172,1,4g57cr61ps0y0w29dv3f5s3c9,199133,86,24,Left Midfielder,Mastanabal,Kacher,M. Kacher,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,42,24,75.0%,84.6%,2,0,0.03,0.12,0,2,1,0,0.0%,-,50.0%,-,5,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,16614,4g57cr61ps0y0w29dv3f5s3c9:2126235,ATO vs VAL (2020-08-19)
172,1,622w13rktz2os2jlo286col3p,168505,81,24,Centre Attacking Midfielder,Manuel,Aparicio,M. Aparicio,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,42,27,66.7%,71.4%,1,0,0.02,0.06,0,1,1,0,0.0%,-,42.9%,-,6,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15380,622w13rktz2os2jlo286col3p:2126232,PAC vs Y9 (2020-08-19)
172,1,cdaayu6d9xzn4gyn5jg5p6vl6,481567,90,26,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,42,32,90.6%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,100.0%,1,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,cdaayu6d9xzn4gyn5jg5p6vl6:2126225,FOR vs EDM (2020-08-16)
172,1,41yxh6wtv2lrs3js0y2ir7svd,223135,71,25,Central Midfielder,Bruno,Zebie,B. Zebie,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,42,33,75.8%,50.0%,0,0,0.01,0.00,0,0,0,0,-,50.0%,62.5%,-,5,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15376,41yxh6wtv2lrs3js0y2ir7svd:2126244,CAV vs HFX (2020-08-24)
172,1,2o538m8209nj9p29a4ujs4jpx,443433,90,26,Goalkeeper,Jason,Beaulieu,J. Beaulieu,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,42,33,63.6%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,100.0%,4,CAV vs HFX,2020-08-24,7ttg3e5vjj75ni6bxtqwrww7o,15381,2o538m8209nj9p29a4ujs4jpx:2126244,CAV vs HFX (2020-08-24)
177,1,7t6lyj5pvvgzfscj775acuqc5,173165,90,24,Centre Forward,Marco,Bustos,M. Bustos,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,41,23,91.3%,83.3%,0,0,0.10,0.36,0,2,2,1,50.0%,-,66.7%,100.0%,4,PAC vs Y9,2020-08-19,7tas4i6lxq9imfed8t0627m6s,15382,7t6lyj5pvvgzfscj775acuqc5:2126232,PAC vs Y9 (2020-08-19)
177,1,7w93cfaszi89ex6xdf9tgkp9l,199141,90,25,Right Centre Back,Mélé,Temguia,M. Temguia,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,41,21,66.7%,0.0%,0,0,0.00,0.00,0,0,0,0,-,100.0%,77.8%,100.0%,1,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,7w93cfaszi89ex6xdf9tgkp9l:2126240,EDM vs CAV (2020-08-21)
179,1,7t6lyj5pvvgzfscj775acuqc5,173165,65,24,Right Midfielder,Marco,Bustos,M. Bustos,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,40,27,88.9%,92.9%,1,0,0.04,0.21,0,4,2,0,0.0%,100.0%,40.0%,0.0%,3,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,7t6lyj5pvvgzfscj775acuqc5:2126242,FOR vs PAC (2020-08-22)
180,1,csicvwhik2guponydus9zt0x5,223629,90,23,Central Midfielder,Erik,Zetterberg,E. Zetterberg,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,39,26,76.9%,-,1,0,0.05,0.03,0,1,1,0,0.0%,-,40.0%,0.0%,3,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,csicvwhik2guponydus9zt0x5:2126240,EDM vs CAV (2020-08-21)
180,1,ewjp0ru1c4fn1h5bqyqdih0wl,152275,90,27,Left Attacking Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,39,33,90.9%,91.7%,0,0,0.02,0.09,0,2,2,1,50.0%,25.0%,37.5%,-,4,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,ewjp0ru1c4fn1h5bqyqdih0wl:2126243,ATO vs EDM (2020-08-23)
180,1,6r8emgp7oeom6yyibdb4g77c9,227780,68,23,Right Winger,David,Choinière,D. Choinière,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,39,23,82.6%,78.6%,0,0,0.06,0.00,0,0,0,0,-,50.0%,58.3%,-,2,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,6r8emgp7oeom6yyibdb4g77c9:2126225,FOR vs EDM (2020-08-16)
183,1,am6blpv9h0wzsn8rjv1q0zpp1,173493,90,24,Centre Forward,Alejandro,Díaz Liceága,A. Díaz,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,38,27,70.4%,83.3%,1,0,0.15,0.13,0,3,3,1,33.3%,-,25.0%,20.0%,2,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,am6blpv9h0wzsn8rjv1q0zpp1:2126242,FOR vs PAC (2020-08-22)
183,1,apavbqkzwn6ik22hi8d8mo1qt,153578,45,28,Left Attacking Midfielder,Maxim,Tissot,M. Tissot,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,38,25,84.0%,87.5%,2,0,0.15,0.02,0,1,1,1,100.0%,75.0%,66.7%,-,2,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,6925,apavbqkzwn6ik22hi8d8mo1qt:2126225,FOR vs EDM (2020-08-16)
183,1,1i7a6katii8fnxncnyun4nyzt,243856,90,25,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,38,31,80.6%,-,0,0,0.00,0.00,0,0,0,0,-,100.0%,100.0%,-,2,HFX vs FOR,2020-08-20,7tg0hh0cm7hvex18ezv8bl4pg,15377,1i7a6katii8fnxncnyun4nyzt:2126238,HFX vs FOR (2020-08-20)
186,1,4ezd4d37kbb1249qd7bvi0dzp,208512,90,31,Central Midfielder,Jamar,Dixon,J. Dixon,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,28,89.3%,100.0%,1,0,0.05,0.89,1,3,2,1,33.3%,25.0%,41.7%,50.0%,4,FOR vs PAC,2020-08-22,7to1ns52wkgk9irtdbwzdn2ms,15377,4ezd4d37kbb1249qd7bvi0dzp:2126242,FOR vs PAC (2020-08-22)
186,1,cseaof8mo75i2fufyg0b4bpat,133078,90,25,Left Winger,Fraser,Aird,F. Aird,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,25,68.0%,66.7%,1,0,0.02,0.00,0,0,0,0,-,50.0%,14.3%,-,7,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15381,cseaof8mo75i2fufyg0b4bpat:2126228,VAL vs CAV (2020-08-16)
186,1,ex7za2yvl9xrcdtr60ake2bit,222921,90,27,Goalkeeper,Nathan,Ingham,N. Ingham,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,26,73.1%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,-,3,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15378,ex7za2yvl9xrcdtr60ake2bit:2126241,Y9 vs VAL (2020-08-22)
186,1,79pboh9mzuchik3r2027wntgp,233807,61,25,Central Defender,Amer,Didic,A. Didic,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,30,100.0%,100.0%,0,0,0.01,0.13,0,2,1,0,0.0%,-,66.7%,100.0%,0,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,79pboh9mzuchik3r2027wntgp:2126225,FOR vs EDM (2020-08-16)
186,1,ezyu9w01guirieddjudeln1lh,209503,87,27,Central Midfielder,Allan,Zebie,A. Zebie,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,28,92.9%,83.3%,0,0,0.00,0.09,0,1,1,0,0.0%,33.3%,60.0%,-,2,FOR vs EDM,2020-08-16,7t5b01x3jsqkkavibyn5aej2s,15377,ezyu9w01guirieddjudeln1lh:2126225,FOR vs EDM (2020-08-16)
186,1,7tmc8hrkee4lo05qa26i7e5zp,173159,90,23,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,32,68.8%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,-,1,VAL vs CAV,2020-08-16,7t877d5i442n1ar3pg35nz02c,15378,7tmc8hrkee4lo05qa26i7e5zp:2126228,VAL vs CAV (2020-08-16)
186,1,cu34wwcs8ozsglt7gew3p7sh5,421817,49,20,Left Wing Back,Terique,Mohammed,T. Mohammed,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,12,50.0%,0.0%,0,0,0.00,0.00,0,0,0,0,-,50.0%,57.1%,-,4,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,cu34wwcs8ozsglt7gew3p7sh5:2126240,EDM vs CAV (2020-08-21)
186,1,9xntliz4ut9p00wlwc0gd7e95,481759,81,27,Left Back,Alex,De Carolis,A. De Carolis,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,15,66.7%,100.0%,2,0,0.26,0.00,0,0,0,0,-,100.0%,100.0%,-,4,HFX vs PAC,2020-08-15,7t269w4kohpnnx91dmg5bwis4,15380,9xntliz4ut9p00wlwc0gd7e95:2126221,HFX vs PAC (2020-08-15)
186,1,6oy4mzcnojabnil6u43mxal4a,478934,90,25,Centre Forward,Malcolm Isaiah,Shaw,M. Shaw,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,37,20,85.0%,77.8%,1,1,0.01,0.12,0,2,1,0,0.0%,100.0%,42.1%,54.5%,4,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,6oy4mzcnojabnil6u43mxal4a:2126243,ATO vs EDM (2020-08-23)
195,1,7v7c25arh4yqd7tz8demrxa6t,231573,49,27,Left Back,Brett,Levis,B. Levis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,36,25,76.0%,80.0%,0,0,0.00,0.00,0,0,0,0,-,100.0%,33.3%,33.3%,7,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,7v7c25arh4yqd7tz8demrxa6t:2126241,Y9 vs VAL (2020-08-22)
195,1,6mmfo5q4m9zdbpl1cgqv5muhh,164958,78,26,Right Midfielder,Keven Steven,Alemán Bustos,K. Alemán,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,36,19,63.2%,80.0%,1,0,0.05,0.05,0,1,1,0,0.0%,66.7%,58.3%,100.0%,8,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,6mmfo5q4m9zdbpl1cgqv5muhh:2126240,EDM vs CAV (2020-08-21)
195,1,57sscey83fcglkmcrtpp28k5,90727,90,31,Left Centre Back,Ramon,Soria,Soria,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,36,28,82.1%,100.0%,0,0,0.00,0.00,0,0,0,0,-,0.0%,57.1%,66.7%,3,EDM vs CAV,2020-08-21,7tigxj35sgqjbet0qxe22v21g,15381,57sscey83fcglkmcrtpp28k5:2126240,EDM vs CAV (2020-08-21)
195,1,1lg1214de42tia4tcv7rk3z6d,103949,80,27,Centre Forward,Oliver,Minatel,Oliver Minatel,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,36,28,67.9%,75.0%,3,0,0.15,0.03,0,1,1,0,0.0%,-,54.5%,80.0%,4,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,1lg1214de42tia4tcv7rk3z6d:2126218,FOR vs CAV (2020-08-14)
195,1,6oy4mzcnojabnil6u43mxal4a,478934,90,25,Centre Forward,Malcolm Isaiah,Shaw,M. Shaw,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,36,19,94.7%,88.9%,1,0,0.14,0.12,0,2,2,1,50.0%,100.0%,50.0%,-,0,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,6oy4mzcnojabnil6u43mxal4a:2126235,ATO vs VAL (2020-08-19)
195,1,c5afaf96xtx4341sic680d711,94705,77,29,Right Back,Stefan,Cebara,S. Cebara,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,36,24,70.8%,75.0%,1,0,0.01,0.07,0,1,1,1,100.0%,50.0%,60.0%,-,2,Y9 vs VAL,2020-08-22,7tlbzq6emywjn0z9q1pwzwxsk,15382,c5afaf96xtx4341sic680d711:2126241,Y9 vs VAL (2020-08-22)
195,1,7syvxffcyqbhwd42954p8ej85,159998,28,23,Left Attacking Midfielder,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,36,25,92.0%,81.8%,1,0,0.34,0.05,0,1,1,1,100.0%,100.0%,33.3%,-,3,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,16614,7syvxffcyqbhwd42954p8ej85:2126243,ATO vs EDM (2020-08-23)
202,1,ewjp0ru1c4fn1h5bqyqdih0wl,152275,90,27,Left Attacking Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,35,25,76.0%,70.0%,1,0,0.11,0.00,0,0,0,0,-,-,25.0%,0.0%,0,Y9 vs ATO,2020-08-15,7sxxjco5mob1kgt5i4e2mw00k,15382,ewjp0ru1c4fn1h5bqyqdih0wl:2126220,Y9 vs ATO (2020-08-15)
202,1,6re26cen7xbrynezb3rerst05,112657,80,26,Centre Attacking Midfielder,Sergio,Camargo,S. Camargo,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,35,21,76.2%,77.8%,0,0,0.01,0.09,0,2,1,0,0.0%,0.0%,66.7%,0.0%,3,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,6re26cen7xbrynezb3rerst05:2126218,FOR vs CAV (2020-08-14)
202,1,dlkpavxvjx1hy57k8sbk21lg5,88457,90,33,Goalkeeper,Ignacio,Zabal Almazán,Nacho Zabal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,35,26,42.3%,-,0,0,0.00,0.00,0,0,0,0,-,-,-,-,1,ATO vs EDM,2020-08-23,7tqr229an5mqpjp1qgvl7e0pg,6925,dlkpavxvjx1hy57k8sbk21lg5:2126243,ATO vs EDM (2020-08-23)
205,1,ewjp0ru1c4fn1h5bqyqdih0wl,152275,63,27,Left Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,34,19,84.2%,100.0%,1,0,0.01,0.04,0,1,1,0,0.0%,50.0%,28.6%,0.0%,5,ATO vs VAL,2020-08-19,7tdd1uok6zk7bgycge748czdg,15378,ewjp0ru1c4fn1h5bqyqdih0wl:2126235,ATO vs VAL (2020-08-19)
205,1,7tmc8hrkee4lo05qa26i7e5zp,173159,90,23,Goalkeeper,Marco,Carducci,M. Carducci,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,34,26,76.9%,-,0,0,0.00,0.00,0,0,0,0,-,-,100.0%,-,1,FOR vs CAV,2020-08-14,7st0tt53e4ksjueglfgouulg4,15377,7tmc8hrkee4lo05qa26i7e5zp:2126218,FOR vs CAV (2020-08-14)
