team,name,number,position,first,last,minutes,touches,passes,pass-acc,crosses,cross-acc,assists,chances,goals,shots,s-target,s-box,s-out-box,tackles,t-won,duels,d-won,clearances,interceptions,yellow,red,f-won,f-conceded,shots faced,saves,claimed crosses,cs
HFX Wanderers FC,Scott Firth,15,m,Scott,Firth,287.0,159.0,108.0,0.6,8.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,9.0,2.0,27.0,12.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HFX Wanderers FC,Tomasz Skublak,17,f,Tomasz,Skublak,1389.0,698.0,400.0,0.71,4.0,0.0,1.0,20.0,1.0,37.0,13.0,27.0,10.0,18.0,13.0,274.0,142.0,11.0,10.0,4.0,0.0,41.0,32.0,0.0,0.0,0.0,0.0
HFX Wanderers FC,Vincent Lamy,14,f,Vincent,Lamy,88.0,41.0,24.0,0.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,18.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HFX Wanderers FC,Zachary Sukunda,25,d,Zachary,Sukunda,841.0,400.0,253.0,0.87,11.0,0.0,0.0,6.0,0.0,7.0,2.0,3.0,4.0,9.0,7.0,78.0,31.0,11.0,7.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0
Pacific FC,Ahmed Alghamdi,13,m,Ahmed,Alghamdi,330.0,285.0,221.0,1.0,0.0,0.0,0.0,2.0,1.0,10.0,4.0,2.0,8.0,9.0,7.0,44.0,21.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
Pacific FC,Alessandro Hojabrpour,21,f,Alessandro,Hojabrpour,1731.0,1160.0,907.0,0.85,4.0,0.0,0.0,12.0,0.0,13.0,2.0,7.0,6.0,59.0,38.0,188.0,100.0,41.0,20.0,4.0,0.0,16.0,28.0,0.0,0.0,0.0,0.0
Pacific FC,Alexander González,28,m,Alexander,González,1746.0,1499.0,1251.0,0.86,6.0,0.0,2.0,8.0,0.0,15.0,4.0,1.0,14.0,47.0,29.0,216.0,117.0,15.0,21.0,4.0,1.0,31.0,34.0,0.0,0.0,0.0,0.0
Pacific FC,Ben Fisk,21,m,Ben,Fisk,1662.0,859.0,546.0,0.69,65.0,0.0,5.0,29.0,6.0,43.0,19.0,26.0,17.0,28.0,22.0,153.0,52.0,8.0,2.0,1.0,0.0,10.0,22.0,0.0,0.0,0.0,0.0
Pacific FC,Blake Smith,4,d,Blake,Smith,2004.0,1603.0,1063.0,0.88,57.0,0.0,5.0,20.0,0.0,9.0,0.0,2.0,7.0,35.0,26.0,155.0,87.0,53.0,43.0,3.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0
Pacific FC,David Norman Jr.,24,m,David,Norman Jr.,596.0,402.0,292.0,0.75,4.0,0.0,0.0,4.0,0.0,6.0,1.0,1.0,5.0,18.0,9.0,86.0,42.0,9.0,8.0,2.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0
Pacific FC,Emile Legault,20,d,Emile,Legault,915.0,651.0,464.0,0.73,4.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,31.0,22.0,103.0,61.0,41.0,21.0,3.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0
Pacific FC,Hendrik Starostzik,16,d,Hendrik,Starostzik,1161.0,849.0,699.0,0.94,1.0,1.0,0.0,3.0,1.0,6.0,2.0,6.0,0.0,13.0,11.0,82.0,48.0,72.0,25.0,3.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0
Pacific FC,Issey Nakajima-Farran,11,f,Issey,Nakajima-Farran,252.0,145.0,73.0,0.9,2.0,0.0,0.0,2.0,1.0,14.0,5.0,8.0,6.0,7.0,3.0,53.0,15.0,1.0,2.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0
Pacific FC,Jose Hernandez,15,f,José,Hernández,652.0,382.0,192.0,0.67,4.0,0.0,2.0,6.0,1.0,19.0,7.0,14.0,5.0,22.0,17.0,160.0,62.0,4.0,5.0,2.0,0.0,19.0,24.0,0.0,0.0,0.0,0.0
Pacific FC,Kadin Chung,7,d,Kadin,Chung,2032.0,1411.0,853.0,0.93,48.0,0.0,2.0,16.0,1.0,8.0,1.0,4.0,4.0,57.0,42.0,203.0,111.0,42.0,31.0,2.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0
Pacific FC,Lukas MacNaughton,14,d,Lukas,MacNaughton,1704.0,1273.0,1048.0,0.97,2.0,0.0,0.0,0.0,2.0,6.0,2.0,6.0,0.0,19.0,14.0,136.0,77.0,95.0,29.0,2.0,1.0,12.0,24.0,0.0,0.0,0.0,0.0
Pacific FC,Marcel de Jong,8,d,Marcel,de Jong,50.0,39.0,19.0,0.56,6.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,7.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pacific FC,Marcus Haber,9,f,Marcus,Haber,704.0,264.0,177.0,0.62,5.0,0.0,0.0,9.0,3.0,19.0,6.0,19.0,0.0,2.0,2.0,128.0,75.0,7.0,1.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0
Pacific FC,Mark Village,1,g,Mark,Village,1440.0,674.0,509.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,7.0,5.0,1.0,1.0,0.0,4.0,1.0,69.0,47.0,10.0,4.0
Pacific FC,Matthew Baldisimo,17,m,Matthew,Baldisimo,1809.0,1157.0,909.0,0.91,8.0,0.0,0.0,12.0,0.0,7.0,2.0,2.0,5.0,47.0,28.0,230.0,103.0,29.0,25.0,5.0,1.0,22.0,34.0,0.0,0.0,0.0,0.0
Pacific FC,Noah Verhoeven,23,m,Noah,Verhoeven,1850.0,1319.0,918.0,0.82,72.0,0.5,1.0,25.0,0.0,16.0,5.0,3.0,13.0,26.0,19.0,192.0,87.0,9.0,12.0,1.0,0.0,31.0,17.0,0.0,0.0,0.0,0.0
Pacific FC,Nolan Wirth,6,g,Nolan,Wirth,1080.0,568.0,411.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,83.0,59.0,6.0,1.0
Pacific FC,Ryan McCurdy,3,d,Ryan,McCurdy,744.0,483.0,379.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,59.0,42.0,35.0,13.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0
Pacific FC,Terran Campbell,14,f,Terran,Campbell,2334.0,960.0,569.0,0.86,29.0,0.0,2.0,31.0,11.0,53.0,23.0,33.0,20.0,39.0,25.0,324.0,118.0,4.0,9.0,0.0,0.0,21.0,29.0,0.0,0.0,0.0,0.0
Pacific FC,Victor Blasco,19,m,Victor,Blasco,1586.0,1040.0,589.0,0.67,47.0,0.0,3.0,27.0,6.0,34.0,18.0,10.0,24.0,43.0,28.0,349.0,164.0,4.0,2.0,4.0,0.0,42.0,50.0,0.0,0.0,0.0,0.0
Pacific FC,Zachary Verhoven,16,m,Zachary,Verhoven,1285.0,897.0,381.0,0.8,61.0,0.0,2.0,20.0,2.0,30.0,9.0,19.0,11.0,45.0,32.0,265.0,137.0,27.0,20.0,1.0,0.0,24.0,26.0,0.0,0.0,0.0,0.0
Valour FC,Adam Mitter,15,d,Adam,Mitter,1513.0,760.0,620.0,-1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,17.0,13.0,123.0,64.0,50.0,29.0,4.0,1.0,7.0,23.0,0.0,0.0,0.0,0.0
Valour FC,Ali Musse,23,m,Ali,Musse,740.0,352.0,175.0,0.92,16.0,0.0,2.0,8.0,2.0,24.0,10.0,15.0,9.0,8.0,8.0,110.0,39.0,4.0,11.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0
Valour FC,Calum Ferguson,12,f,Calum,Ferguson,344.0,102.0,60.0,0.5,1.0,0.0,0.0,0.0,1.0,8.0,3.0,7.0,1.0,4.0,4.0,36.0,10.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0
Valour FC,Diego Gutiérrez,8,m,Diego,Gutiérrez,1605.0,1225.0,850.0,0.67,14.0,0.0,1.0,22.0,0.0,10.0,3.0,5.0,5.0,44.0,28.0,196.0,119.0,21.0,21.0,4.0,0.0,27.0,14.0,0.0,0.0,0.0,0.0
Valour FC,Dylan Carreiro,10,m,Dylan,Carreiro,1441.0,781.0,541.0,0.5,32.0,0.0,2.0,25.0,2.0,32.0,9.0,11.0,21.0,15.0,10.0,148.0,63.0,2.0,4.0,3.0,0.0,31.0,19.0,0.0,0.0,0.0,0.0
Valour FC,Dylan Sacramento,7,m,Dylan,Sacramento,1135.0,716.0,467.0,0.58,16.0,0.33,1.0,16.0,1.0,25.0,6.0,9.0,16.0,29.0,19.0,164.0,72.0,10.0,11.0,0.0,0.0,21.0,22.0,0.0,0.0,0.0,0.0
Valour FC,Federico Peña,77,f,Federico,Peña,315.0,192.0,107.0,0.43,8.0,0.5,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,44.0,14.0,6.0,4.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0
Valour FC,Glenn Muenkat,11,m,Glenn,Muenkat,365.0,179.0,85.0,0.8,4.0,0.0,0.0,3.0,0.0,8.0,2.0,6.0,2.0,6.0,4.0,62.0,24.0,0.0,5.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
Valour FC,Jordan Murrell,4,d,Jordan,Murrell,1784.0,1050.0,738.0,0.76,10.0,0.0,0.0,5.0,0.0,5.0,3.0,4.0,1.0,45.0,27.0,186.0,107.0,63.0,26.0,4.0,1.0,14.0,30.0,0.0,0.0,0.0,0.0
Valour FC,Josip Golubar,20,m,Josip,Golubar,255.0,142.0,110.0,0.69,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,31.0,12.0,1.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0
Valour FC,José Antonio Galán Pedrosa,21,m,José,Antonio Galán Pedrosa,901.0,645.0,494.0,0.78,5.0,0.0,0.0,9.0,0.0,9.0,1.0,0.0,9.0,26.0,16.0,126.0,55.0,15.0,5.0,5.0,0.0,18.0,31.0,0.0,0.0,0.0,0.0
Valour FC,Louis Béland-Goyette,5,m,Louis,Béland-Goyette,1772.0,1160.0,882.0,0.65,10.0,0.67,3.0,28.0,1.0,13.0,2.0,0.0,13.0,54.0,41.0,217.0,103.0,19.0,32.0,5.0,0.0,32.0,35.0,0.0,0.0,0.0,0.0
Valour FC,Marco Bustos,22,m,Marco,Bustos,2249.0,1417.0,912.0,0.93,74.0,0.0,3.0,43.0,7.0,61.0,27.0,29.0,32.0,22.0,19.0,299.0,144.0,3.0,12.0,3.0,0.0,57.0,24.0,0.0,0.0,0.0,0.0
Valour FC,Martín Arguiñarena,6,d,Martín,Arguiñarena,1534.0,1092.0,644.0,0.61,39.0,0.0,1.0,13.0,0.0,10.0,2.0,3.0,7.0,56.0,35.0,181.0,118.0,18.0,35.0,1.0,0.0,32.0,14.0,0.0,0.0,0.0,0.0
Valour FC,Mathias Janssens,26,g,Mathias,Janssens,1080.0,487.0,360.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,9.0,9.0,0.0,2.0,0.0,5.0,0.0,65.0,43.0,0.0,4.0
Valour FC,Michael Petrasso,9,m,Michael,Petrasso,1301.0,676.0,383.0,0.7,36.0,0.0,5.0,22.0,6.0,33.0,13.0,19.0,14.0,8.0,6.0,147.0,62.0,7.0,3.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,0.0
Valour FC,Michele Paolucci,17,f,Michele,Paolucci,1139.0,343.0,191.0,0.33,4.0,0.0,2.0,6.0,3.0,29.0,11.0,21.0,8.0,7.0,6.0,165.0,60.0,8.0,0.0,2.0,0.0,26.0,15.0,0.0,0.0,0.0,0.0
Valour FC,Nicolás Galvis,14,m,Nicolás,Galvis,488.0,328.0,201.0,0.7,12.0,0.25,0.0,3.0,0.0,7.0,0.0,4.0,3.0,4.0,2.0,60.0,22.0,2.0,9.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0
Valour FC,Raphael Ohin,27,m,Raphael,Ohin,1461.0,1108.0,764.0,0.75,6.0,0.0,0.0,8.0,0.0,25.0,4.0,3.0,22.0,38.0,26.0,218.0,109.0,32.0,20.0,9.0,0.0,27.0,41.0,0.0,0.0,0.0,0.0
Valour FC,Raphaël Garcia,2,d,Raphaël,Garcia,943.0,675.0,387.0,0.75,16.0,0.0,2.0,9.0,0.0,3.0,1.0,1.0,2.0,55.0,36.0,137.0,77.0,20.0,9.0,2.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0
Valour FC,Skylar Thomas,3,d,Skylar,Thomas,1894.0,1119.0,855.0,0.86,1.0,0.0,1.0,8.0,0.0,14.0,3.0,14.0,0.0,37.0,24.0,187.0,113.0,102.0,23.0,5.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0
Valour FC,Stephen Hoyle,17,f,Stephen,Hoyle,237.0,112.0,59.0,0.5,2.0,1.0,0.0,3.0,1.0,10.0,2.0,8.0,2.0,2.0,2.0,34.0,9.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
Valour FC,Tyler Attardo,16,f,Tyler,Attardo,999.0,315.0,154.0,0.0,10.0,0.0,0.0,7.0,6.0,25.0,11.0,23.0,2.0,12.0,6.0,133.0,42.0,6.0,5.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
Valour FC,Tyson Farago,1,g,Tyson,Farago,1440.0,643.0,483.0,0.52,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,6.0,7.0,0.0,0.0,0.0,3.0,0.0,77.0,47.0,13.0,2.0
Valour FC,Yohan Le Bourhis,25,d,Yohan,Le Bourhis,720.0,361.0,250.0,0.47,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,12.0,9.0,61.0,29.0,41.0,5.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0
York9 FC,Austin Ricci,7,f,Austin,Ricci,199.0,138.0,74.0,0.63,5.0,0.0,1.0,4.0,0.0,6.0,0.0,4.0,2.0,5.0,1.0,45.0,20.0,1.0,3.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0
York9 FC,Colm Vance,31,g,Colm,Vance,90.0,42.0,22.0,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0
York9 FC,Cyrus Rollocks,17,f,Cyrus,Rollocks,292.0,115.0,44.0,0.36,7.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,2.0,3.0,2.0,46.0,12.0,1.0,4.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0
York9 FC,Daniel Gogarty,2,d,Daniel,Gogarty,1551.0,1127.0,883.0,0.71,9.0,1.0,0.0,6.0,0.0,5.0,0.0,5.0,0.0,29.0,19.0,108.0,62.0,40.0,21.0,2.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0
York9 FC,Diyaeddine Abzi,20,d,Diyaeddine,Abzi,1814.0,1705.0,984.0,0.83,73.0,0.0,4.0,22.0,1.0,29.0,11.0,15.0,14.0,48.0,35.0,267.0,134.0,31.0,48.0,3.0,0.0,16.0,29.0,0.0,0.0,0.0,0.0
York9 FC,Emilio Estevez,11,m,Estevez,Emilio,627.0,393.0,215.0,0.82,9.0,0.0,1.0,6.0,1.0,11.0,5.0,7.0,4.0,8.0,8.0,113.0,46.0,1.0,4.0,2.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0
York9 FC,Emmanuel Zambazis,14,m,Emmanuel,Zambazis,277.0,294.0,254.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,28.0,18.0,2.0,7.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0
York9 FC,Joseph Di Chiara,8,m,Joseph,Di Chiara,1755.0,1352.0,1001.0,0.75,2.0,0.0,1.0,17.0,2.0,26.0,5.0,12.0,14.0,52.0,32.0,259.0,140.0,18.0,30.0,6.0,0.0,50.0,37.0,0.0,0.0,0.0,0.0
York9 FC,Justin Springer,5,d,Justin,Springer,945.0,479.0,337.0,0.63,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,20.0,13.0,72.0,51.0,47.0,10.0,2.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0
York9 FC,Kyle Porter,19,m,Kyle,Porter,1916.0,1131.0,729.0,0.76,88.0,0.0,4.0,31.0,2.0,34.0,20.0,15.0,19.0,47.0,33.0,216.0,108.0,12.0,22.0,1.0,0.0,27.0,21.0,0.0,0.0,0.0,0.0
York9 FC,Luca Gasparotto,13,d,Luca,Gasparotto,2520.0,1729.0,1390.0,0.79,0.0,0.0,0.0,9.0,1.0,21.0,5.0,20.0,1.0,31.0,24.0,254.0,182.0,117.0,49.0,3.0,0.0,23.0,22.0,0.0,0.0,0.0,0.0
York9 FC,Manuel Aparicio,10,m,Manuel,Aparicio,2159.0,1788.0,1273.0,0.67,40.0,0.33,2.0,37.0,2.0,41.0,12.0,11.0,30.0,56.0,29.0,353.0,149.0,8.0,31.0,5.0,1.0,37.0,56.0,0.0,0.0,0.0,0.0
York9 FC,Matthew Silva,1,g,Matthew,Silva,90.0,34.0,33.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
York9 FC,Michael Cox,92,f,Michael,Cox,184.0,61.0,33.0,0.67,0.0,0.0,0.0,2.0,0.0,6.0,1.0,3.0,3.0,1.0,1.0,27.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
York9 FC,Morey Doner,3,d,Morey,Doner,2250.0,1715.0,1045.0,0.78,71.0,0.2,4.0,16.0,1.0,3.0,1.0,2.0,1.0,40.0,27.0,239.0,145.0,35.0,32.0,3.0,0.0,36.0,22.0,0.0,0.0,0.0,0.0
York9 FC,Nathan Ingham,1,g,Nathan,Ingham,2340.0,1170.0,874.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,24.0,0.0,0.0,0.0,13.0,0.0,122.0,88.0,17.0,6.0
York9 FC,Rodrigo Gattas,22,f,Rodrigo,Gattas,1958.0,1072.0,728.0,0.75,38.0,0.0,0.0,23.0,9.0,77.0,36.0,48.0,29.0,17.0,13.0,214.0,95.0,9.0,13.0,2.0,0.0,21.0,24.0,0.0,0.0,0.0,0.0
York9 FC,Roger Thompson,6,d,Roger,Thompson,802.0,628.0,526.0,0.84,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,9.0,4.0,67.0,36.0,40.0,15.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0
York9 FC,Ryan Telfer,18,m,Ryan,Telfer,2216.0,1533.0,832.0,0.6,164.0,0.0,1.0,66.0,8.0,67.0,29.0,43.0,24.0,52.0,37.0,372.0,202.0,8.0,23.0,2.0,0.0,45.0,25.0,0.0,0.0,0.0,0.0
York9 FC,Simon Karlsson Adjei,12,f,Simon,Karlsson Adjei,1422.0,575.0,341.0,0.88,4.0,0.0,2.0,21.0,7.0,53.0,16.0,39.0,14.0,15.0,10.0,210.0,84.0,6.0,2.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
York9 FC,Stefan Lamanna,21,f,Stefan,Lamanna,77.0,55.0,31.0,0.86,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
York9 FC,Steven Furlano,77,d,Steven,Furlano,517.0,325.0,225.0,0.85,12.0,0.0,2.0,9.0,0.0,3.0,1.0,1.0,2.0,15.0,9.0,62.0,28.0,6.0,10.0,4.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0
York9 FC,Wataru Murofushi,23,m,Wataru,Murofushi,1718.0,1318.0,1062.0,0.79,16.0,0.0,0.0,25.0,3.0,17.0,9.0,10.0,7.0,44.0,29.0,184.0,101.0,2.0,18.0,3.0,0.0,34.0,30.0,0.0,0.0,0.0,0.0
