game,team,position,number,name,first,last,minutes,touches,passes,pass accuracy,crosses,cross accuracy,assists,chances,goals,shots,shots on target,shots in box,shots outside box,tackles,tackles won,duels,duels won,clearances,interceptions,yellow,red,fouls won,fouls conceded,shots faced,saves,claimed crosses,clean sheets
I72,Pacific FC,m,28,Alexander González,Alexander,González,90.00,97.00,74.00,0.84,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,8.00,5.00,23.00,16.00,2.00,1.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00
I72,Pacific FC,d,4,Blake Smith,Blake,Smith,90.00,89.00,60.00,0.87,5.00,0.20,0.00,3.00,0.00,1.00,0.00,0.00,1.00,3.00,3.00,8.00,4.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I72,Pacific FC,m,24,David Norman Jr.,David,Norman Jr.,75.00,61.00,44.00,0.84,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,7.00,4.00,1.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
I72,Pacific FC,d,16,Hendrik Starostzik,Hendrik,Starostzik,90.00,72.00,62.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,1.00,3.00,5.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I72,Pacific FC,f,15,Jose Hernandez,José,Hernández,15.00,8.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I72,Pacific FC,d,7,Kadin Chung,Kadin,Chung,90.00,76.00,48.00,0.67,5.00,0.80,0.00,2.00,0.00,2.00,0.00,0.00,2.00,2.00,0.00,12.00,8.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I72,Pacific FC,d,14,Lukas MacNaughton,Lukas,MacNaughton,90.00,77.00,67.00,0.87,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,15.00,8.00,3.00,2.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00
I72,Pacific FC,f,9,Marcus Haber,Marcus,Haber,29.00,8.00,5.00,0.60,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I72,Pacific FC,g,1,Mark Village,Mark,Village,90.00,47.00,37.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,0.00
I72,Pacific FC,m,17,Matthew Baldisimo,Matthew,Baldisimo,61.00,25.00,16.00,0.81,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,8.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I72,Pacific FC,m,23,Noah Verhoeven,Noah,Verhoeven,23.00,19.00,15.00,0.87,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I72,Pacific FC,f,14,Terran Campbell,Terran,Campbell,90.00,45.00,31.00,0.65,0.00,0.00,0.00,2.00,0.00,3.00,1.00,3.00,0.00,1.00,1.00,18.00,6.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I72,Pacific FC,m,19,Victor Blasco,Victor,Blasco,67.00,51.00,31.00,0.87,4.00,0.25,0.00,3.00,0.00,1.00,1.00,1.00,0.00,2.00,1.00,18.00,9.00,0.00,1.00,0.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00
I72,Pacific FC,m,16,Zachary Verhoven,Zachary,Verhoven,90.00,81.00,36.00,0.64,8.00,0.13,0.00,3.00,0.00,4.00,0.00,3.00,1.00,3.00,2.00,27.00,13.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I72,York9 FC,f,7,Austin Ricci,Austin,Ricci,1.00,2.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I72,York9 FC,d,2,Daniel Gogarty,Daniel,Gogarty,90.00,54.00,32.00,0.72,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,12.00,7.00,4.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I72,York9 FC,m,8,Joseph Di Chiara,Joseph,Di Chiara,90.00,57.00,40.00,0.83,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,4.00,2.00,19.00,8.00,0.00,1.00,1.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00
I72,York9 FC,d,5,Justin Springer,Justin,Springer,90.00,46.00,38.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I72,York9 FC,m,19,Kyle Porter,Kyle,Porter,89.00,40.00,25.00,0.72,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,10.00,5.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I72,York9 FC,d,13,Luca Gasparotto,Luca,Gasparotto,90.00,58.00,45.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,7.00,5.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I72,York9 FC,m,10,Manuel Aparicio,Manuel,Aparicio,89.00,81.00,53.00,0.79,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,5.00,2.00,22.00,12.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00
I72,York9 FC,d,3,Morey Doner,Morey,Doner,90.00,64.00,33.00,0.73,3.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,8.00,4.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I72,York9 FC,g,1,Nathan Ingham,Nathan,Ingham,90.00,50.00,38.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,1.00
I72,York9 FC,f,22,Rodrigo Gattas,Rodrigo,Gattas,73.00,47.00,31.00,0.65,1.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,1.00,1.00,0.00,19.00,8.00,2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I72,York9 FC,f,12,Simon Karlsson Adjei,Simon,Karlsson Adjei,90.00,39.00,22.00,0.64,0.00,0.00,0.00,3.00,2.00,4.00,2.00,4.00,0.00,0.00,0.00,19.00,9.00,1.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00
I72,York9 FC,f,21,Stefan Lamanna,Stefan,Lamanna,1.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I72,York9 FC,d,77,Steven Furlano,Steven,Furlano,17.00,8.00,3.00,0.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I72,York9 FC,m,23,Wataru Murofushi,Wataru,Murofushi,90.00,68.00,46.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,15.00,10.00,0.00,2.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00
I73,Valour FC,d,15,Adam Mitter,Adam,Mitter,26.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
I73,Valour FC,m,10,Dylan Carreiro,Dylan,Carreiro,90.00,37.00,28.00,0.71,1.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,9.00,3.00,1.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I73,Valour FC,m,7,Dylan Sacramento,Dylan,Sacramento,37.00,16.00,10.00,0.80,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,4.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I73,Valour FC,d,4,Jordan Murrell,Jordan,Murrell,90.00,34.00,20.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,9.00,5.00,4.00,1.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I73,Valour FC,m,21,José Antonio Galán Pedrosa,José,Antonio Galán Pedrosa,29.00,15.00,15.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I73,Valour FC,m,5,Louis Béland-Goyette,Louis,Béland-Goyette,90.00,58.00,43.00,0.79,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,2.00,5.00,4.00,11.00,6.00,2.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I73,Valour FC,m,22,Marco Bustos,Marco,Bustos,90.00,52.00,31.00,0.84,2.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,0.00,3.00,3.00,11.00,8.00,0.00,0.00,1.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I73,Valour FC,g,26,Mathias Janssens,Mathias,Janssens,90.00,33.00,26.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,0.00,0.00
I73,Valour FC,m,9,Michael Petrasso,Michael,Petrasso,53.00,21.00,11.00,0.82,1.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,2.00,1.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I73,Valour FC,f,17,Michele Paolucci,Michele,Paolucci,63.00,15.00,9.00,0.78,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,0.00,0.00,7.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I73,Valour FC,m,27,Raphael Ohin,Raphael,Ohin,90.00,60.00,41.00,0.73,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,14.00,5.00,1.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00
I73,Valour FC,d,2,Raphaël Garcia,Raphaël,Garcia,61.00,30.00,13.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,8.00,5.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I73,Valour FC,f,16,Tyler Attardo,Tyler,Attardo,27.00,12.00,7.00,0.29,0.00,0.00,0.00,0.00,1.00,2.00,1.00,2.00,0.00,1.00,1.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I73,Valour FC,d,25,Yohan Le Bourhis,Yohan,Le Bourhis,90.00,29.00,17.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,4.00,3.00,5.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I73,Forge FC,m,1,Alexander Achinioti-Jönsson,Alexander,Achinioti-Jönsson,37.00,30.00,26.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,6.00,5.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I73,Forge FC,f,23,Anthony Novak,Anthony,Novak,90.00,33.00,17.00,0.82,0.00,0.00,0.00,2.00,1.00,2.00,1.00,2.00,0.00,0.00,0.00,9.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I73,Forge FC,d,16,Bertrand Owundi,Bertrand,Owundi,90.00,71.00,66.00,0.97,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I73,Forge FC,f,13,Christopher Nanco,Christopher,Nanco,90.00,58.00,33.00,0.79,1.00,1.00,0.00,2.00,1.00,3.00,1.00,2.00,1.00,2.00,0.00,19.00,8.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I73,Forge FC,d,10,Daniel Krutzen,Daniel,Krutzen,90.00,95.00,88.00,0.91,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I73,Forge FC,m,5,David Choinière,David,Choinière,78.00,47.00,34.00,0.85,2.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,6.00,4.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I73,Forge FC,d,22,Dominic Samuel,Dominic,Samuel,90.00,82.00,53.00,0.93,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,11.00,6.00,1.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00
I73,Forge FC,m,7,Giuliano Frano,Giuliano,Frano,90.00,104.00,92.00,0.87,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,10.00,6.00,0.00,2.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I73,Forge FC,d,8,Jonathan Grant,Jonathan,Grant,90.00,70.00,47.00,0.92,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,12.00,5.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I73,Forge FC,f,30,Kadell Thomas,Kadell,Thomas,12.00,7.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I73,Forge FC,m,3,Kyle Bekker,Kyle,Bekker,90.00,87.00,73.00,0.95,3.00,0.33,0.00,2.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,4.00,2.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I73,Forge FC,m,4,Tristan Borges,Tristan,Borges,53.00,30.00,19.00,0.95,0.00,0.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,9.00,4.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I73,Forge FC,g,9,Triston Henry,Triston,Henry,90.00,37.00,32.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00
I74,Pacific FC,f,21,Alessandro Hojabrpour,Alessandro,Hojabrpour,90.00,56.00,43.00,0.86,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,3.00,10.00,7.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I74,Pacific FC,m,28,Alexander González,Alexander,González,90.00,59.00,49.00,0.86,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,16.00,7.00,1.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00
I74,Pacific FC,m,21,Ben Fisk,Ben,Fisk,89.00,36.00,18.00,0.61,3.00,0.00,0.00,1.00,0.00,3.00,1.00,1.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I74,Pacific FC,m,24,David Norman Jr.,David,Norman Jr.,90.00,58.00,43.00,0.86,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,2.00,2.00,1.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00
I74,Pacific FC,f,15,Jose Hernandez,José,Hernández,60.00,32.00,18.00,0.67,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,2.00,0.00,0.00,14.00,3.00,0.00,2.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I74,Pacific FC,d,7,Kadin Chung,Kadin,Chung,90.00,52.00,30.00,0.77,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,3.00,1.00,9.00,5.00,1.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I74,Pacific FC,d,14,Lukas MacNaughton,Lukas,MacNaughton,90.00,66.00,48.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,8.00,4.00,11.00,1.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00
I74,Pacific FC,f,9,Marcus Haber,Marcus,Haber,22.00,6.00,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I74,Pacific FC,g,1,Mark Village,Mark,Village,90.00,47.00,35.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,2.00,3.00,1.00
I74,Pacific FC,m,23,Noah Verhoeven,Noah,Verhoeven,90.00,69.00,41.00,0.73,5.00,0.40,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,11.00,6.00,1.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I74,Pacific FC,d,3,Ryan McCurdy,Ryan,McCurdy,90.00,54.00,41.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,8.00,7.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I74,Pacific FC,f,14,Terran Campbell,Terran,Campbell,68.00,21.00,16.00,0.75,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,7.00,2.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I74,Pacific FC,m,19,Victor Blasco,Victor,Blasco,1.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I74,Pacific FC,m,16,Zachary Verhoven,Zachary,Verhoven,30.00,23.00,4.00,0.50,1.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,1.00,2.00,2.00,10.00,7.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,m,23,Ajay Khabra,Ajay,Khabra,68.00,53.00,38.00,0.92,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,2.00,1.00,1.00,12.00,5.00,1.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,d,4,Allan Zebie,Allan,Zebie,90.00,67.00,43.00,0.77,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,11.00,6.00,0.00,1.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,d,55,Amer Didic,Amer,Đidić,90.00,60.00,48.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,8.00,5.00,10.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,g,1,Connor James,Connor,James,90.00,45.00,34.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,0.00
I74,FC Edmonton,f,19,Easton Ongaro,Easton,Ongaro,10.00,5.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,m,6,Edem Mortotsi,Edem,Mortotsi,90.00,73.00,53.00,0.76,5.00,0.40,0.00,4.00,0.00,1.00,1.00,1.00,0.00,2.00,1.00,10.00,8.00,1.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,m,14,James Marcelin,James,Marcelin,90.00,76.00,66.00,0.77,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,3.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,d,12,Kareem Moses,Kareem,Moses,90.00,64.00,40.00,0.90,4.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,2.00,2.00,9.00,9.00,2.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,f,17,Marcus Velado-Tsegaye,Marcus,Velado-Tsegaye,59.00,20.00,11.00,0.64,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,1.00,8.00,1.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,d,8,Mélé Temguia,Mélé,Temguia,90.00,75.00,60.00,0.80,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,9.00,4.00,4.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,f,45,Oumar Diouck,Oumar,Diouck,80.00,55.00,37.00,0.70,1.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,7.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,m,10,Philippe Lincourt-Joseph,Philippe,Lincourt-Joseph,22.00,16.00,7.00,0.71,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,7.00,4.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,d,5,Ramón Soria,Ramón,Soria,31.00,28.00,19.00,1.00,3.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I74,FC Edmonton,f,18,Tomi Ameobi,Tomi,Ameobi,90.00,32.00,18.00,0.67,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,1.00,0.00,0.00,14.00,6.00,0.00,0.00,1.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00
I75,Forge FC,f,23,Anthony Novak,Anthony,Novak,25.00,12.00,6.00,0.50,0.00,0.00,1.00,1.00,0.00,2.00,0.00,2.00,0.00,1.00,1.00,4.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I75,Forge FC,d,16,Bertrand Owundi,Bertrand,Owundi,90.00,78.00,71.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,3.00,2.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I75,Forge FC,f,13,Christopher Nanco,Christopher,Nanco,45.00,37.00,17.00,0.71,2.00,0.00,0.00,1.00,1.00,2.00,1.00,1.00,1.00,0.00,0.00,7.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I75,Forge FC,d,10,Daniel Krutzen,Daniel,Krutzen,90.00,96.00,63.00,0.83,4.00,0.00,0.00,3.00,0.00,1.00,1.00,0.00,1.00,2.00,2.00,7.00,4.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I75,Forge FC,d,30,David Edgar,David,Edgar,90.00,66.00,57.00,0.79,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,6.00,5.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I75,Forge FC,d,22,Dominic Samuel,Dominic,Samuel,62.00,40.00,23.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,2.00,3.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I75,Forge FC,m,7,Giuliano Frano,Giuliano,Frano,90.00,77.00,63.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,17.00,8.00,4.00,1.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I75,Forge FC,f,30,Kadell Thomas,Kadell,Thomas,45.00,18.00,9.00,0.56,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,4.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I75,Forge FC,d,16,Klaidi Cela,Klaidi,Cela,28.00,23.00,11.00,0.46,4.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I75,Forge FC,d,2,Kwame Awuah,Kwame,Awuah,65.00,32.00,22.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,7.00,4.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I75,Forge FC,m,3,Kyle Bekker,Kyle,Bekker,90.00,68.00,53.00,0.94,6.00,0.17,0.00,3.00,0.00,2.00,0.00,0.00,2.00,1.00,1.00,4.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I75,Forge FC,f,9,Marcel Zajac,Marcel,Zajac,90.00,28.00,13.00,0.69,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,12.00,5.00,0.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00
I75,Forge FC,m,4,Tristan Borges,Tristan,Borges,90.00,46.00,21.00,0.71,5.00,0.00,0.00,0.00,1.00,4.00,1.00,3.00,1.00,1.00,1.00,11.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I75,Forge FC,g,9,Triston Henry,Triston,Henry,90.00,37.00,28.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,0.00,0.00
I75,HFX Wanderers FC,m,11,Akeem Garcia,Akeem,Garcia,90.00,27.00,14.00,0.71,1.00,0.00,0.00,1.00,1.00,5.00,4.00,5.00,0.00,0.00,0.00,7.00,2.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
