game,team,position,number,name,first,last,minutes,touches,passes,pass-acc,crosses,cross-acc,assists,chances,goals,shots,s-target,s-box,s-out-box,tackles,t-won,duels,d-won,clearances,interceptions,yellow,red,f-won,f-conceded,shots faced,saves,claimed crosses,cs
I10,Forge FC,f,30,Kadell Thomas,Kadell,Thomas,73.00,47.00,20.00,0.85,3.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,1.00,12.00,4.00,0.00,0.00,1.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00
I10,Forge FC,d,2,Kwame Awuah,Kwame,Awuah,90.00,98.00,54.00,0.80,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,19.00,9.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I10,Forge FC,f,9,Marcel Zajac,Marcel,Zajac,32.00,15.00,8.00,0.75,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I10,Forge FC,g,17,Quillan Roberts,Quillan,Roberts,90.00,27.00,15.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,0.00
I10,Forge FC,m,4,Tristan Borges,Tristan,Borges,80.00,67.00,40.00,0.88,4.00,0.25,0.00,4.00,1.00,2.00,1.00,1.00,1.00,3.00,3.00,11.00,10.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,d,12,Dean Northover,Dean,Northover,90.00,59.00,26.00,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,18.00,11.00,3.00,2.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,d,4,Dominick Zator,Dominick,Zator,90.00,56.00,39.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,9.00,7.00,6.00,4.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,f,19,Dominique Malonga,Dominique,Malonga,90.00,35.00,25.00,0.72,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,6.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,m,16,Elijah Adekugbe,Elijah,Adekugbe,90.00,56.00,41.00,0.83,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,14.00,9.00,1.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,m,15,Joel Waterman,Joel,Waterman,90.00,70.00,46.00,0.72,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,3.00,10.00,4.00,3.00,6.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,d,14,Jonathan Wheeldon,Jonathan,Wheeldon,90.00,45.00,35.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,7.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,f,9,Jordan Brown,Jordan,Brown,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,m,11,José Escalante,José,Escalante,56.00,36.00,16.00,0.56,4.00,0.50,0.00,1.00,0.00,1.00,0.00,0.00,1.00,4.00,3.00,19.00,7.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,g,1,Marco Carducci,Marco,Carducci,90.00,46.00,41.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,3.00,2.00,0.00,0.00
I10,Cavalry FC,m,18,Mauro Eustaquio,Mauro,Eustaquio,12.00,15.00,12.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,d,3,Nathan Mavila,Nathan,Mavila,89.00,46.00,28.00,0.57,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,12.00,5.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,f,17,Nico Pasquotti,Nico,Pasquotti,34.00,15.00,6.00,0.83,2.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,7.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,m,6,Nikolas Ledgerwood,Nikolas,Ledgerwood,78.00,40.00,25.00,0.56,3.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,3.00,2.00,15.00,5.00,0.00,3.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I10,Cavalry FC,m,10,Sergio Camargo,Sergio,Camargo,90.00,33.00,19.00,0.74,0.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,0.00,2.00,1.00,16.00,4.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,d,4,Allan Zebie,Allan,Zebie,41.00,21.00,14.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,d,55,Amer Didic,Amer,Đidić,90.00,41.00,30.00,0.90,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,7.00,4.00,5.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,m,20,Bruno Zebie,Bruno,Zebie,49.00,21.00,13.00,0.77,1.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,g,1,Connor James,Connor,James,90.00,50.00,39.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00
I11,FC Edmonton,m,14,James Marcelin,James,Marcelin,90.00,42.00,28.00,0.86,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,3.00,0.00,13.00,7.00,0.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,d,3,Jeannot Esua,Jeannot,Esua,90.00,47.00,26.00,0.54,7.00,0.14,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,11.00,7.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,d,12,Kareem Moses,Kareem,Moses,90.00,48.00,26.00,0.62,2.00,0.50,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,1.00,11.00,5.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,d,8,Mélé Temguia,Mélé,Temguia,90.00,37.00,30.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,f,45,Oumar Diouck,Oumar,Diouck,32.00,22.00,11.00,0.73,1.00,0.00,0.00,2.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,7.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,m,10,Philippe Lincourt-Joseph,Philippe,Lincourt-Joseph,28.00,15.00,10.00,0.70,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,d,5,Ramón Soria,Ramón,Soria,90.00,46.00,35.00,0.77,5.00,0.20,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,6.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,f,11,Randy Edwini-Bonsu,Randy,Edwini-Bonsu,58.00,15.00,7.00,0.43,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I11,FC Edmonton,m,7,Yong-Chan Son,Yong-Chan,Son,90.00,52.00,21.00,0.86,4.00,0.00,0.00,4.00,0.00,1.00,0.00,1.00,0.00,3.00,2.00,11.00,5.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I11,Pacific FC,m,13,Ahmed Alghamdi,Ahmed,Alghamdi,6.00,25.00,22.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I11,Pacific FC,f,21,Alessandro Hojabrpour,Alessandro,Hojabrpour,31.00,33.00,26.00,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I11,Pacific FC,m,21,Ben Fisk,Ben,Fisk,90.00,58.00,49.00,0.86,4.00,0.50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I11,Pacific FC,d,20,Emile Legault,Emile,Legault,90.00,60.00,34.00,0.88,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,11.00,7.00,4.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
I11,Pacific FC,f,11,Issey Nakajima-Farran,Issey,Nakajima-Farran,16.00,16.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,2.00,0.00,1.00,1.00,5.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I11,Pacific FC,f,15,Jose Hernandez,José,Hernández,74.00,32.00,18.00,0.89,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,11.00,5.00,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I11,Pacific FC,d,7,Kadin Chung,Kadin,Chung,90.00,72.00,47.00,0.92,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,5.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I11,Pacific FC,d,14,Lukas MacNaughton,Lukas,MacNaughton,90.00,95.00,81.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,4.00,7.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I11,Pacific FC,g,1,Mark Village,Mark,Village,90.00,32.00,21.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,0.00,1.00
I11,Pacific FC,m,17,Matthew Baldisimo,Matthew,Baldisimo,84.00,73.00,64.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,8.00,3.00,3.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I11,Pacific FC,m,23,Noah Verhoeven,Noah,Verhoeven,90.00,68.00,52.00,0.89,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,5.00,3.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I11,Pacific FC,d,3,Ryan McCurdy,Ryan,McCurdy,90.00,89.00,76.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,6.00,3.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I11,Pacific FC,f,14,Terran Campbell,Terran,Campbell,90.00,34.00,19.00,0.79,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,1.00,0.00,0.00,10.00,4.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I11,Pacific FC,m,19,Victor Blasco,Victor,Blasco,59.00,26.00,23.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I12,Valour FC,m,23,Ali Musse,Ali,Musse,61.00,17.00,8.00,0.50,0.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I12,Valour FC,m,8,Diego Gutiérrez,Diego,Gutiérrez,90.00,72.00,54.00,0.85,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.00,4.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I12,Valour FC,m,10,Dylan Carreiro,Dylan,Carreiro,45.00,21.00,13.00,0.69,2.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I12,Valour FC,m,7,Dylan Sacramento,Dylan,Sacramento,79.00,70.00,50.00,0.70,4.00,0.50,0.00,2.00,0.00,1.00,0.00,0.00,1.00,3.00,1.00,11.00,6.00,1.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I12,Valour FC,f,77,Federico Peña,Federico,Peña,11.00,11.00,7.00,0.43,2.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I12,Valour FC,m,11,Glenn Muenkat,Glenn,Muenkat,90.00,59.00,30.00,0.67,2.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,1.00,2.00,0.00,18.00,10.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I12,Valour FC,d,4,Jordan Murrell,Jordan,Murrell,90.00,65.00,54.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,14.00,11.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I12,Valour FC,m,5,Louis Béland-Goyette,Louis,Béland-Goyette,90.00,76.00,66.00,0.85,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I12,Valour FC,m,22,Marco Bustos,Marco,Bustos,90.00,71.00,44.00,0.80,4.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,3.00,2.00,1.00,18.00,11.00,0.00,3.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I12,Valour FC,d,6,Martín Arguiñarena,Martín,Arguiñarena,90.00,92.00,54.00,0.69,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,23.00,14.00,1.00,1.00,0.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00
I12,Valour FC,d,2,Raphaël Garcia,Raphaël,Garcia,45.00,39.00,26.00,0.85,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,9.00,3.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I12,Valour FC,d,3,Skylar Thomas,Skylar,Thomas,90.00,71.00,55.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,10.00,8.00,2.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I12,Valour FC,f,17,Stephen Hoyle,Stephen,Hoyle,29.00,9.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I12,Valour FC,g,1,Tyson Farago,Tyson,Farago,90.00,27.00,19.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
I12,Forge FC,m,1,Alexander Achinioti-Jönsson,Alexander,Achinioti-Jönsson,90.00,54.00,39.00,0.72,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,15.00,9.00,2.00,3.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I12,Forge FC,f,23,Anthony Novak,Anthony,Novak,63.00,42.00,20.00,0.55,0.00,0.00,0.00,1.00,1.00,2.00,2.00,2.00,0.00,0.00,0.00,16.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I12,Forge FC,d,16,Bertrand Owundi,Bertrand,Owundi,90.00,41.00,35.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,1.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I12,Forge FC,f,13,Christopher Nanco,Christopher,Nanco,27.00,11.00,6.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I12,Forge FC,d,10,Daniel Krutzen,Daniel,Krutzen,90.00,65.00,44.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,8.00,5.00,3.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I12,Forge FC,d,22,Dominic Samuel,Dominic,Samuel,90.00,44.00,33.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I12,Forge FC,m,6,Elimane Cissé,Elimane,Cissé,90.00,52.00,35.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,16.00,4.00,1.00,4.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
I12,Forge FC,m,7,Giuliano Frano,Giuliano,Frano,90.00,76.00,43.00,0.70,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,10.00,6.00,2.00,5.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I12,Forge FC,f,30,Kadell Thomas,Kadell,Thomas,33.00,16.00,9.00,0.67,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,6.00,2.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I12,Forge FC,d,2,Kwame Awuah,Kwame,Awuah,6.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I12,Forge FC,m,3,Kyle Bekker,Kyle,Bekker,90.00,61.00,49.00,0.80,1.00,1.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,0.00,8.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
I12,Forge FC,f,9,Marcel Zajac,Marcel,Zajac,57.00,49.00,29.00,0.86,1.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,2.00,4.00,3.00,12.00,6.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I12,Forge FC,m,4,Tristan Borges,Tristan,Borges,84.00,73.00,25.00,0.80,5.00,0.20,0.00,0.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,31.00,15.00,0.00,2.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00
I12,Forge FC,g,9,Triston Henry,Triston,Henry,90.00,31.00,22.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,2.00,2.00,0.00,1.00
I13,Pacific FC,f,21,Alessandro Hojabrpour,Alessandro,Hojabrpour,90.00,52.00,43.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,11.00,6.00,2.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00
I13,Pacific FC,m,21,Ben Fisk,Ben,Fisk,85.00,60.00,31.00,0.81,11.00,0.27,1.00,2.00,1.00,4.00,3.00,1.00,3.00,1.00,1.00,12.00,4.00,1.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I13,Pacific FC,d,4,Blake Smith,Blake,Smith,90.00,66.00,42.00,0.81,4.00,0.25,0.00,1.00,0.00,1.00,0.00,0.00,1.00,2.00,2.00,9.00,5.00,2.00,3.00,1.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I13,Pacific FC,f,11,Issey Nakajima-Farran,Issey,Nakajima-Farran,5.00,1.00,0.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I13,Pacific FC,f,15,Jose Hernandez,José,Hernández,45.00,38.00,19.00,0.68,2.00,0.50,1.00,2.00,0.00,1.00,1.00,0.00,1.00,4.00,4.00,17.00,6.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00
I13,Pacific FC,d,7,Kadin Chung,Kadin,Chung,90.00,71.00,42.00,0.69,3.00,0.33,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.00,2.00,7.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I13,Pacific FC,d,14,Lukas MacNaughton,Lukas,MacNaughton,90.00,47.00,40.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,9.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I13,Pacific FC,f,9,Marcus Haber,Marcus,Haber,90.00,37.00,25.00,0.60,0.00,0.00,0.00,1.00,1.00,6.00,1.00,6.00,0.00,0.00,0.00,13.00,5.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I13,Pacific FC,g,1,Mark Village,Mark,Village,90.00,44.00,32.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,0.00,1.00,0.00,4.00,2.00,1.00,0.00
I13,Pacific FC,m,17,Matthew Baldisimo,Matthew,Baldisimo,77.00,44.00,31.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,14.00,6.00,1.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
I13,Pacific FC,m,23,Noah Verhoeven,Noah,Verhoeven,90.00,59.00,43.00,0.91,4.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,10.00,3.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
I13,Pacific FC,d,3,Ryan McCurdy,Ryan,McCurdy,90.00,48.00,38.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,7.00,4.00,2.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
I13,Pacific FC,f,14,Terran Campbell,Terran,Campbell,45.00,29.00,21.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,6.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I13,Pacific FC,m,19,Victor Blasco,Victor,Blasco,13.00,6.00,4.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I13,York9 FC,f,17,Cyrus Rollocks,Cyrus,Rollocks,1.00,1.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I13,York9 FC,d,2,Daniel Gogarty,Daniel,Gogarty,90.00,66.00,52.00,0.85,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,5.00,1.00,6.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I13,York9 FC,d,20,Diyaeddine Abzi,Diyaeddine,Abzi,15.00,6.00,3.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
I13,York9 FC,m,11,Emilio Estevez,Estevez,Emilio,45.00,24.00,14.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00
I13,York9 FC,d,5,Justin Springer,Justin,Springer,45.00,34.00,23.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,4.00,1.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
I13,York9 FC,m,19,Kyle Porter,Kyle,Porter,75.00,51.00,24.00,0.63,4.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,3.00,12.00,5.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
I13,York9 FC,d,13,Luca Gasparotto,Luca,Gasparotto,90.00,62.00,53.00,0.74,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,9.00,9.00,4.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
I13,York9 FC,m,10,Manuel Aparicio,Manuel,Aparicio,90.00,60.00,41.00,0.71,4.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,12.00,6.00,0.00,1.00,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
I13,York9 FC,g,1,Nathan Ingham,Nathan,Ingham,90.00,54.00,38.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,4.00,0.00,0.00,0.00,1.00,0.00,5.00,3.00,2.00,0.00
I13,York9 FC,f,22,Rodrigo Gattas,Rodrigo,Gattas,90.00,57.00,31.00,0.65,3.00,0.00,0.00,3.00,1.00,6.00,3.00,4.00,2.00,3.00,3.00,17.00,11.00,0.00,0.00,1.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00
