Rank,GM,optaTeamId,team,leagueId,league,week,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,game,date,gameId,oppOptaTeamId,scatterId,scatterExtra
172,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,4,3,1,1,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,5,3,83,30,306,89,104,1.08,1,0,0.96,2,2,1,5,6,13,2,0,60,1,0,0,523,63,8,19,12,59,73.00%,18,13,68,3,1,9,2,3,9,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,4,1,0,3,2,2,2,2,0,0,0,0,0,1,0,6,17,172,181,170,26,48.70%,63.10%,80,48,65,109,116,0,21.2,10,52.90%,34,1.57,HFX vs EDM,2019-09-28,5gk087h2bwqn6u7ux5gmezpm2,6925,5gmx3o5y2oc0i6rowjwtu7jvu:1052457,HFX vs EDM (2019-09-28)
172,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,6,4,2,1,2,4,1,0,0,0,0,1,1,2,1,1,2,1,0,4,3,66,25,327,116,120,0.99,2,1,0.44,1,0,5,5,10,12,2,1,47,4,0,0,523,72,1,17,16,64,45.00%,27,11,58,1,3,10,0,3,8,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,2,1,1,1,0,1,2,0,0,1,6,4,14,103,182,238,19,51.40%,72.20%,139,39,58,92,180,0,19.4,22,44.10%,34,2.57,YK9 vs HFX,2019-10-19,5oyl3jwgr2padsvpkvdc24ay2,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052472,YK9 vs HFX (2019-10-19)
172,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,2,3,12,7,0,0,0,0,1,0,1,1,1,1,0,0,5,7,51,24,356,175,106,1.75,1,1,1.61,3,3,2,13,15,19,2,0,48,9,1,0,523,39,7,7,9,31,60.90%,7,3,55,2,2,5,1,4,9,4,0,0,0,0,0,0,2,1,1,0,3,0,0,0,3,1,0,2,2,1,1,2,0,0,0,0,0,2,2,2,6,106,189,228,17,36.80%,78.90%,133,32,116,137,178,0,20.8,9,66.70%,18,1.23,VAL vs PAC,2019-06-21,4utuyg569u044xn8dje4lbhii,15380,dd2vf0yzjm7jm7cak9tf11sa2:1052391,VAL vs PAC (2019-06-21)
175,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,66,32,342,145,99,0.42,0,0,0.38,1,1,0,4,4,5,0,0,51,2,0,0,522,49,4,11,11,51,78.90%,22,7,52,6,2,8,2,3,10,2,0,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,9,94,213,215,16,39.50%,71.30%,121,29,94,129,171,0,20.3,4,52.80%,36,0.58,CAV vs EDM,2019-05-18,4olbjfy802p7g4xn3im4auooa,15381,73xrv2025rnj0t3y9ayp83bec:1052388,CAV vs EDM (2019-05-18)
176,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,52,27,325,152,94,0.77,0,0,0.72,1,1,2,5,7,15,0,0,59,6,0,0,516,36,13,13,19,57,89.70%,12,6,48,4,4,4,3,5,8,4,0,0,1,0,0,0,2,0,2,0,8,1,0,2,4,1,0,6,6,2,0,6,0,2,2,0,0,1,3,2,7,85,207,224,10,41.20%,75.70%,128,30,88,126,157,0,20.3,3,57.90%,19,2.46,FOR vs HFX,2019-07-17,50lvb1tu0w2o89aadta8zhn56,15377,5gmx3o5y2oc0i6rowjwtu7jvu:1052417,FOR vs HFX (2019-07-17)
177,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,12,12,0,3,1,7,2,2,1,0,0,7,0,4,1,2,3,0,6,3,11,78,26,324,96,124,5.32,8,4,2.81,8,4,6,10,16,16,3,2,66,11,0,0,514,54,5,7,7,28,52.20%,9,4,51,4,3,12,6,2,12,1,1,0,0,0,0,1,0,0,0,2,2,0,0,2,0,0,0,2,0,2,0,0,0,1,1,0,0,1,0,2,6,189,126,199,50,44.40%,67.90%,99,60,61,96,141,0,21.3,11,62.50%,40,0.39,VAL vs CAV,2019-09-02,5c8rrlegmweliih2y599gcjmy,15378,41ewt71n8fqwy6trsqta1bjvu:1052446,VAL vs CAV (2019-09-02)
178,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,1,0,1,0,5,4,0,0,0,0,1,0,0,1,1,1,0,0,3,1,79,32,336,109,116,0.36,1,1,0.2,0,0,1,3,4,16,0,0,50,8,0,0,513,60,2,7,9,42,39.10%,23,7,43,5,3,11,1,4,4,1,0,0,0,0,0,0,3,2,1,0,5,0,0,3,3,2,0,3,4,1,1,1,0,1,1,0,0,3,5,0,5,110,208,195,15,41.40%,67.00%,108,42,75,125,147,0,21.4,14,61.00%,41,3.23,CAV vs EDM,2019-10-19,5nw6ub2q95ptd6n71ec66yp9m,15381,73xrv2025rnj0t3y9ayp83bec:1052470,CAV vs EDM (2019-10-19)
179,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,2,0,9,2,0,0,1,0,1,0,1,0,2,0,0,1,4,6,51,37,285,110,87,0.85,1,1,0.55,0,0,3,7,10,16,1,0,67,8,0,0,510,39,5,25,12,75,90.90%,30,16,62,1,4,4,3,3,3,4,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,4,15,105,228,177,17,49.50%,69.10%,94,29,74,116,127,0,19.6,3,76.90%,26,0.89,HFX vs FOR,2019-09-18,584qg6tkjgokrqfqet8v0uulm,15377,5gmx3o5y2oc0i6rowjwtu7jvu:1052436,HFX vs FOR (2019-09-18)
180,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,50,32,353,192,79,0.04,2,1,0.04,0,0,1,0,1,13,0,0,41,4,0,0,509,40,10,6,14,49,66.70%,18,7,48,4,5,4,1,3,6,2,0,0,0,0,0,0,1,1,0,0,4,0,0,1,2,2,0,2,2,2,1,2,1,0,1,0,0,1,1,8,9,42,223,244,2,37.10%,76.80%,149,16,106,140,193,0,19.9,8,63.20%,19,1.29,FOR vs EDM,2019-07-06,4ypbcugzi0b9jaqs2xkhvvv56,15377,73xrv2025rnj0t3y9ayp83bec:1052410,FOR vs EDM (2019-07-06)
181,1,15382,York9,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,2,1,2,2,0,0,0,0,1,0,1,1,0,1,0,0,2,2,70,27,318,104,117,0.93,1,1,0.66,2,1,2,5,7,16,0,0,56,8,0,0,507,64,6,7,0,43,61.90%,30,17,44,4,5,11,3,5,11,1,0,1,0,0,0,1,3,2,1,0,3,1,0,0,3,0,0,2,3,0,2,1,0,0,0,0,0,3,3,6,22,120,162,225,16,48.70%,69.50%,120,32,69,101,166,0,21.4,8,64.30%,28,2.31,CAV vs YK9,2019-08-22,58o6zzicprr1k9tfa96qsyo2y,15381,cqthcpums3aas2tdy0qhlkuwa:1052437,CAV vs YK9 (2019-08-22)
182,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,3,3,1,3,5,3,0,0,3,0,1,0,0,1,0,2,0,0,5,4,66,12,308,147,83,1.51,1,1,0.89,1,1,2,3,5,19,0,0,61,8,0,0,504,43,4,14,8,61,69.20%,34,15,33,4,4,6,4,2,9,2,0,0,0,0,1,0,3,2,1,0,5,0,0,3,1,0,0,5,2,3,1,1,1,2,1,0,0,4,3,6,3,109,173,222,15,35.40%,74.70%,123,27,80,107,160,0,21.3,8,62.50%,32,2.11,PAC vs HFX,2019-07-20,52jsbc4wgu4ddcx6sah2u40oa,15380,5gmx3o5y2oc0i6rowjwtu7jvu:1052420,PAC vs HFX (2019-07-20)
183,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,8,4,4,2,2,8,3,0,0,0,0,3,1,3,1,2,1,1,2,5,8,84,19,295,65,127,1.46,4,4,1.24,2,3,4,10,14,11,0,0,52,6,0,0,502,64,4,18,11,67,75.90%,34,19,51,1,5,7,0,4,4,3,0,0,0,0,0,0,2,2,0,0,4,1,0,2,2,0,0,2,2,2,1,1,0,1,1,0,0,2,3,2,13,132,162,208,24,44.70%,65.10%,107,53,32,72,153,1,20.6,7,35.60%,45,1.7,YK9 vs VAL,2019-09-15,5e6552cfhize1wrtn1985u6p6,15382,dd2vf0yzjm7jm7cak9tf11sa2:1052453,YK9 vs VAL (2019-09-15)
184,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,4,2,2,3,0,7,3,1,1,0,0,2,0,0,1,2,1,0,1,2,6,57,23,321,131,110,1.86,2,1,1.05,2,1,4,8,12,24,2,1,58,11,0,0,500,51,5,18,10,52,71.90%,19,4,50,5,2,11,2,2,4,0,0,0,0,0,0,1,1,1,0,1,5,0,0,3,1,1,0,4,3,2,0,2,0,1,3,1,0,3,2,4,1,128,198,174,19,42.70%,75.10%,102,43,96,124,136,1,20.6,9,58.60%,29,2.31,PAC vs VAL,2019-08-24,59rvi4n7b87w3y0wrthvblqwa,15378,b3436h8h14zw7f1uv6w9vqf6y:1052439,PAC vs VAL (2019-08-24)
184,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,6,3,3,1,0,5,3,0,0,0,0,1,0,1,0,1,0,0,1,2,8,69,32,302,105,96,1.02,1,0,0.47,1,0,0,8,8,22,1,1,61,9,0,0,500,63,3,12,3,46,60.00%,25,11,42,7,5,6,0,6,4,1,0,0,0,0,0,1,1,1,0,0,5,0,1,3,1,0,0,5,2,3,0,1,2,1,1,0,0,1,3,6,7,110,197,193,16,45.00%,66.60%,106,24,71,118,137,0,20.7,10,58.30%,48,2.29,CAV vs PAC,2019-08-29,5biy9aa4r6bw4jex62d7bi25m,15381,b3436h8h14zw7f1uv6w9vqf6y:1052444,CAV vs PAC (2019-08-29)
186,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,2,0,2,1,3,1,0,0,0,0,1,0,1,0,0,0,1,0,4,1,99,34,294,58,103,1.09,1,1,0.64,2,1,1,2,3,14,4,1,47,5,0,0,497,56,7,5,10,61,57.10%,36,21,60,4,3,5,1,7,7,1,0,0,0,0,0,0,2,2,0,0,5,0,0,1,2,0,0,4,2,3,1,3,1,1,1,0,0,4,6,8,11,116,186,195,19,60.20%,54.80%,76,41,44,95,137,0,21.5,9,44.70%,38,3.73,CAV vs FOR,2019-10-10,548tpbwhe2nvkm81pqgvsrjai,15381,c2pdzdl3dgf5b0siidn2ay5ii:1052425,CAV vs FOR (2019-10-10)
187,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,4,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,81,41,322,101,99,0.35,0,0,0.32,0,0,0,6,6,11,0,0,46,5,0,0,492,61,3,9,9,39,66.70%,18,8,54,3,7,6,4,4,7,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,2,1,1,0,1,0,0,1,0,0,3,1,2,14,89,200,203,9,55.00%,62.10%,104,21,75,140,145,0,21.2,6,41.20%,34,1.06,CAV vs VAL,2019-05-09,4lfui87m3zeqqeec2n1i4huui,15381,dd2vf0yzjm7jm7cak9tf11sa2:1052382,CAV vs VAL (2019-05-09)
187,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,68,46,321,132,75,0.39,0,0,0.31,0,0,0,5,5,19,1,1,54,11,0,0,492,66,3,7,4,36,47.60%,20,13,46,2,7,12,3,4,12,2,0,1,1,0,0,0,8,8,0,0,5,0,1,1,2,0,0,5,5,0,3,0,0,2,1,0,0,4,8,8,8,63,195,234,6,42.40%,64.50%,117,22,68,118,169,0,20.5,11,37.50%,40,5.32,VAL vs CAV,2019-09-02,5c8rrlegmweliih2y599gcjmy,15381,dd2vf0yzjm7jm7cak9tf11sa2:1052446,VAL vs CAV (2019-09-02)
189,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,4,3,1,4,1,6,3,0,0,1,0,1,0,1,0,1,0,0,1,2,7,77,24,300,110,89,1.1,1,0,0.81,1,1,1,7,8,15,0,0,67,8,0,0,490,70,11,13,10,54,57.10%,20,11,45,7,1,10,4,5,6,2,0,1,0,0,0,2,1,1,0,0,4,0,0,2,2,1,0,3,1,3,0,2,0,1,1,1,1,4,2,4,6,98,177,215,18,41.70%,66.30%,103,26,70,98,156,0,21.8,18,45.70%,46,2.19,YK9 vs CAV,2019-09-28,5hmjvfnz6s1yxo8yewvda00ve,15382,41ewt71n8fqwy6trsqta1bjvu:1052459,YK9 vs CAV (2019-09-28)
190,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,2,3,2,0,3,1,0,0,0,0,0,2,1,0,2,0,0,2,1,5,68,13,299,134,84,1.2,2,1,1.08,1,1,2,5,7,10,0,0,52,1,0,0,485,57,7,13,17,62,71.40%,25,11,51,6,0,12,2,6,9,2,1,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,5,2,3,2,1,0,3,0,0,0,2,1,2,7,87,175,223,12,42.80%,72.90%,121,22,75,109,159,0,24.2,8,45.20%,31,0.97,YK9 vs CAV,2019-06-26,4x5d9c3op0jd4zd5tk7w0lylm,15382,41ewt71n8fqwy6trsqta1bjvu:1052405,YK9 vs CAV (2019-06-26)
191,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,5,2,3,2,4,3,2,0,0,0,0,0,2,2,0,1,0,0,2,4,3,60,29,279,91,99,1.25,2,2,1.16,2,2,4,8,12,13,1,1,57,6,1,0,473,53,8,12,10,64,66.70%,27,11,48,1,6,7,1,6,7,1,1,0,0,0,0,0,0,0,0,0,8,1,1,3,3,1,0,6,6,2,2,2,1,4,0,0,0,2,5,4,8,78,200,195,13,43.70%,68.10%,104,27,59,96,143,0,19.8,10,48.60%,35,3.52,YK9 vs VAL,2019-08-10,55ug6j26bfssigo14xk3zl9ii,15382,dd2vf0yzjm7jm7cak9tf11sa2:1052430,YK9 vs VAL (2019-08-10)
192,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,2,0,4,1,0,0,0,0,1,0,2,0,2,0,0,1,2,3,64,25,307,119,99,1.77,2,0,0.42,2,0,4,3,7,9,0,0,41,2,0,0,472,60,6,13,7,40,67.90%,13,10,53,8,2,12,3,5,2,0,0,0,1,0,0,0,6,5,1,0,3,0,0,1,3,1,0,2,2,1,1,1,0,0,0,0,0,5,1,4,16,100,175,197,18,41.40%,71.00%,109,32,77,115,139,0,19.9,9,56.50%,23,1.11,YK9 vs HFX,2019-07-27,53zb6pb4vgyd6ei4nyntxr42y,15382,5gmx3o5y2oc0i6rowjwtu7jvu:1052422,YK9 vs HFX (2019-07-27)
193,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,1,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,63,27,257,56,111,1.03,1,1,1.03,2,2,0,5,5,21,3,1,44,9,0,0,466,77,5,12,11,57,53.10%,29,14,54,5,4,10,2,4,2,3,1,1,0,0,1,2,0,0,0,0,5,0,0,3,3,0,0,4,3,2,1,1,0,1,1,0,0,4,2,6,14,137,154,175,17,55.60%,65.00%,86,49,32,71,123,0,19.5,15,33.30%,30,1.7,CAV vs FOR,2019-06-22,4vss0kvhfu78tzig6ibaksnl6,15381,c2pdzdl3dgf5b0siidn2ay5ii:1052402,CAV vs FOR (2019-06-22)
194,1,6925,Edmonton,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,2,2,0,2,1,1,3,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,3,60,16,290,122,92,0.54,0,0,0.48,0,0,5,4,9,15,2,0,45,8,0,0,457,39,8,8,9,32,76.20%,7,2,41,3,2,4,2,4,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,2,0,8,9,129,173,155,15,45.90%,73.80%,95,37,82,116,127,0,20.9,5,40.00%,25,0.66,EDM vs PAC,2019-05-12,4nd4fza6mmhp87jrctliuzz3e,15380,73xrv2025rnj0t3y9ayp83bec:1052385,EDM vs PAC (2019-05-12)
195,1,15377,Forge,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,1,1,1,0,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,2,1,66,34,233,57,76,0.77,1,1,0.77,1,1,0,4,4,17,2,1,66,6,0,0,456,70,7,14,11,69,75.00%,35,19,37,7,5,9,2,8,9,1,1,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2,0,2,0,1,0,0,1,0,0,3,2,2,10,86,225,145,9,65.20%,57.10%,61,19,53,112,92,0,24.3,7,46.70%,45,1.4,CAV vs FOR,2019-11-02,7f2xl06opfb8koy1jdrzjd0fe,15381,c2pdzdl3dgf5b0siidn2ay5ii:2031832,CAV vs FOR (2019-11-02)
196,1,15380,Pacific,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,2,1,1,1,2,3,2,1,1,1,0,1,0,0,0,1,0,1,0,2,2,76,26,291,110,79,1.43,1,0,0.51,2,1,1,3,4,13,2,2,46,9,0,0,452,49,5,10,7,34,75.00%,11,1,48,3,3,7,3,2,4,1,0,0,0,0,0,0,4,3,1,1,4,0,0,1,0,1,0,3,3,1,2,1,0,2,2,1,0,4,7,0,6,85,168,199,9,49.10%,64.90%,101,20,68,106,156,0,20.2,5,36.10%,36,3.7,CAV vs PAC,2019-09-22,5frccedgczakga77kz816gq5m,15381,b3436h8h14zw7f1uv6w9vqf6y:1052456,CAV vs PAC (2019-09-22)
197,1,15376,HFX Wanderers,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,64,28,252,89,71,0.17,0,0,0.17,0,0,1,4,5,14,1,0,42,6,0,0,444,55,6,12,11,59,62.10%,28,11,49,7,5,6,3,3,6,4,0,1,0,0,1,0,2,1,1,0,3,0,0,2,1,1,0,2,3,0,0,1,2,0,0,0,1,2,1,0,10,80,208,156,4,53.20%,63.50%,62,25,73,116,100,0,20.4,11,35.30%,17,0.96,CAV vs HFX,2019-10-05,5l2yv4eiv12t5oztzmppfxsoa,15381,5gmx3o5y2oc0i6rowjwtu7jvu:1052464,CAV vs HFX (2019-10-05)
198,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,1,0,0,2,3,3,0,0,0,0,1,0,1,0,0,0,1,0,1,3,78,26,280,90,86,0.26,1,1,0.21,0,0,0,4,4,19,0,0,43,12,0,0,430,52,4,5,7,42,52.90%,25,13,46,4,3,6,1,1,13,2,0,0,0,0,0,1,4,3,1,0,4,1,0,3,1,0,0,3,3,1,1,0,0,3,0,0,0,2,6,4,7,53,170,207,6,50.70%,62.90%,113,19,44,95,155,1,23.6,8,25.90%,27,3.45,CAV vs VAL,2019-10-03,5idvsd95cy7kruwzuxt7aghgq,15381,dd2vf0yzjm7jm7cak9tf11sa2:1052460,CAV vs VAL (2019-10-03)
199,1,15378,Valour,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,3,2,1,1,1,6,3,0,0,0,0,1,0,1,0,0,0,0,1,3,6,53,19,273,103,98,1.24,1,1,1.03,1,1,0,7,7,9,0,0,46,4,0,0,413,47,7,16,4,46,71.90%,17,3,45,2,6,12,0,5,6,2,0,1,0,0,3,0,3,3,0,0,2,0,0,2,1,0,0,2,0,2,0,0,0,1,0,0,1,2,3,4,6,84,148,181,15,42.90%,73.60%,106,36,59,88,136,0,21.4,9,42.10%,19,2,VAL vs FOR,2019-09-13,5dgq85s1yv24xf4gel3wk02ui,15377,dd2vf0yzjm7jm7cak9tf11sa2:1052450,VAL vs FOR (2019-09-13)
200,1,15381,Cavalry,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),,3,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,29,242,85,48,0.13,0,0,0.1,0,0,2,0,2,4,0,0,48,1,0,0,403,56,7,16,11,60,65.70%,24,9,38,2,4,12,1,5,6,0,0,0,0,0,0,0,1,1,0,0,6,0,1,2,3,1,0,5,4,2,1,2,0,3,0,0,1,4,2,2,9,50,174,179,7,53.30%,55.00%,75,10,48,92,130,0,22.3,12,42.90%,28,2.11,FOR vs CAV,2019-10-26,7exzoqwijjljpmysgu6cw2nai,15377,41ewt71n8fqwy6trsqta1bjvu:2031831,FOR vs CAV (2019-10-26)
