Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
46,6,7fcj29th1uv9jkhdh67tygeay,481562,416,24,Right Winger,Nico,Pasquotti,N. Pasquotti,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,2,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,26,3,131,33,69,0.89,0,0,0.33,1,1,0,2,2,27,2,0,34,12,0,0,253,32,0,5,4,10,71.4%,1,0,23,2,1,2,3,2,5,2,1,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,146,19,88,14,26.0%,77.9%,50,46,6,61,12,58,1,17.1,2,53.3%,15,0.00,16,1,1,0,15,15,38.2%,3,5,2,0.81,0.08,0.89,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7fcj29th1uv9jkhdh67tygeay,Canadian Premier League 2020 (Canada)
47,5,ckozved8umsj42boq3tte1byt,39226,290,33,Left Back,Marcel,de Jong,M. de Jong,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,2,1,1,1,0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,32,11,152,46,63,0.27,0,0,0.60,0,1,2,5,7,5,1,1,11,2,0,0,247,7,0,4,8,24,80.0%,11,7,14,0,1,0,0,1,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,67,78,102,6,59.2%,71.7%,66,16,27,18,49,85,0,24.0,1,66.7%,6,0.00,18,0,0,0,13,18,66.7%,17,5,2,0.17,0.10,0.27,7,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ckozved8umsj42boq3tte1byt,Canadian Premier League 2020 (Canada)
48,6,8ad2vcq9xcul0kkfms8qo0wk5,183434,388,24,Central Midfielder,Alexander,Achinioti-Jönsson,A. Achinioti-Jönsson,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,11,11,205,111,72,0.94,1,0,0.00,1,0,0,0,0,0,0,0,24,0,0,0,246,10,4,3,10,20,77.8%,3,2,18,1,2,2,2,1,3,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,86,142,3,28.3%,89.3%,116,8,59,10,69,126,0,20.2,2,78.6%,14,0.00,0,0,1,1,0,0,74.1%,9,10,1,0.00,0.94,0.94,0,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8ad2vcq9xcul0kkfms8qo0wk5,Canadian Premier League 2020 (Canada)
49,4,37pbdttxfaqvayoufo0q0dxey,453335,348,21,Left Back,Diyaeddine,Abzi,D. Abzi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,0,1,1,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,10,124,40,50,0.20,0,0,0.25,0,0,0,4,4,13,2,0,17,2,0,0,245,21,2,6,7,23,88.9%,7,0,23,1,3,0,3,3,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,83,73,89,5,33.9%,72.6%,44,23,23,32,39,53,0,20.4,1,40.0%,5,0.00,22,0,0,0,13,16,45.2%,17,3,3,0.20,0.00,0.20,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:37pbdttxfaqvayoufo0q0dxey,Canadian Premier League 2020 (Canada)
50,6,1hwbc5i6pxjdjgx0f88wmqqx,244505,528,25,Right Centre Back,Evan Brandon,John,B. John,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,184,108,35,0.00,0,0,0.44,0,1,1,1,2,0,0,0,27,0,0,0,243,13,1,4,8,33,100.0%,18,8,11,1,4,5,0,7,8,0,2,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,4,146,93,1,47.8%,77.7%,63,2,78,2,102,80,0,23.6,0,63.6%,11,0.00,0,0,0,0,0,0,55.7%,31,2,0,0.00,0.00,0.00,2,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1hwbc5i6pxjdjgx0f88wmqqx,Canadian Premier League 2020 (Canada)
51,4,7v7c25arh4yqd7tz8demrxa6t,231573,319,27,Left Back,Brett,Levis,B. Levis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,8,157,62,68,0.07,0,1,0.25,0,0,3,2,5,8,0,0,19,6,0,0,239,21,2,5,9,22,70.0%,4,2,24,1,2,5,1,1,2,0,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,64,64,111,5,33.1%,82.8%,69,33,28,39,37,81,0,17.0,3,60.0%,5,0.00,21,0,0,0,3,7,63.5%,14,7,1,0.07,0.00,0.07,4,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7v7c25arh4yqd7tz8demrxa6t,Canadian Premier League 2020 (Canada)
52,6,8djbjtpajhwv1falg9buuone2,481746,317,25,Defensive Midfielder,Wataru,Murofushi,W. Murofushi,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,3,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,5,203,83,100,0.12,0,0,0.55,0,1,0,3,3,2,0,0,14,0,1,1,238,14,0,3,2,7,75.0%,2,1,23,1,2,4,4,2,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,44,37,157,3,23.6%,90.1%,126,27,30,31,32,140,0,19.3,1,100.0%,1,0.00,21,0,0,0,0,0,70.8%,3,3,1,0.09,0.04,0.12,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8djbjtpajhwv1falg9buuone2,Canadian Premier League 2020 (Canada)
53,6,ewjp0ru1c4fn1h5bqyqdih0wl,152275,511,27,Left Attacking Midfielder,Ben,Fisk,B. Fisk,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,1,4,2,2,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,2,4,20,9,149,50,70,0.28,1,0,0.45,0,2,0,4,4,9,1,0,16,1,2,1,230,34,3,5,1,18,44.4%,6,3,23,0,2,1,1,0,3,0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,7,80,48,102,12,31.5%,80.5%,66,33,21,39,28,82,0,17.3,10,30.0%,10,0.00,19,0,0,0,8,10,70.2%,15,2,1,0.25,0.03,0.28,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ewjp0ru1c4fn1h5bqyqdih0wl,Canadian Premier League 2020 (Canada)
54,5,cseaof8mo75i2fufyg0b4bpat,133078,391,25,Right Attacking Midfielder,Fraser,Aird,F. Aird,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,1,6,4,2,0,2,2,2,0,1,1,2,0,1,0,0,0,0,1,0,1,0,7,26,8,150,33,83,1.12,1,0,0.83,1,1,3,6,9,5,0,0,7,1,1,1,229,21,0,1,0,6,25.0%,4,2,21,3,1,5,1,0,3,0,2,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,3,106,37,86,5,30.7%,77.3%,56,46,14,57,23,70,0,19.0,3,25.0%,4,0.00,22,0,1,1,10,16,54.3%,6,0,0,0.14,0.98,0.33,9,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cseaof8mo75i2fufyg0b4bpat,Canadian Premier League 2020 (Canada)
55,5,7whdjeubz6xgvlxtl91z93idx,173167,257,24,Left Back,Jordan,Haynes,J. Haynes,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,160,69,50,0.00,0,0,0.03,0,0,0,1,1,1,0,0,19,1,0,0,228,11,3,4,3,17,70.0%,7,5,19,2,3,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,28,88,112,0,52.5%,74.4%,64,11,44,13,59,88,0,21.7,3,75.0%,12,0.00,0,0,0,0,3,3,57.1%,14,2,1,0.00,0.00,0.00,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7whdjeubz6xgvlxtl91z93idx,Canadian Premier League 2020 (Canada)
56,6,49rr75teem0kobuhr4cesh756,484653,268,20,Right Midfielder,Mohamed,Farsi,M. Farsi,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,132,56,43,0.07,0,1,0.67,0,1,0,4,4,8,1,0,21,2,0,0,226,10,1,6,5,20,87.5%,6,3,20,1,1,3,3,2,6,0,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,81,55,90,10,25.8%,75.0%,51,26,22,37,28,67,0,20.0,1,33.3%,3,0.00,15,0,0,0,15,16,35.3%,12,5,3,0.07,0.00,0.07,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:49rr75teem0kobuhr4cesh756,Canadian Premier League 2020 (Canada)
57,5,c8gbyfp650fgai5782915ywa1,210185,307,25,Left Winger,Elimane,Cissé,E. Cissé,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,17,3,129,48,61,0.29,0,0,0.91,0,1,1,3,4,15,2,0,31,7,0,0,225,25,2,10,2,21,70.6%,5,4,23,2,2,2,4,0,4,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,75,46,104,11,27.1%,84.5%,61,31,17,38,19,72,2,16.4,5,80.0%,5,0.00,13,2,0,0,6,8,68.6%,15,5,1,0.25,0.03,0.29,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c8gbyfp650fgai5782915ywa1,Canadian Premier League 2020 (Canada)
58,6,3176i3h6iv1ufsp88prhhmjqi,209693,267,22,Central Midfielder,Elliot,Simmons,E. Simmons,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,13,184,86,62,0.03,0,0,0.52,0,1,0,1,1,3,0,0,11,3,1,1,220,18,3,4,4,12,46.7%,0,0,28,0,1,4,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,48,153,0,37.5%,80.4%,112,13,23,15,33,136,0,17.9,8,25.0%,4,0.00,30,0,0,0,0,2,62.3%,7,5,0,0.03,0.00,0.03,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3176i3h6iv1ufsp88prhhmjqi,Canadian Premier League 2020 (Canada)
59,5,2xr4zmz44j3klssbanayqqy21,206339,424,29,Left Centre Back,Milovan,Kapor,M. Kapor,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,171,113,32,0.00,0,0,0.09,0,0,1,0,1,0,0,0,10,0,0,0,219,15,0,2,8,31,33.3%,21,11,15,1,4,3,0,1,2,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,0,1,1,134,84,1,31.6%,84.8%,65,1,79,1,93,77,0,22.9,4,66.7%,9,0.00,0,0,0,0,0,0,61.1%,30,1,0,0.00,0.00,0.00,1,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:2xr4zmz44j3klssbanayqqy21,Canadian Premier League 2020 (Canada)
60,6,eyems8p1wpp6df9w1wz6rdvpx,203479,318,27,Central Midfielder,Ben,McKendry,B. McKendry,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,13,158,57,64,0.06,0,0,0.06,0,0,0,1,1,1,0,0,21,0,0,0,215,21,5,12,4,26,70.8%,4,3,20,1,3,3,0,0,0,0,1,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,3,42,57,116,1,31.6%,76.6%,75,25,21,30,35,93,0,19.0,7,57.1%,7,0.00,25,0,0,0,2,2,60.0%,13,10,3,0.06,0.00,0.06,1,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:eyems8p1wpp6df9w1wz6rdvpx,Canadian Premier League 2020 (Canada)
61,6,cdaayu6d9xzn4gyn5jg5p6vl6,481567,540,26,Goalkeeper,Triston,Henry,T. Henry,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,152,128,4,0.00,0,0,0.00,0,0,0,0,0,0,0,0,4,0,0,0,212,0,0,0,0,4,-,4,0,3,0,0,0,0,2,0,0,2,0,0,0,0,3,7,7,0,0,13,0,0,3,5,0,0,13,9,4,0,10,0,2,5,0,0,0,7,0,0,0,212,0,0,30.3%,86.8%,0,0,132,0,152,0,0,24.7,0,100.0%,2,6.21,0,0,0,0,0,0,63.0%,4,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:cdaayu6d9xzn4gyn5jg5p6vl6,Canadian Premier League 2020 (Canada)
62,4,6f3bomrp6vjzdcasrvoq5c4x5,448292,275,23,Left Back,Fugo,Segawa,F. Segawa,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,146,72,59,0.04,0,0,0.10,0,0,0,2,2,1,0,0,18,1,0,0,210,12,0,6,5,18,66.7%,6,2,11,1,3,1,3,3,3,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,36,73,101,2,32.2%,89.7%,82,21,28,21,41,84,1,16.9,3,40.0%,5,0.00,17,1,0,0,3,3,72.3%,15,2,1,0.04,0.00,0.04,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6f3bomrp6vjzdcasrvoq5c4x5,Canadian Premier League 2020 (Canada)
63,3,7ta110w4agnmtkjsfpgilj2wa,481559,270,32,Central Defender,Jonathan,Wheeldon,J. Wheeldon,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,12,175,110,38,0.02,0,0,0.00,0,0,0,0,0,0,0,0,10,0,0,0,208,10,1,0,5,23,100.0%,17,5,16,0,1,4,0,1,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,144,61,0,42.3%,84.6%,50,2,96,2,116,57,0,22.7,0,53.8%,13,0.00,31,0,0,0,0,0,70.3%,20,3,0,0.02,0.00,0.02,0,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7ta110w4agnmtkjsfpgilj2wa,Canadian Premier League 2020 (Canada)
64,6,7yablvquk5wpfy1hrwjoknj6d,225053,540,23,Goalkeeper,James,Pantemis,J. Pantemis,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,140,103,6,0.00,0,0,0.00,0,0,0,0,0,0,0,0,3,0,0,0,207,0,0,0,0,1,-,1,0,5,0,0,0,0,1,0,0,2,3,0,0,1,2,7,6,1,0,17,0,0,6,9,1,1,15,12,5,3,7,0,7,1,0,0,0,7,0,0,0,207,0,0,45.7%,77.9%,0,0,109,0,140,0,0,31.3,0,100.0%,2,5.11,0,0,0,0,0,0,54.7%,1,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7yablvquk5wpfy1hrwjoknj6d,Canadian Premier League 2020 (Canada)
65,6,6oy4mzcnojabnil6u43mxal4a,478934,505,25,Centre Forward,Malcolm Isaiah,Shaw,M. Shaw,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,4,3,1,2,0,6,1,3,0,0,1,0,1,1,2,0,3,0,0,2,3,4,17,0,105,33,55,1.54,2,1,0.39,2,1,0,3,3,8,1,0,33,2,0,0,206,62,0,3,1,11,60.0%,7,4,11,9,1,7,5,0,10,4,2,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,103,17,86,22,10.5%,83.8%,49,37,2,49,3,53,0,11.8,2,37.5%,40,0.00,15,0,2,1,2,2,45.5%,9,0,2,1.34,0.20,1.54,2,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6oy4mzcnojabnil6u43mxal4a,Canadian Premier League 2020 (Canada)
66,6,al5jt5ntx6alvfvo3tq1py6i2,483414,261,22,Central Midfielder,Zachary,Verhoven,Z. Verhoven,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,4,0,2,2,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,3,14,5,106,35,52,0.28,1,1,1.39,0,2,3,8,11,17,1,1,25,12,0,0,204,31,5,5,4,15,55.6%,0,0,11,3,2,6,1,0,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,8,93,45,66,7,34.9%,82.1%,39,29,19,37,25,44,0,19.0,8,25.0%,4,0.00,17,0,0,0,10,14,64.9%,10,3,2,0.28,0.00,0.28,10,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:al5jt5ntx6alvfvo3tq1py6i2,Canadian Premier League 2020 (Canada)
67,6,7syvxffcyqbhwd42954p8ej85,159998,309,23,Left Winger,Hanson,Boakai,H. Boakai,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,2,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,1,125,37,71,0.30,0,0,0.13,0,0,1,1,2,12,0,0,18,8,0,0,200,22,3,3,1,9,54.5%,2,0,18,0,2,3,2,2,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,80,19,101,3,24.8%,86.4%,71,33,4,43,4,78,0,16.5,5,0.0%,3,0.00,12,0,0,0,8,12,67.7%,3,3,3,0.30,0.00,0.30,2,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7syvxffcyqbhwd42954p8ej85,Canadian Premier League 2020 (Canada)
68,6,db3mtdls95klppptl1n96ezf9,92442,372,30,Central Midfielder,Kyle,Porter,K. Porter,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,17,2,132,43,70,0.54,1,1,0.62,1,0,5,4,9,2,0,0,12,2,0,0,196,18,2,2,3,10,80.0%,2,1,16,1,0,3,1,2,1,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,76,18,102,6,30.3%,85.6%,81,26,6,34,8,90,0,20.5,1,37.5%,8,0.00,18,0,1,1,8,23,70.0%,5,3,2,0.09,0.45,0.54,8,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:db3mtdls95klppptl1n96ezf9,Canadian Premier League 2020 (Canada)
69,4,e6cd4pwmbb7lfatlo8gc8eaj9,87810,220,34,Defensive Midfielder,José Antonio,Galán Pedrosa,Galán,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,2,0,1,1,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,17,3,160,70,70,0.13,1,0,0.03,0,0,0,1,1,1,0,0,15,1,0,0,195,17,1,7,5,17,66.7%,4,1,18,2,3,3,0,1,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,25,41,129,2,30.0%,87.5%,105,13,22,17,26,117,0,19.3,4,57.1%,7,0.00,21,0,0,0,1,1,70.8%,9,6,2,0.10,0.03,0.13,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:e6cd4pwmbb7lfatlo8gc8eaj9,Canadian Premier League 2020 (Canada)
70,6,1lg1214de42tia4tcv7rk3z6d,103949,434,28,Centre Forward,Oliver,Minatel,Oliver Minatel,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,1,0,2,0,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,21,6,131,37,67,0.26,0,1,0.76,0,1,0,6,6,7,1,1,25,5,1,0,186,30,2,3,0,7,33.3%,2,0,19,2,0,7,2,0,6,0,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,80,12,94,13,25.2%,79.4%,58,42,4,51,6,74,0,15.0,10,53.3%,15,0.00,19,0,0,0,5,5,51.5%,6,1,0,0.19,0.07,0.26,5,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1lg1214de42tia4tcv7rk3z6d,Canadian Premier League 2020 (Canada)
