Rank,GM,playerId,optaPersonId,Min,Age,Position,firstName,lastName,player,team,teamId,optaTeamId,leagueId,league,SubOff,SubOn,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,Off,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Sc1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,TcklMade%,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,%PassFwd,Pass%,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttD3,PsAttM3,Pull Back Passes Completed,PsDist,ChlngeLost,Aerial%,Aerials,ExpGAg,Average Shot Distance Open Play,PullBk,BgChnc,BgChncGoal,CrossOpen,Crosses,FwdPassCmp%,DefTouchD3,DefTouchM3,DefTouchA3,Open Play xG,Set Piece XG,NonPenxG,Key Passes,Defensive Blocks,season,seasonId,scatterId,scatterExtra
21,5,1mcgu1zocg8bwfrncptuvfm51,90443,450,34,Central Defender,Mason,Trafford,M. Trafford,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,21,13,281,213,34,0.33,0,0,0.03,0,0,1,0,1,1,0,0,18,0,0,0,322,11,1,4,3,21,62.5%,12,4,15,0,2,1,0,4,1,0,2,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,215,100,4,33.5%,87.9%,81,1,165,1,184,96,0,21.7,3,57.1%,14,0.00,4,0,0,0,0,0,70.2%,20,1,0,0.28,0.05,0.33,1,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1mcgu1zocg8bwfrncptuvfm51,Canadian Premier League 2020 (Canada)
22,6,9bu481g5htyonfco9whsamve2,483062,527,30,Right Attacking Midfielder,Mohamed,Kourouma,M. Kourouma,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,5,3,2,1,2,5,4,1,0,0,3,0,1,0,1,0,0,1,1,0,8,1,34,11,204,57,102,1.53,1,0,0.20,2,0,3,1,4,11,0,0,30,7,0,0,318,33,6,6,2,15,63.2%,1,1,32,3,3,4,3,1,5,0,2,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,5,135,53,130,9,33.3%,77.9%,71,64,24,74,35,95,0,17.4,7,23.1%,13,0.00,20,0,2,1,10,26,63.2%,9,3,3,1.00,0.52,1.53,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:9bu481g5htyonfco9whsamve2,Canadian Premier League 2020 (Canada)
23,6,csicvwhik2guponydus9zt0x5,223629,450,23,Central Midfielder,Erik,Zetterberg,E. Zetterberg,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,40,8,246,94,104,0.16,0,0,0.77,0,1,5,3,8,8,0,0,17,3,0,0,315,21,3,4,8,18,63.6%,2,1,25,1,2,4,2,2,3,0,0,0,1,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,4,49,41,225,0,37.0%,80.5%,160,15,23,23,31,192,0,24.1,4,0.0%,2,0.00,24,0,0,0,0,14,61.5%,6,11,1,0.07,0.09,0.16,8,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:csicvwhik2guponydus9zt0x5,Canadian Premier League 2020 (Canada)
24,5,622w13rktz2os2jlo286col3p,168505,440,24,Central Midfielder,Manuel,Aparicio,M. Aparicio,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,1,2,0,2,0,1,5,4,0,0,0,3,2,0,2,0,0,0,0,0,2,0,7,30,12,221,51,128,0.37,2,0,0.40,0,0,0,9,9,16,1,0,30,7,0,0,313,34,3,10,7,21,68.4%,1,0,34,4,2,7,3,4,3,2,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,6,9,83,49,181,3,39.4%,81.0%,122,39,18,46,27,148,0,19.8,6,-,0,0.00,39,0,0,0,5,7,67.8%,11,8,2,0.06,0.31,0.37,9,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:622w13rktz2os2jlo286col3p,Canadian Premier League 2020 (Canada)
25,6,6mmfo5q4m9zdbpl1cgqv5muhh,164958,492,26,Right Winger,Keven Steven,Alemán Bustos,K. Alemán,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,0,1,1,0,2,2,6,2,3,0,0,0,0,1,0,1,0,0,0,1,0,7,0,27,7,191,68,89,1.13,1,0,0.90,2,1,5,2,7,30,2,0,40,12,0,0,310,38,2,8,0,11,71.4%,1,0,25,0,1,5,2,3,12,0,0,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,9,118,18,174,12,20.9%,82.2%,100,47,10,56,11,124,0,18.5,4,25.0%,8,0.00,17,0,2,1,4,18,60.0%,2,5,4,1.01,0.12,1.13,7,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6mmfo5q4m9zdbpl1cgqv5muhh,Canadian Premier League 2020 (Canada)
26,5,c71o8hujd9joixq9ge68i4qg9,156664,418,24,Left Midfielder,Nathan,Mavila,N. Mavila,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,4,2,2,0,0,3,0,3,2,2,1,0,2,1,1,0,0,0,2,1,5,2,27,11,169,87,44,2.10,3,0,0.28,3,1,0,3,3,15,0,0,23,6,0,0,308,33,1,3,5,13,44.4%,3,1,27,5,2,4,0,4,2,0,1,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,78,99,131,8,34.9%,77.5%,63,22,46,23,63,83,0,21.5,5,57.1%,14,0.00,15,0,3,2,15,20,50.8%,10,1,2,0.48,1.62,0.53,3,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c71o8hujd9joixq9ge68i4qg9,Canadian Premier League 2020 (Canada)
26,6,c5afaf96xtx4341sic680d711,94705,458,29,Right Back,Stefan,Cebara,S. Cebara,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,15,202,88,71,0.34,0,0,0.55,1,1,0,4,4,16,0,0,21,6,0,0,308,24,1,5,8,21,75.0%,6,3,30,3,3,0,3,2,1,0,2,0,0,0,0,0,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,4,84,105,119,10,35.6%,78.7%,59,43,57,53,66,83,1,15.2,2,37.5%,8,0.00,10,1,1,0,2,2,66.7%,15,6,0,0.34,0.00,0.34,4,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:c5afaf96xtx4341sic680d711,Canadian Premier League 2020 (Canada)
28,6,7t6lyj5pvvgzfscj775acuqc5,173165,498,24,Right Midfielder,Marco,Bustos,M. Bustos,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,0,0,6,6,0,4,1,6,2,3,0,0,0,0,2,0,2,0,1,1,2,0,9,1,24,2,193,54,113,1.51,2,1,0.81,2,1,2,7,9,16,2,1,36,11,1,0,304,28,0,2,2,4,28.6%,0,0,22,4,2,5,1,2,16,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,6,153,20,131,30,22.3%,86.5%,84,72,11,85,14,94,1,17.2,5,83.3%,6,0.00,18,1,2,2,12,20,67.4%,2,1,1,1.43,0.08,1.51,8,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7t6lyj5pvvgzfscj775acuqc5,Canadian Premier League 2020 (Canada)
29,6,3wyn5e0uz5jfilp065m3qynoq,501450,441,24,Central Midfielder,Aboubacar,Sissoko,A. Sissoko,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,29,9,228,82,108,0.13,0,0,0.03,0,0,0,1,1,11,0,0,29,9,0,0,299,36,1,10,2,14,61.1%,1,1,33,2,3,5,1,3,3,0,1,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,55,68,176,4,42.5%,83.3%,126,23,41,32,51,145,0,19.1,7,22.2%,9,0.00,23,0,0,0,2,2,72.2%,6,6,2,0.06,0.07,0.13,1,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:3wyn5e0uz5jfilp065m3qynoq,Canadian Premier League 2020 (Canada)
30,6,6re5keaha87h6kc01848h53ah,243956,456,26,Left Midfielder,Victor,Blasco,Victor Blasco,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,1,1,0,1,5,7,2,5,0,0,1,0,1,0,1,0,0,0,0,1,0,8,34,4,168,41,89,1.85,1,2,1.86,3,1,4,7,11,28,4,2,36,16,0,0,296,31,3,6,3,15,69.2%,3,3,33,3,3,1,4,3,2,2,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,8,5,153,33,110,23,17.3%,77.4%,66,51,13,72,16,80,0,17.6,4,22.2%,9,0.00,17,0,3,1,13,26,58.6%,8,5,2,1.81,0.04,1.85,9,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6re5keaha87h6kc01848h53ah,Canadian Premier League 2020 (Canada)
31,6,7ehcrcdv82ib5fkpo3498gpgp,244929,392,24,Left Back,Kwame,Awuah,K. Awuah,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,28,19,195,72,76,0.08,1,0,0.10,0,0,0,1,1,5,0,0,28,4,0,0,295,14,4,9,6,28,86.7%,8,3,24,2,2,0,3,1,1,0,1,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,79,97,119,3,38.5%,75.9%,79,36,33,48,51,96,1,17.6,2,54.5%,11,0.00,27,1,0,0,6,6,56.0%,23,4,1,0.03,0.05,0.08,1,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:7ehcrcdv82ib5fkpo3498gpgp,Canadian Premier League 2020 (Canada)
32,6,334ys3md0ycavngg26g75yi21,244406,515,22,Defensive Midfielder,Matthew,Baldisimo,M. Baldisimo,Pacific,b3436h8h14zw7f1uv6w9vqf6y,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,34,11,228,105,78,0.12,0,1,0.60,0,1,1,4,5,8,0,0,27,6,1,1,294,28,4,7,8,24,64.7%,5,1,30,3,4,7,0,6,2,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,5,38,92,164,3,32.5%,80.3%,111,25,47,28,61,139,0,21.7,6,50.0%,4,0.00,33,0,0,0,2,2,55.4%,16,8,0,0.05,0.07,0.12,4,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:334ys3md0ycavngg26g75yi21,Canadian Premier League 2020 (Canada)
33,5,bxbh5i1uqhe22e2cft5x6fl2i,425644,427,21,Right Back,Chrisnovic,N'Sa,C. N'Sa,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,17,134,40,54,0.10,0,0,0.06,0,0,0,1,1,10,0,0,35,5,0,0,287,27,2,17,8,39,79.2%,10,5,21,2,2,2,4,4,1,1,1,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,90,89,108,7,41.0%,70.1%,46,26,22,33,35,66,0,17.0,5,25.0%,8,0.00,21,0,0,0,11,11,43.6%,29,7,3,0.06,0.05,0.10,1,3,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bxbh5i1uqhe22e2cft5x6fl2i,Canadian Premier League 2020 (Canada)
34,6,eb8zwnam8ieg4y7xra9x5on9x,57342,441,32,Centre Attacking Midfielder,Francisco Javier,Acuña Víctor,F. Acuña,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,3,26,5,193,43,119,0.38,2,2,1.04,1,1,1,9,10,17,0,0,26,10,1,1,284,31,0,8,1,10,50.0%,0,0,29,1,0,2,3,3,2,3,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,10,135,22,127,12,26.4%,83.9%,86,67,9,83,13,97,1,13.7,8,0.0%,3,0.00,15,1,1,1,4,10,70.6%,4,6,0,0.38,0.00,0.38,8,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:eb8zwnam8ieg4y7xra9x5on9x,Canadian Premier League 2020 (Canada)
35,6,bzfamx9nfvg0cwshyldxiea5l,229907,450,21,Central Midfielder,Paolo,Sabak,P. Sabak,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,1,0,2,1,1,0,1,3,1,2,1,1,0,0,1,0,0,0,0,0,0,1,1,4,31,10,216,68,107,1.02,1,2,0.91,1,1,1,6,7,16,2,1,28,9,1,0,283,27,1,1,3,8,18.2%,2,2,28,1,0,4,5,3,7,1,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,108,51,124,11,37.5%,81.0%,86,61,28,76,37,103,0,16.5,9,40.0%,5,0.00,17,0,1,1,5,6,67.9%,5,3,0,0.19,0.83,0.23,5,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:bzfamx9nfvg0cwshyldxiea5l,Canadian Premier League 2020 (Canada)
36,6,etxxyk4izi97gchj7fo58ogd1,110665,462,28,Left Centre Back,Andrew,Jean-Baptiste,A. Jean-Baptiste,Valour,dd2vf0yzjm7jm7cak9tf11sa2,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,29,15,222,110,68,0.28,1,0,0.00,0,0,0,0,0,2,1,0,19,1,0,0,278,13,0,5,10,35,83.3%,19,7,15,3,6,0,0,3,2,0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,166,101,5,50.9%,80.2%,78,3,97,5,127,90,0,26.6,1,57.1%,14,0.00,0,0,0,0,1,1,67.3%,29,6,0,0.00,0.28,0.28,0,2,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:etxxyk4izi97gchj7fo58ogd1,Canadian Premier League 2020 (Canada)
37,6,afbi7ba716z8at1irydcx44ix,250972,530,26,Left Winger,Ryan,Telfer,R. Telfer,York9,cqthcpums3aas2tdy0qhlkuwa,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,6,2,4,3,2,5,4,1,0,0,4,0,0,0,0,0,0,0,0,0,8,3,31,4,138,39,64,1.28,0,0,0.87,1,1,9,2,11,19,0,0,38,11,0,0,274,33,2,5,5,17,58.3%,4,2,25,4,4,0,5,1,6,1,2,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,6,145,41,88,11,29.0%,74.6%,49,38,16,59,19,60,0,18.6,5,50.0%,16,0.00,18,0,1,0,19,41,55.0%,11,4,2,1.09,0.19,1.28,11,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:afbi7ba716z8at1irydcx44ix,Canadian Premier League 2020 (Canada)
37,6,8uqytik44ro3mbkz0s8m163xm,481762,474,25,Central Midfielder,Andre,Rampersad,A. Rampersad,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,6,197,92,78,0.09,0,2,0.65,0,1,0,7,7,11,0,0,40,11,1,0,274,23,3,4,12,23,63.6%,4,1,32,2,0,4,1,4,10,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,58,47,169,7,23.9%,86.3%,118,26,26,34,31,132,0,18.1,4,50.0%,14,0.00,0,0,0,0,4,4,61.7%,12,8,3,0.00,0.09,0.09,5,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8uqytik44ro3mbkz0s8m163xm,Canadian Premier League 2020 (Canada)
39,6,4ux10kolns6m5lgd64wumjfth,197038,435,24,Central Midfielder,Louis,Béland-Goyette,L. Béland-Goyette,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,213,97,76,0.03,0,0,0.14,0,0,0,4,4,9,0,0,21,6,0,0,270,34,2,9,9,24,55.0%,4,1,33,3,1,16,0,1,2,0,1,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,29,65,176,0,35.2%,81.2%,115,17,41,23,48,142,0,18.6,9,100.0%,1,0.00,0,0,0,0,2,3,62.7%,10,14,0,0.00,0.03,0.03,4,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:4ux10kolns6m5lgd64wumjfth,Canadian Premier League 2020 (Canada)
40,5,ezyu9w01guirieddjudeln1lh,209503,412,27,Central Midfielder,Allan,Zebie,A. Zebie,Edmonton,73xrv2025rnj0t3y9ayp83bec,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),3,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,9,218,111,81,0.15,0,0,0.07,0,0,0,2,2,4,0,0,21,4,0,0,268,13,2,9,7,18,61.1%,0,0,28,0,0,1,0,1,1,0,0,0,0,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,30,76,162,3,30.3%,88.1%,119,21,52,24,56,138,0,17.0,7,66.7%,6,0.00,19,0,0,0,0,0,71.2%,11,7,0,0.12,0.03,0.15,2,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ezyu9w01guirieddjudeln1lh,Canadian Premier League 2020 (Canada)
41,6,dlkpavxvjx1hy57k8sbk21lg5,88457,540,33,Goalkeeper,Ignacio,Zabal Almazán,Nacho Zabal,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,15,204,84,33,0.00,0,0,0.00,0,0,0,0,0,0,0,0,1,0,0,0,267,0,0,0,0,4,-,4,0,9,0,0,0,0,1,0,0,2,1,1,0,0,1,10,9,1,0,23,0,0,11,10,3,0,20,15,8,3,9,2,5,4,0,0,0,14,0,0,0,265,2,0,73.0%,57.4%,0,0,117,0,202,2,0,38.1,0,100.0%,1,10.87,0,0,0,0,0,0,43.6%,4,0,0,0.00,0.00,0.00,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:dlkpavxvjx1hy57k8sbk21lg5,Canadian Premier League 2020 (Canada)
41,5,6rsihixcpnuyulgk4giwpzvth,228121,354,25,Right Back,Dominic,Samuel,D. Samuel,Forge,c2pdzdl3dgf5b0siidn2ay5ii,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24,10,153,53,66,0.68,0,0,0.15,1,0,0,1,1,11,1,1,30,8,0,0,267,18,7,2,4,22,81.8%,8,4,13,1,4,2,2,3,3,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,5,73,74,120,6,41.8%,77.8%,74,20,25,27,36,90,0,16.4,2,71.4%,7,0.00,25,0,1,0,4,4,62.5%,15,5,2,0.04,0.64,0.68,1,1,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:6rsihixcpnuyulgk4giwpzvth,Canadian Premier League 2020 (Canada)
43,4,8xiikcvufow3u6jo0opzhtip5,243903,315,22,Left Centre Back,Robert,Boskovic,R. Boskovic,Cavalry,41ewt71n8fqwy6trsqta1bjvu,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,13,222,123,59,0.05,0,0,0.00,0,0,0,0,0,3,0,0,16,1,0,0,266,12,4,4,6,18,88.9%,4,2,19,0,0,4,0,2,2,1,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,5,123,138,2,44.1%,82.0%,96,2,84,3,101,118,0,22.0,1,33.3%,9,0.00,0,0,0,0,0,0,66.3%,10,8,0,0.00,0.05,0.05,0,0,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:8xiikcvufow3u6jo0opzhtip5,Canadian Premier League 2020 (Canada)
44,6,1i7a6katii8fnxncnyun4nyzt,243856,540,26,Left Centre Back,Jems,Geffrard,J. Geffrard,HFX Wanderers,5gmx3o5y2oc0i6rowjwtu7jvu,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,14,209,151,26,0.10,0,0,0.00,0,0,0,0,0,3,0,0,17,2,0,0,263,9,1,3,10,34,80.0%,20,12,25,1,2,1,0,3,0,0,1,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,6,181,76,2,46.4%,84.7%,57,2,118,3,136,70,0,19.4,1,66.7%,12,0.00,0,0,0,0,0,0,72.2%,30,4,0,0.00,0.10,0.10,0,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:1i7a6katii8fnxncnyun4nyzt,Canadian Premier League 2020 (Canada)
45,5,ex56fczses29ox8kg1fvaodm1,469158,450,23,Central Midfielder,Víctor,Martínez Manrique,Viti,Atlético Ottawa,dn8tjhuq0bax4dgixqvluhzze,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),0,0,1,3,2,1,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,3,32,11,183,78,62,0.78,1,0,0.00,1,0,0,0,0,11,0,0,21,6,0,0,257,30,3,5,7,22,50.0%,7,4,23,2,0,6,1,1,3,0,2,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,6,25,80,152,3,38.8%,76.5%,96,7,37,10,53,120,0,20.9,8,33.3%,6,0.00,26,0,1,1,2,2,54.9%,12,8,2,0.03,0.75,0.78,0,5,Canadian Premier League 2020 (Canada),1gz4f3r68v3w92gdsu12lom0a,1gz4f3r68v3w92gdsu12lom0a:ex56fczses29ox8kg1fvaodm1,Canadian Premier League 2020 (Canada)
